pc name,no,type,state,winning candidate,party,electors,votes,turnout,margin,margin %,father/husband name,gender,age,UID
North East Delhi,2,GEN,Delhi [1977 Onwards],Manoj Tiwari,Bharatiya Janta Party,2463159,1552731,63.00%,138778.0,8.90%,CHANDRA DEV TIWARI,male,53.0,DL2024PC02
North West Delhi,5,SC,Delhi [1977 Onwards],Yogender Chandoliya,Bharatiya Janta Party,2567423,1487207,57.90%,290849.0,19.60%,LATE SH O P CHANDOLIYA,male,61.0,DL2024PC05
South Delhi,7,GEN,Delhi [1977 Onwards],Ramvir Singh Bidhuri,Bharatiya Janta Party,2291764,1295998,56.60%,124333.0,9.60%,LATE SH RAMPHAL,male,71.0,DL2024PC07
West Delhi,6,GEN,Delhi [1977 Onwards],Kamaljeet Sehrawat,Bharatiya Janta Party,2587977,1524494,58.90%,199013.0,13.10%,RAJ KUMAR SEHRAWAT,female,51.0,DL2024PC06
North Goa,1,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,580577,456018,78.60%,116015.0,25.40%,YESSO NAIK,male,71.0,GA2024PC01
South Goa,2,GEN,Goa,Captain Viriato Fernandes,Indian National Congress,598767,450520,75.20%,13535.0,3.00%,PRUDENTE FERNANDES,male,54.0,GA2024PC02
Ahmedabad East,7,GEN,Gujarat,Hasmukhbhai Patel (H.S.PATEL),Bharatiya Janta Party,2038162,1128339,55.40%,461755.0,40.90%,SOMABHAI PATEL,male,63.0,GJ2024PC07
Ahmedabad West,8,SC,Gujarat,Dineshbhai Makwana (ADVOCATE),Bharatiya Janta Party,1726987,966646,56.00%,286437.0,29.60%,KODARBHAI MAKWANA,male,54.0,GJ2024PC08
Amreli,14,GEN,Gujarat,Bharatbhai Manubhai Sutariya,Bharatiya Janta Party,1732810,876426,50.60%,321068.0,36.60%,Manubhai,male,54.0,GJ2024PC14
Anand,16,GEN,Gujarat,Mitesh Patel (BAKABHAI),Bharatiya Janta Party,1780182,1167969,65.60%,89939.0,7.70%,RAMESHABHAI SHANABHAI PATEL,male,59.0,GJ2024PC16
Banaskantha,2,GEN,Gujarat,Geniben Nagaji Thakor,Indian National Congress,1961924,1375903,70.10%,30406.0,2.20%,Nagaji Ravjiji Thakor,female,48.0,GJ2024PC02
Bardoli,23,ST,Gujarat,Parbhubhai Nagarbhai Vasava,Bharatiya Janta Party,2048408,1339333,65.40%,230253.0,17.20%,NAGARBHAI DIVELIABHAI VASAVA,male,54.0,GJ2024PC23
Bharuch,22,GEN,Gujarat,Mansukhbhai Dhanjibhai Vasava,Bharatiya Janta Party,1723353,1198964,69.60%,85696.0,7.10%,DHANJIBHAI VASAVA,male,66.0,GJ2024PC22
Bhavnagar,15,GEN,Gujarat,Nimuben Jayantibhai Bambhaniya (NIMUBEN BAMBHANIYA),Bharatiya Janta Party,1916900,1047232,54.60%,455289.0,43.50%,JAYANTIBHAI,female,57.0,GJ2024PC15
Chhota Udaipur,21,ST,Gujarat,Jashubhai Bhilubhai Rathva,Bharatiya Janta Party,1821708,1267719,69.60%,398777.0,31.50%,BHILUBHAI NAYKABHAI RATHVA,male,54.0,GJ2024PC21
Dahod,19,ST,Gujarat,Jaswantsinh Sumanbhai Bhabhor,Bharatiya Janta Party,1875136,1118294,59.60%,333677.0,29.80%,SUMANBHAI BHABHOR,male,57.0,GJ2024PC19
Gandhinagar,6,GEN,Gujarat,Amit Shah,Bharatiya Janta Party,2182736,1321802,60.60%,744716.0,56.30%,ANILCHANDRA GOKALDAS SHAH,male,59.0,GJ2024PC06
Jamnagar,12,GEN,Gujarat,Poonamben Hematbhai Maadam,Bharatiya Janta Party,1817864,1051235,57.80%,238008.0,22.60%,HEMATBHAI,female,49.0,GJ2024PC12
Junagadh,13,GEN,Gujarat,Chudasama Rajeshbhai Naranbhai,Bharatiya Janta Party,1795110,1068253,59.50%,135494.0,12.70%,NARANBHAI RAMABHAI CHUDASAMA,male,42.0,GJ2024PC13
Kachchh,1,SC,Gujarat,Chavda Vinod Lakhamshi,Bharatiya Janta Party,1943136,1095157,56.40%,268782.0,24.50%,LAKHAMSHI CHAVDA,male,45.0,GJ2024PC01
Kheda,17,GEN,Gujarat,Devusinh Chauhan,Bharatiya Janta Party,2007404,1175848,58.60%,357758.0,30.40%,JESINGBHAI,male,59.0,GJ2024PC17
Mahesana,4,GEN,Gujarat,Haribhai Patel,Bharatiya Janta Party,1770617,1076827,60.80%,328046.0,30.50%,PATEL NATHTHURAM AMBARAM,male,62.0,GJ2024PC04
Navsari,25,GEN,Gujarat,C R Patil,Bharatiya Janta Party,2223550,1338216,60.20%,773551.0,57.80%,RAGHUNATH PATIL,male,69.0,GJ2024PC25
Panchmahal,18,GEN,Gujarat,Rajpalsinh Mahendrasinh Jadav,Bharatiya Janta Party,1896743,1131497,59.70%,509342.0,45.00%,MAHENDRASINH JITSINH JADAV,male,43.0,GJ2024PC18
Patan,3,GEN,Gujarat,Dabhi Bharatsinhji Shankarji,Bharatiya Janta Party,2019916,1193125,59.10%,31876.0,2.70%,,,,GJ2024PC03
Porbandar,11,GEN,Gujarat,Dr. Mansukh Mandaviya,Bharatiya Janta Party,1768212,928977,52.50%,383360.0,41.30%,LAKHMANBHAI JIVABHAI MANDAVIYA,male,51.0,GJ2024PC11
Rajkot,10,GEN,Gujarat,Parshottambhai Rupala,Bharatiya Janta Party,2112273,1273542,60.30%,484260.0,38.00%,Khodabhai Madhabhai Rupala,male,69.0,GJ2024PC10
Sabarkantha,5,GEN,Gujarat,Shobhanaben Mahendrasinh Baraiya,Bharatiya Janta Party,1976349,1269358,64.20%,155682.0,12.30%,MAHENDRASINH BARAIYA,female,50.0,GJ2024PC05
Surat,24,GEN,Gujarat,Mukeshkumar Chandrakaant Dalal ( Uncontested ),Bharatiya Janta Party,1606425,RU,,,,,,,GJ2024PC24
Surendranagar,9,GEN,Gujarat,Chandubhai Chhaganbhai Shihora,Bharatiya Janta Party,2033419,1131377,55.60%,261617.0,23.10%,CHHAGANBHAI SHIHORA,male,61.0,GJ2024PC09
Vadodara,20,GEN,Gujarat,Dr. Hemang Joshi,Bharatiya Janta Party,1949573,1212149,62.20%,582126.0,48.00%,JOSHI,male,33.0,GJ2024PC20
Valsad,26,ST,Gujarat,Dhaval Laxmanbhai Patel,Bharatiya Janta Party,1859974,1361411,73.20%,210704.0,15.50%,,,,GJ2024PC26
Ambala,1,SC,Haryana,Varun Chaudhry,Indian National Congress,1996708,1346722,67.50%,49036.0,3.60%,PHOOL CHAND,male,44.0,HR2024PC01
Bhiwani-Mahend,8,GEN,Haryana,Dharambir Singh,Bharatiya Janta Party,1793029,1183395,66.00%,41510.0,3.50%,BHALE RAM,male,69.0,HR2024PC08
Faridabad,10,GEN,Haryana,Krishan Pal,Bharatiya Janta Party,2430212,1471322,60.50%,172914.0,11.80%,Hans Raj,male,67.0,HR2024PC10
Gurgaon,9,GEN,Haryana,Rao Inderjit Singh,Bharatiya Janta Party,2573411,1601232,62.20%,75079.0,4.70%,BIRENDER SINGH,male,74.0,HR2024PC09
Hisar,4,GEN,Haryana,Jai Parkash (J P) S/O HARIKESH,Indian National Congress,1790722,1174115,65.60%,63381.0,5.40%,HARIKESH,male,69.0,HR2024PC04
Karnal,5,GEN,Haryana,Manohar Lal,Bharatiya Janta Party,2104229,1345892,64.00%,232577.0,17.30%,Harbans Lal,male,70.0,HR2024PC05
Kurukshetra,2,GEN,Haryana,Naveen Jindal,Bharatiya Janta Party,1794300,1205872,67.20%,29021.0,2.40%,OM PRAKASH JINDAL,male,54.0,HR2024PC02
Rohtak,7,GEN,Haryana,Deepender Singh Hooda,Indian National Congress,1889844,1248446,66.00%,345298.0,27.70%,BHUPENDER SINGH,male,46.0,HR2024PC07
Sirsa,3,SC,Haryana,Selja,Indian National Congress,1937689,1354632,69.90%,268497.0,19.80%,DALBIR SINGH,female,61.0,HR2024PC03
Sonipat,6,GEN,Haryana,Satpal Brahamchari,Indian National Congress,1766624,1123944,63.60%,21816.0,1.90%,Radha Krishan Brahamchari,male,60.0,HR2024PC06
Hamirpur,3,GEN,Himachal Pradesh,Anurag Singh Thakur,Bharatiya Janta Party,1432636,1047263,73.10%,182357.0,17.40%,PREM KUMAR DHUMAL,male,50.0,HP2024PC03
Kangra,1,GEN,Himachal Pradesh,Dr Rajeev Bhardwaj,Bharatiya Janta Party,1502514,1036868,69.00%,251895.0,24.30%,OM PARKASH,male,62.0,HP2024PC01
Mandi,2,GEN,Himachal Pradesh,Kangna Ranaut,Bharatiya Janta Party,1364060,1015810,74.50%,74755.0,7.40%,AMAR DEEP RANAUT,female,37.0,HP2024PC02
Shimla,4,SC,Himachal Pradesh,Suresh Kumar Kashyap,Bharatiya Janta Party,1346369,969965,72.00%,91451.0,9.40%,CHAMBEL SINGH,male,53.0,HP2024PC04
Anantnag,3,,Jammu & Kashmir,Mian Altaf Ahmad,Jammu & Kashmir National Conference,1836576,1026148,55.90%,281794.0,27.50%,MIAN BASHIR AHMAD,male,66.0,JK2024PC03
Baramulla,1,,Jammu & Kashmir,Abdul Rashid Sheikh,Independent,1737865,1033900,59.50%,204142.0,19.70%,MOHAMMAD KHAZIR SHEIKH,male,58.0,JK2024PC01
Jammu,5,,Jammu & Kashmir,Jugal Kishore,Bharatiya Janta Party,1780835,1302176,73.10%,135498.0,10.40%,LATE SH BAL KRISHAN,male,61.0,JK2024PC05
Srinagar,2,,Jammu & Kashmir,Aga Syed Ruhullah Mehdi,Jammu & Kashmir National Conference,1747810,675242,38.60%,188416.0,27.90%,AGA SYED MEHDI,male,46.0,JK2024PC02
Udhampur,4,,Jammu & Kashmir,Dr Jitendra Singh,Bharatiya Janta Party,1623195,1113727,68.60%,124373.0,11.20%,LATE SH RAJINDER SINGH,male,67.0,JK2024PC04
Chatra,4,GEN,Jharkhand,Kali Charan Singh,Bharatiya Janta Party,1689926,1086374,64.30%,220959.0,20.30%,BAIDHNATH SINGH,male,62.0,JH2024PC04
Dhanbad,7,GEN,Jharkhand,Dulu Mahato,Bharatiya Janta Party,2285237,1428007,62.50%,331583.0,23.20%,LATE PUNA MAHTO,male,49.0,JH2024PC07
Dumka,2,ST,Jharkhand,Nalin Soren,Jharkhand Mukti Morcha,1591061,1184132,74.40%,22527.0,1.90%,LATE JADU SOREN,male,76.0,JH2024PC02
Giridih,6,GEN,Jharkhand,Chandra Prakash Choudhary,Ajsu Party,1864660,1264833,67.80%,80880.0,6.40%,LATE RIJHU NATH CHOUDHARY,male,55.0,JH2024PC06
Godda,3,GEN,Jharkhand,Nishikant Dubey,Bharatiya Janta Party,2028154,1398204,68.90%,101813.0,7.30%,RADHESHYAM DUBEY,male,52.0,JH2024PC03
Hazaribagh,14,GEN,Jharkhand,Manish Jaiswal,Bharatiya Janta Party,1939374,1264667,65.20%,276686.0,21.90%,SHRI BRAJ KISHORE JAISWAL,male,59.0,JH2024PC14
Jamshedpur,9,GEN,Jharkhand,Bidyut Baran Mahato,Bharatiya Janta Party,1869278,1277629,68.40%,259782.0,20.30%,Surendra Mahato,male,61.0,JH2024PC09
Khunti,11,ST,Jharkhand,Kali Charan Munda,Indian National Congress,1326138,936682,70.60%,149675.0,16.00%,LATE T. MUCHIRAY MUNDA,male,62.0,JH2024PC11
Kodarma,5,GEN,Jharkhand,Annpurna Devi,Bharatiya Janta Party,2205318,1369964,62.10%,377014.0,27.50%,LATE RAMESH PRASAD YADAV,female,55.0,JH2024PC05
Lohardaga,12,ST,Jharkhand,Sukhdeo Bhagat,Indian National Congress,1441302,967125,67.10%,139138.0,14.40%,Late Gandharv Bhagat,male,63.0,JH2024PC12
Palamau,13,SC,Jharkhand,Vishnu Dayal Ram,Bharatiya Janta Party,2243034,1390738,62.00%,288807.0,20.80%,LATE MUKHA RAM,male,72.0,JH2024PC13
Rajmahal,1,ST,Jharkhand,Vijay Kumar Hansdak,Jharkhand Mukti Morcha,1704671,1218249,71.50%,178264.0,14.60%,LATE THOMAS HANSDA,male,41.0,JH2024PC01
Ranchi,8,GEN,Jharkhand,Sanjay Seth,Bharatiya Janta Party,2197331,1447781,65.90%,120512.0,8.30%,LATE CHAND NARAYAN SETH,male,65.0,JH2024PC08
Singhbhum,10,ST,Jharkhand,Joba Majhi,Jharkhand Mukti Morcha,1447562,1007597,69.60%,168402.0,16.70%,DEVENDRA MAJHI,female,60.0,JH2024PC10
Bagalkot,3,GEN,Karnataka,Gaddigoudar. Parvatagouda. Chandanagouda.,Bharatiya Janta Party,1806183,1317561,73.00%,68399.0,5.20%,CHANDANGOUDA GADDIGOUDAR,male,72.0,KA2024PC03
Bangalore Cent,25,GEN,Karnataka,P C Mohan,Bharatiya Janta Party,2433751,1316510,54.10%,32707.0,2.50%,PERICAL CHIKKAMUNISWAMAPPA,male,60.0,KA2024PC25
Bangalore Nort,24,GEN,Karnataka,Shobha Karandlaje,Bharatiya Janta Party,3214496,1752504,54.50%,259476.0,14.80%,LATE MONAPPA GOWDA,female,57.0,KA2024PC24
Bangalore Rura,23,GEN,Karnataka,Dr C N Manjunath,Bharatiya Janta Party,2802580,1919540,68.50%,269647.0,14.00%,NANJAPPA @ CHAMARAJEGOWDA,male,67.0,KA2024PC23
Bangalore Sout,26,GEN,Karnataka,Tejasvi Surya,Bharatiya Janta Party,2341759,1249342,53.40%,277083.0,22.20%,L A SURYANARAYANA,male,33.0,KA2024PC26
Belgaum,2,GEN,Karnataka,Jagadish Shettar,Bharatiya Janta Party,1923788,1383889,71.90%,178437.0,12.90%,SHIAVAPPA SHETTAR,male,68.0,KA2024PC02
Bellary,9,ST,Karnataka,E. Tukaram,Indian National Congress,1884040,1389914,73.80%,98992.0,7.10%,E OBANNA,male,57.0,KA2024PC09
Bidar,7,GEN,Karnataka,Sagar Eshwar Khandre,Indian National Congress,1892962,1242322,65.60%,128875.0,10.40%,ESHWAR KHANDRE,male,26.0,KA2024PC07
Bijapur,4,SC,Karnataka,Ramesh Jigajinagi,Bharatiya Janta Party,1946090,1296114,66.60%,77229.0,6.00%,CHANDAPPA,male,71.0,KA2024PC04
Chamarajanagar,22,SC,Karnataka,Sunil Bose,Indian National Congress,1778310,1369797,77.00%,188706.0,13.80%,DR.H.C.MAHADEVAPPA,male,42.0,KA2024PC22
Chikkballapur,27,GEN,Karnataka,Dr.K.Sudhakar,Bharatiya Janta Party,1981347,1530820,77.30%,163460.0,10.70%,P N KESHAVAREDDY,male,50.0,KA2024PC27
Chikkodi,1,GEN,Karnataka,Priyanka Satish Jarkiholi,Indian National Congress,1761694,1393093,79.10%,90834.0,6.50%,SATISH,female,27.0,KA2024PC01
Chitradurga,18,SC,Karnataka,Govind Makthappa Karjol,Bharatiya Janta Party,1856876,1366909,73.60%,48121.0,3.50%,MAKTHAPPA,male,73.0,KA2024PC18
Dakshina Kanna,17,GEN,Karnataka,Captain Brijesh Chowta,Bharatiya Janta Party,1817603,1415770,77.90%,149208.0,10.50%,SESANNA CHOWTA,male,42.0,KA2024PC17
Davanagere,13,GEN,Karnataka,Dr. Prabha Mallikarjun,Indian National Congress,1709244,1320368,77.30%,26094.0,2.00%,S.S. MALLIKARJUN,female,48.0,KA2024PC13
Dharwad,11,GEN,Karnataka,Pralhad Joshi,Bharatiya Janta Party,1831975,1366491,74.60%,97324.0,7.10%,Venkatesh Joshi,male,61.0,KA2024PC11
Gulbarga,5,SC,Karnataka,Radhakrishna,Indian National Congress,2098202,1310477,62.50%,27205.0,2.10%,Rajendrappa Doddamani,male,63.0,KA2024PC05
Hassan,16,GEN,Karnataka,Shreyas. M. Patel,Indian National Congress,1736610,1355007,78.00%,42649.0,3.10%,LATE MAHESH,male,32.0,KA2024PC16
Haveri,10,GEN,Karnataka,Basavaraj Bommai,Bharatiya Janta Party,1792774,1395812,77.90%,43513.0,3.10%,Somappa Bommai,male,64.0,KA2024PC10
Kolar,28,SC,Karnataka,M. Mallesh Babu,Janata Dal (Secular),1726914,1355228,78.50%,71388.0,5.30%,LATE C. MUNISWAMY,male,49.0,KA2024PC28
Koppal,8,GEN,Karnataka,K. Rajashekar Basavaraj Hitnal,Indian National Congress,1866397,1328936,71.20%,46357.0,3.50%,K BASAVARAJ,male,44.0,KA2024PC08
Mandya,20,GEN,Karnataka,H.D. Kumaraswamy,Janata Dal (Secular),1779243,1460267,82.10%,284620.0,19.50%,H.D DEVEGOWDA,male,65.0,KA2024PC20
Mysore,21,GEN,Karnataka,Yaduveer Krishnadatta Chamaraja Wadiyar,Bharatiya Janta Party,2092222,1484473,71.00%,139262.0,9.40%,SMT PRAMODA DEVI WADIYAR,male,32.0,KA2024PC21
Raichur,6,ST,Karnataka,G. Kumar Naik.,Indian National Congress,2010103,1299619,64.70%,79781.0,6.10%,T.N. GOVINDASWAMY NAIK,male,60.0,KA2024PC06
Shimoga,14,GEN,Karnataka,B.Y.Raghavendra,Bharatiya Janta Party,1752885,1377224,78.60%,243715.0,17.70%,B.S.Yediyurappa,male,50.0,KA2024PC14
Tumkur,19,GEN,Karnataka,V. Somanna,Bharatiya Janta Party,1661309,1303451,78.50%,175594.0,13.50%,LATE VEERANNA,male,72.0,KA2024PC19
Udupi Chikmaga,15,GEN,Karnataka,Kota Srinivas Poojary,Bharatiya Janta Party,1585162,1229418,77.60%,259175.0,21.10%,LACCHI POOJARTHI,male,64.0,KA2024PC15
Uttara Kannada,12,GEN,Karnataka,Vishweshwar Hegde Kageri,Bharatiya Janta Party,1641156,1262761,76.90%,337428.0,26.70%,Anant,male,63.0,KA2024PC12
Alappuzha,15,GEN,Kerala,K. C Venugopal,Indian National Congress,1400082,1058703,75.60%,63513.0,6.00%,KUNHIKRISHNAN NAMBI,male,61.0,KL2024PC15
Alathur,9,SC,Kerala,K.Radhakrishnan,Communist Party Of India (Marxist),1337496,992268,74.20%,20111.0,2.00%,KOCHUNNI,male,60.0,KL2024PC09
Attingal,19,GEN,Kerala,Adv Adoor Prakash,Indian National Congress,1396807,985341,70.50%,684.0,0.10%,,,,KL2024PC19
Chalakudy,11,GEN,Kerala,Benny Behanan,Indian National Congress,1310529,951287,72.60%,63754.0,6.70%,ULAHANAN THOMAS,male,71.0,KL2024PC11
Ernakulam,12,GEN,Kerala,Hibi Eden,Indian National Congress,1324047,910502,68.80%,250385.0,27.50%,GEORGE,male,40.0,KL2024PC12
Idukki,13,GEN,Kerala,Adv. Dean Kuriakose,Indian National Congress,1250157,840657,67.20%,133727.0,15.90%,KURIAKOSE,male,42.0,KL2024PC13
Kannur,2,GEN,Kerala,K. Sudhakaran,Indian National Congress,1358368,1063855,78.30%,108982.0,10.20%,RAMUNNI V,male,75.0,KL2024PC02
Kasaragod,1,GEN,Kerala,Rajmohan Unnithan,Indian National Congress,1452230,1112546,76.60%,100649.0,9.00%,KUTTAN PILLAI,male,70.0,KL2024PC01
Kollam,18,GEN,Kerala,N K Premachandran,Revolutionary Socialist Party,1326648,915691,69.00%,150302.0,16.40%,KRISHNA PILLA,male,63.0,KL2024PC18
Kottayam,14,GEN,Kerala,Adv K Francis George,Kerala Congress,1254823,836223,66.60%,87266.0,10.40%,GEORGE,male,68.0,KL2024PC14
Kozhikode,5,GEN,Kerala,M. K. Raghavan,Indian National Congress,1429631,1090050,76.30%,146176.0,13.40%,M KRISHNAN NAMBIAR,male,71.0,KL2024PC05
Malappuram,6,GEN,Kerala,E.T. Mohammed Basheer,Indian Union Muslim League,1479921,1085182,73.30%,300118.0,27.70%,,,,KL2024PC06
Mavelikkara,16,SC,Kerala,Kodikunnil Suresh,Indian National Congress,1331880,894971,67.20%,10868.0,1.20%,KUNJAN,male,60.0,KL2024PC16
Palakkad,8,GEN,Kerala,V K Sreekandan,Indian National Congress,1398143,1035836,74.10%,75283.0,7.30%,M Kochukrishnan Nair,male,54.0,KL2024PC08
Pathanamthitta,17,GEN,Kerala,Anto Antony,Indian National Congress,1429700,919569,64.30%,66119.0,7.20%,ANTONY,male,67.0,KL2024PC17
Ponnani,7,GEN,Kerala,Dr. M.P Abdussamad Samadani,Indian Union Muslim League,1470804,1026296,69.80%,235760.0,23.00%,ABDUL HAMEED MOULAVI,male,65.0,KL2024PC07
Thiruvananthapuram,20,GEN,Kerala,Shashi Tharoor,Indian National Congress,1430531,962983,67.30%,16077.0,1.70%,CHANDRAN THAROOR,male,68.0,KL2024PC20
Thrissur,10,GEN,Kerala,Suresh Gopi,Bharatiya Janta Party,1483055,1090876,73.60%,74686.0,6.80%,GOPINATHA PILLAI,male,65.0,KL2024PC10
Vadakara,3,GEN,Kerala,Shafi Parambil,Indian National Congress,1421883,1122947,79.00%,114506.0,10.20%,Shanavas,male,41.0,KL2024PC03
Wayanad,4,GEN,Kerala,Rahul Gandhi,Indian National Congress,1462423,1084653,74.20%,364422.0,33.60%,RAJIV GANDHI,male,53.0,KL2024PC04
Ladakh,1,GEN,Ladakh,Mohmad Haneefa,Independent,184808,135524,73.30%,27862.0,20.60%,MOHMAD JAN,male,55.0,LA2024PC01
