FamilyID,UID,Relation,Name,PoliticalRole,YearsHeld,ConstituencyName,DistrictName,StateName
1,AP1989PC35,,,,,,,
2,KL1989PC17,,,,,,,
3,UP1989PC73,Father,Captain Bhagwan Singh,"High Commissioner of India to Fiji, Tonga, Nauru and other South Pacific countries",1971-1976,N/A,N/A,N/A
4,GJ1989PC10,,,,,,,
5,MH1989PC39,Son,Shankarrao Yashwantrao Gadakh,"Member of the Maharashtra Legislative Assembly (MLA), Minister of Soil and Water Conservation, Founder of Krantikari Shetkari Party",1995–present (various terms); Minister (2019–2022),Nevasa,Ahmednagar,Maharashtra
6,MH1989PC39,Nephew,Udayan Shankarrao Gadakh,"Active in regional politics, office bearer in educational and cooperative bodies (No known record of contesting or holding statutory electoral office as of latest sources, but prominent in family’s ongoing public political activities)",Unknown,Nevasa area/local cooperative,Ahmednagar,Maharashtra
7,RJ1989PC12,,,,,,,
8,UP1989PC27,,,,,,,
9,MH1989PC19,Son,Akash Pandurang Fundkar,"Member, Maharashtra Legislative Assembly",2019–present,Khamgaon,Buldhana,Maharashtra
10,UP1989PC76,,,,,,,
11,WB1989PC02,,,,,,,
12,UP1989PC56,,,,,,,
13,KL1989PC15,,,,,,,
14,UP1989PC03,Spouse,Renuka Rawat,Contested Lok Sabha elections (Almora and Haridwar),"2014 (Almora), 2019 (Haridwar)","Almora, Haridwar","Almora, Haridwar",Uttarakhand
15,UP1989PC03,Daughter,Anupama Rawat,"MLA, Uttarakhand Legislative Assembly",2022–present,Haridwar Rural,Haridwar,Uttarakhand
16,UP1989PC03,Son,Virender Rawat,Contested Lok Sabha election (Haridwar),2024 (contesting),Haridwar,Haridwar,Uttarakhand
17,RJ1989PC08,,,,,,,
18,AP1989PC09,,,,,,,
19,HR1989PC01,,,,,,,
20,UP1989PC25,Mother,Indira Gandhi,Prime Minister of India,"1966-1977, 1980-1984",Rae Bareli (Lok Sabha),Rae Bareli,Uttar Pradesh
21,UP1989PC25,Grandfather,Jawaharlal Nehru,Prime Minister of India,1947-1964,Phulpur (Lok Sabha),Allahabad,Uttar Pradesh
22,UP1989PC25,Brother,Sanjay Gandhi,"Member of Parliament; Secretary General, Indian National Congress",1977-1980,Amethi (Lok Sabha),Amethi,Uttar Pradesh
23,UP1989PC25,Spouse,Sonia Gandhi,"President, Indian National Congress; Member of Parliament",1998-present,Rae Bareli (Lok Sabha),Rae Bareli,Uttar Pradesh
24,UP1989PC25,Son,Rahul Gandhi,"Member of Parliament; President, Indian National Congress; Leader of Opposition (Lok Sabha)",2004-present,Amethi & Wayanad (Lok Sabha),Amethi & Wayanad,Uttar Pradesh & Kerala
25,UP1989PC25,Daughter,Priyanka Gandhi Vadra,"General Secretary, Indian National Congress; Member of Parliament (2024-present)",2019-present,Unknown,Unknown,Unknown
