FamilyID,UID,Relation,Name,PoliticalRole,YearsHeld,ConstituencyName,DistrictName,StateName
1,AP1998PC35,,,,,,,
2,KL1998PC17,,,,,,,
3,UP1998PC73,,,,,,,
4,GJ1998PC10,,,,,,,
5,MH1998PC39,Father,Vithalrao Vikhe Patil,Contested Zilla Parishad Elections (Ahmednagar); Chairman Co-op Sugar Factory (involved in regional politics),"1962 (Zilla Parishad contest), various years (Chairman)",Unknown,Ahmednagar,Maharashtra
6,MH1998PC39,Son,Radhakrishna Vikhe Patil,"MLA, Cabinet Minister, Leader of Opposition (Maharashtra), MP (Lok Sabha)","1995–present (MLA), 2009–2014 (Chief Minister Cabinet/Minister), 2014–2019 (Leader of Opposition), 2019–present (state cabinet)","Shrirampur (MLA), Ahmednagar (Lok Sabha)",Ahmednagar,Maharashtra
7,MH1998PC39,Grandson,Sujay Vikhe Patil,MP (Lok Sabha),2019–2024,Ahmednagar,Ahmednagar,Maharashtra
8,MH1998PC39,Daughter-in-law,Shalini Vikhe Patil,Zilla Parishad Member,Unknown,Unknown,Ahmednagar,Maharashtra
9,MH1998PC39,Niece,Nila Vikhe Patil,"Advisor to Prime Minister’s Office, Green Party, Sweden",2016,Not applicable,Not applicable,Not applicable
10,RJ1998PC12,,,,,,,
11,UP1998PC27,Brother,Anand Kumar,"National Coordinator and Vice President, Bahujan Samaj Party",2019-present,Unknown,Unknown,Uttar Pradesh
12,UP1998PC27,Nephew,Akash Anand,"National Convenor, Bahujan Samaj Party; Announced as political heir (2019); Removed from party posts March 2025",2019–2025,Unknown,Unknown,Uttar Pradesh
13,UP1998PC27,Nephew,Ishan Anand,"Emerging leader, Bahujan Samaj Party; Introduced in January 2025, expected to receive party position",2025-present,Unknown,Unknown,Uttar Pradesh
14,MH1998PC19,Father,Yashwant Bhimrao Ambedkar,"Leader of the Republican Party of India, Member of Maharashtra Legislative Council",1960-1966 (MLC); RPI active until 1977,Unknown,Unknown,Maharashtra
15,MH1998PC19,Brother,Anandraj Yashwant Ambedkar,Leader of Republican Sena,c. 1998-present,Unknown,Unknown,Maharashtra
16,MH1998PC19,Son,Sujat Prakash Ambedkar,"Leader of Vanchit Bahujan Aghadi, Social Activist",c. 2018-present,Unknown,Unknown,Maharashtra
17,UP1998PC76,Father,Mohan Lal Gautam,"Freedom fighter and Congress minister, member of the Constituent Assembly","1946-1950 (Constituent Assembly), Unknown for Congress minister",Unknown,Aligarh,Uttar Pradesh
18,WB1998PC02,,,,,,,
19,UP1998PC56,,,,,,,
20,KL1998PC15,,,,,,,
21,UP1998PC03,Son,Shashank Rawat,"President, Bharatiya Janata Yuva Morcha (BJYM) Uttarakhand; Contested ticket aspirant for Ranikhet Assembly Constituency","2022–present (BJYM President), ticket aspirant (2022)","Ranikhet (ticket aspirant for 2022 Assembly); BJYM is a youth wing, not a legislative office",Almora (Ranikhet),Uttarakhand
22,RJ1998PC08,,,,,,,
23,AP1998PC09,Son,GM Harish Madhur (also known as G.M. Harish Balayogi),"Member of Parliament, Lok Sabha",2024–present,Amalapuram,East Godavari,Andhra Pradesh
24,HR1998PC01,Spouse,Pushpa Nagra,Contested Lok Sabha 2024 as Independent candidate,"2024 (contested, not elected)",North West Delhi (SC),Delhi,Delhi
