FamilyID,UID,Relation,Name,PoliticalRole,YearsHeld,ConstituencyName,DistrictName,StateName
1,AN2024PC01,,,,,,,
2,AP2024PC07,Father,Ganti Mohana Chandra Balayogi,"Speaker of the Lok Sabha, Member of Parliament","1991-2002 (Lok Sabha MP 1991–1996, 1998–2002; Speaker 1998–2002)",Amalapuram,Amalapuram,Andhra Pradesh
3,AP2024PC07,Mother,Ganti Vijaya Kumari,Member of Parliament,"2002-2004 (13th Lok Sabha, by-election after G M C Balayogi's death)",Amalapuram,Amalapuram,Andhra Pradesh
4,AP2024PC05,,,,,,,
5,AP2024PC19,,,,,,,
6,AP2024PC01,Father-in-law,Chetti Phalguna,"MLA, Araku",2019-2024,Araku,Alluri Sitarama Raju,Andhra Pradesh
7,AP2024PC15,,,,,,,
8,AP2024PC25,,,,,,,
9,AP2024PC10,Father,Putta Sudhakar Yadav,"Member of Andhra Pradesh Legislative Assembly, former Chairman of the board of trustees of Tirumala Tirupati Devasthanams","Current MLA (2024–), TTD Chairman (2018–2019)",Mydukur,Kadapa,Andhra Pradesh
10,AP2024PC13,Father,Sambasiva Rao Pemmasani,Deputy Chairman of Narasaraopet town (Municipality),Unknown,Narasaraopet,Guntur,Andhra Pradesh
11,AP2024PC20,,,,,,,
12,AP2024PC21,Father,Y. S. Bhaskar Reddy,"MLA, Pulivendula",1991-1996,Pulivendula,Kadapa,Andhra Pradesh
13,AP2024PC21,Uncle,Y. S. Rajasekhara Reddy,Chief Minister of Andhra Pradesh; MP; MLA,2004-2009 (CM); multiple terms as MP/MLA (1978-2009),Pulivendula (MLA); Kadapa (MP),Kadapa,Andhra Pradesh
14,AP2024PC21,Cousin,Y. S. Jagan Mohan Reddy,Chief Minister of Andhra Pradesh; MP (Kadapa),2019-present (CM); 2009-2019 (MP),"Pulivendula (MLA, CM); Kadapa (MP)",Kadapa,Andhra Pradesh
15,AP2024PC21,Cousin,Y. S. Sharmila,"President, Andhra Pradesh Congress Committee; Contested MP (Kadapa, 2024)",2024-contested,Kadapa,Kadapa,Andhra Pradesh
16,AP2024PC21,Uncle,Y. S. Vivekananda Reddy,"MP (Kadapa); MLA; Minister, Government of Andhra Pradesh",1999-2009 (MP); other terms MLA,"Kadapa (MP), Pulivendula (MLA)",Kadapa,Andhra Pradesh
