FamilyID,UID,Relation,Name,PoliticalRole,YearsHeld,ConstituencyName,DistrictName,StateName
1,UP1952PC208,Grandson,Kushal Pal Singh,"Political activist, Mahavir Tyagi Foundation for Political and Economic Decency (not elected, but runs a political foundation and is active in political spheres)",2023-present,Unknown,Unknown,Uttarakhand
2,TG1952PC317,,,,,,,
3,UP1952PC227,,,,,,,
4,UP1952PC226,,,,,,,
5,MH1952PC60,Son,Purushottam Mavalankar,Member of Parliament (Lok Sabha),Late 1970s–early 1980s (Elected to the 6th and 7th Lok Sabha),Ahmedabad,Ahmedabad,Gujarat
6,MH1952PC60,,,,,,,
7,MH1952PC67,,,,,,,
8,MH1952PC68,,,,,,,
9,RJ1952PC381,,,,,,,
10,RJ1952PC382,Daughter,Sharda Bhargava,Vice Chairperson of the Rajya Sabha,1986–1988,"Elected to Rajya Sabha (Nominated Member, INC)",Unknown,Rajasthan
11,UP1952PC225,,,,,,,
12,UP1952PC225,,,,,,,
13,UP1952PC254,Father,Motilal Nehru,President of Indian National Congress,"1919, 1928",Unknown,Allahabad,Uttar Pradesh
14,UP1952PC254,Sister,Vijaya Lakshmi Pandit,"Member of Parliament, President of UN General Assembly, Indian Ambassador",1937-1968 (various terms),"Phulpur (Uttar Pradesh, for Lok Sabha); United Provinces (Provincial Assembly)",Allahabad,Uttar Pradesh
15,UP1952PC254,Daughter,Indira Gandhi,Prime Minister of India,"1966-1977, 1980-1984","Rae Bareli, Medak","Rae Bareli, Medak","Uttar Pradesh, Andhra Pradesh"
16,UP1952PC254,Son-in-law,Feroze Gandhi,Member of Parliament,1952-1960,Rae Bareli,Rae Bareli,Uttar Pradesh
17,UP1952PC254,Grandson,Rajiv Gandhi,Prime Minister of India,1984-1989,Amethi,Amethi,Uttar Pradesh
18,UP1952PC254,Granddaughter-in-law,Sonia Gandhi,"President, Indian National Congress; Member of Parliament","1998-present (as INC President, intermittent); 1999-present (MP)","Amethi, Rae Bareli","Amethi, Rae Bareli",Uttar Pradesh
19,UP1952PC254,Great-Grandson,Rahul Gandhi,"Member of Parliament, President of Indian National Congress",2004-present (MP); 2017-2019 (INC President),"Amethi, Wayanad","Amethi, Wayanad","Uttar Pradesh, Kerala"
20,UP1952PC254,Great-Granddaughter,Priyanka Gandhi Vadra,"Member of Parliament, General Secretary of Indian National Congress",2019-present (General Secretary); 2024-present (MP),Rae Bareli,Rae Bareli,Uttar Pradesh
21,UP1952PC254,Grandson,Sanjay Gandhi,Member of Parliament,1976-1980,Amethi,Amethi,Uttar Pradesh
22,UP1952PC254,Granddaughter-in-law,Maneka Gandhi,"Union Minister, Member of Parliament",1989-present (various terms),"Pilibhit, Sultanpur","Pilibhit, Sultanpur",Uttar Pradesh
23,UP1952PC254,Great-Grandson,Varun Gandhi,Member of Parliament,2009-present,"Pilibhit, Sultanpur","Pilibhit, Sultanpur",Uttar Pradesh
24,UP1952PC254,,,,,,,
25,UP1952PC255,Father,Bhagwan Das,"Member, Central Legislative Assembly (nominated); Indian National Congress leader; Social reformer",1910s-1940s,Unknown,Unknown,United Provinces (now Uttar Pradesh)
26,KL1952PC374,Spouse,Rosamma Punnoose,"Member of Kerala Legislative Assembly; pro tem Speaker; 1st woman pro tem Speaker; pioneer in CPI, leader of Kerala Mahila Sangham","Elected 1957–1959 (Devikulam), 1987–1991 (Alleppey); other political roles 1940s–1980s","Devikulam (1957–1959), Alleppey (1987–1991)","Idukki (Devikulam), Alappuzha (Alleppey)",Kerala
27,KL1952PC374,Sister-in-law,Accamma Cherian,"Member, Travancore-Cochin Legislative Assembly; Prominent Indian independence activist","1948–1951, 1954–1956 (elected MLA)",Kanjirapally,Kottayam,Travancore-Cochin
28,UP1952PC211,,,,,,,
29,RJ1952PC348,,,,,,,
30,TG1952PC314,,,,,,,
31,PB1952PC193,,,,,,,
32,MP1952PC111,Spouse,Vimalabai Deshmukh,"Member of Parliament, Lok Sabha",1965-1967,Amravati,Amravati,Maharashtra
33,MP1952PC112,,,,,,,
34,PB1952PC207,,,,,,,
35,TN1952PC134,,,,,,,
36,TN1952PC164,,,,,,,
37,TG1952PC313,,,,,,,
38,AS1952PC02,,,,,,,
39,UP1952PC273,,,,,,,
40,UP1952PC272,,,,,,,
41,UP1952PC272,,,,,,,
42,UP1952PC259,Brother,Shafi Ahmed Kidwai,"None directly, but spouse was a Rajya Sabha member",N/A,N/A,N/A,N/A
43,UP1952PC259,Sister-in-law,Anis Kidwai,"Member, Rajya Sabha",1956–1968,Uttar Pradesh,N/A,Uttar Pradesh
44,UP1952PC260,,,,,,,
45,MP1952PC99,,,,,,,
46,OR1952PC186,,,,,,,
47,OR1952PC186,,,,,,,
48,UP1952PC276,,,,,,,
49,UP1952PC257,,,,,,,
50,UP1952PC258,,,,,,,
51,MH1952PC55,Spouse,Zohraben Akbarbhai Chavda,"Member of Parliament, Lok Sabha",1962–1967,Banaskantha,Banaskantha,Gujarat
52,UP1952PC241,,,,,,,
53,UP1952PC241,Brother,Ram Lal Kureel,"Member of Parliament, Lok Sabha",1977-1980,Mohanlalganj,Lucknow,Uttar Pradesh
54,KA1952PC335,,,,,,,
55,WB1952PC283,,,,,,,
56,WB1952PC283,,,,,,,
57,RJ1952PC360,,,,,,,
58,UP1952PC213,,,,,,,
59,OR1952PC180,,,,,,,
60,MH1952PC63,,,,,,,
61,AS1952PC04,,,,,,,
62,WB1952PC297,,,,,,,
63,WB1952PC296,Uncle,Dr Bidhan Chandra Roy,Chief Minister of West Bengal,1948-1962,N/A,N/A,West Bengal
64,WB1952PC296,Cousin,Indrajit Gupta,"Member of Parliament (Lok Sabha), Union Minister of Home Affairs","1960-2001 (various Lok Sabhas), 1996-1998 (Home Minister)","Basirhat, Midnapore","North 24 Parganas, Medinipur",West Bengal
65,WB1952PC296,,,,,,,
66,MP1952PC98,Son,Muchaki Deva,MLA (Member of Legislative Assembly),Unknown,Unknown,Sukma,Chhattisgarh
67,UP1952PC264,,,,,,,
68,UP1952PC265,,,,,,,
69,UP1952PC265,,,,,,,
70,MH1952PC80,,,,,,,
71,MH1952PC81,,,,,,,
72,TN1952PC133,,,,,,,
73,WB1952PC282,,,,,,,
74,BR1952PC41,,,,,,,
75,BR1952PC40,,,,,,,
76,BR1952PC42,,,,,,,
77,MP1952PC109,,,,,,,
78,MP1952PC109,,,,,,,
79,RJ1952PC347,,,,,,,
80,RJ1952PC347,,,,,,,
81,RJ1952PC358,,,,,,,
82,TG1952PC312,,,,,,,
83,MH1952PC69,,,,,,,
84,TG1952PC309,Uncle,Mukhtar Ahmed Ansari,President of Indian National Congress,1927–1928,Not Applicable (INC President),Not Applicable,Not Applicable
85,MH1952PC84,,,,,,,
86,MH1952PC85,,,,,,,
87,UP1952PC218,,,,,,,
88,RJ1952PC350,Father,Maharaja Sadul Singh,"Maharaja of Bikaner, signatory to Instrument of Accession to Dominion of India",1943–1950 (Maharaja of Bikaner),N/A,Bikaner,Rajasthan
89,RJ1952PC350,Grandfather,Maharaja Ganga Singh,"Maharaja of Bikaner, Member of Imperial War Cabinet, representative at League of Nations and Versailles Treaty",1887–1943 (Maharaja of Bikaner),N/A,Bikaner,Rajasthan
90,RJ1952PC350,Granddaughter,Siddhi Kumari,Member of Rajasthan Legislative Assembly (BJP MLA from Bikaner East),2008–present,Bikaner East,Bikaner,Rajasthan
91,MP1952PC93,,,,,,,
92,MP1952PC93,,,,,,,
93,CG1952PC385,Father,Bijai Chand,"Raja of Bilaspur (Princely State); Member, Chamber of Princes",1873–1931 (Raja from 1898 to 1931),Bilaspur (Princely State),Bilaspur,Himachal Pradesh
94,MP1952PC94,Spouse,Minimata Agam Dass Guru,"Member of Parliament, Lok Sabha",1955-1973,"Bilaspur-Durg-Raipur (1955-1957), Janjgir-Champa (1957–1973)","Bilaspur, Durg, Raipur, Janjgir-Champa",Madhya Pradesh
95,MP1952PC94,,,,,,,
96,WB1952PC280,,,,,,,
97,WB1952PC280,,,,,,,
98,MH1952PC90,,,,,,,
99,MH1952PC90,,,,,,,
100,MH1952PC89,,,,,,,
101,MH1952PC91,,,,,,,
102,MH1952PC64,,,,,,,
103,UP1952PC232,,,,,,,
104,UP1952PC224,,,,,,,
105,UP1952PC224,,,,,,,
106,MP1952PC114,,,,,,,
107,MP1952PC114,,,,,,,
108,WB1952PC292,,,,,,,
109,WB1952PC292,,,,,,,
110,AS1952PC01,Son,Nihar Ranjan Laskar,"Member of Parliament, Lok Sabha",1962–1977,Karimganj,Cachar,Assam
111,AS1952PC01,,,,,,,
112,WB1952PC301,,,,,,,
113,WB1952PC302,,,,,,,
114,WB1952PC300,Father,Ashutosh Mukherjee,Member of Bengal Legislative Council; Vice Chancellor of Calcutta University (academic-administrative leadership with political involvement); President of Asiatic Society of Bengal (administrative role with government collaboration),Various years from 1906 to 1924 (academic and council roles),Unknown,Kolkata,West Bengal
115,WB1952PC299,,,,,,,
116,TN1952PC172,Spouse,Susheela Gopalan,"Member of Parliament (Lok Sabha), Union Minister of State, senior CPI(M) leader","Lok Sabha: 1967–1977 (Ambalappuzha), 1980–1984, 1991–1996 (Alappuzha); Union MoS: 1996–1997","Ambalappuzha, Alappuzha",Alappuzha district,Kerala
117,TN1952PC172,Daughter's Spouse (Son-in-law),P. Karunakaran,"Member of Parliament (Lok Sabha), senior CPI(M) leader",2004–2019,Kasaragod,Kasaragod district,Kerala
118,BR1952PC54,,,,,,,
119,HP1952PC391,,,,,,,
120,BR1952PC26,,,,,,,
121,BR1952PC25,,,,,,,
122,MP1952PC110,,,,,,,
123,MP1952PC401,,,,,,,
124,MP1952PC401,,,,,,,
125,MP1952PC105,,,,,,,
126,TN1952PC141,,,,,,,
127,KL1952PC372,,,,,,,
128,KA1952PC341,,,,,,,
129,TN1952PC137,,,,,,,
130,TN1952PC137,,,,,,,
131,RJ1952PC361,,,,,,,
132,TN1952PC152,,,,,,,
133,WB1952PC287,Spouse,Tarangini Das,"Independence activist and a leading social worker, known for her involvement during the Indian independence movement. There is no public record of her directly holding or contesting an elected political office.",Unknown,Unknown,Unknown,West Bengal
134,KA1952PC386,,,,,,,
135,KL1952PC379,,,,,,,
136,TN1952PC159,,,,,,,
137,TN1952PC136,,,,,,,
138,OR1952PC188,Son,Bhartruhari Mahtab,"Member of Parliament, Lok Sabha (Cuttack constituency, multiple terms); Member of Biju Janata Dal; later joined Bharatiya Janata Party (BJP)",1998–Present,Cuttack,Cuttack,Odisha
139,BR1952PC33,,,,,,,
140,BR1952PC36,Brother,Jagannath Mishra,"Chief Minister of Bihar (three terms), Union Minister of Agriculture, State Minister, MLA, MP (Rajya Sabha)","1975-1977, 1980-1983, 1989-1990 (CM); 1995 (Union Minister); multiple terms MLA/MP","Jhanjharpur, Rajya Sabha (Bihar), Others",Madhubani,Bihar
141,BR1952PC36,Son,Vijay Kumar Mishra,"Member of Parliament (Lok Sabha), MLA (three terms), Member of the Bihar Legislative Council","1984 (Lok Sabha), 1990s-2010s (MLA/MLC)","Darbhanga, Others",Darbhanga,Bihar
142,BR1952PC36,Grandson,Rishi Mishra,"MLA, RJD Spokesperson",2015-2020,Jale,Darbhanga,Bihar
143,BR1952PC36,Nephew,Nitish Mishra,"Cabinet Minister, MLA","2010-2015 (Cabinet Minister), 2005-present (MLA)",Jhanjharpur,Madhubani,Bihar
144,BR1952PC34,,,,,,,
145,BR1952PC35,,,,,,,
146,AS1952PC06,,,,,,,
147,DL1952PC389,,,,,,,
148,UP1952PC271,,,,,,,
149,UP1952PC269,,,,,,,
150,UP1952PC270,,,,,,,
151,TN1952PC146,,,,,,,
152,MH1952PC86,,,,,,,
153,MH1952PC87,,,,,,,
