FamilyID,UID,Relation,Name,PoliticalRole,YearsHeld,ConstituencyName,DistrictName,StateName
1,AP1984PC35,,,,,,,
2,KL1984PC17,,,,,,,
3,UP1984PC73,Grandfather,Seth Achal Singh,Member of Parliament (Lok Sabha),1952-1977,Agra,Agra,Uttar Pradesh
4,UP1984PC73,Uncle,Pradyumn Singh,"Chairman, Rajasthan Finance Commission",Unknown,Unknown,Unknown,Rajasthan
5,UP1984PC73,Nephew,Rohit Bohra,Congress MLA,Unknown,Unknown,Unknown,Unknown
6,GJ1984PC10,,,,,,,
7,MH1984PC39,Son,Shankarrao Gadakh,"Member of the Maharashtra Legislative Assembly, Former Minister of Soil and Water Conservation, Maharashtra","1995-present (elected multiple terms, party affiliations: Congress, Shiv Sena, Krantikari Shetkari Party)",Nevasa,Ahmednagar,Maharashtra
8,RJ1984PC12,Father,Kishan Modi,"Member of Parliament, Lok Sabha",1971-1977,Sikar,Sikar,Rajasthan
9,RJ1984PC12,Uncle,Mohan Lal Modi,"Member, Rajasthan Legislative Assembly (five terms)",Unknown,Neem Ka Thana,Sikar,Rajasthan
10,UP1984PC27,,,,,,,
11,MH1984PC19,,,,,,,
12,UP1984PC76,,,,,,,
13,UP1984PC56,Spouse,Jaya Bachchan,"Member of Parliament, Rajya Sabha (Samajwadi Party)","2004-2006, 2006-2012, 2012-2018, 2018-2024, 2024-present","Elected from Uttar Pradesh (Rajya Sabha, not a specific constituency)",N/A,Uttar Pradesh
14,KL1984PC15,,,,,,,
15,UP1984PC03,,,,,,,
16,RJ1984PC08,,,,,,,
17,AP1984PC09,,,,,,,
18,HR1984PC01,,,,,,,
19,UP1984PC25,Mother,Indira Gandhi,Prime Minister of India,"1966-1977, 1980-1984","Rae Bareli, Medak","Rae Bareli, Medak","Uttar Pradesh, Andhra Pradesh"
20,UP1984PC25,Grandfather,Jawaharlal Nehru,Prime Minister of India,1947-1964,Phulpur,Allahabad (now Prayagraj),Uttar Pradesh
21,UP1984PC25,Father,Feroze Gandhi,Member of Parliament (Lok Sabha),1952-1960,Rae Bareli,Rae Bareli,Uttar Pradesh
22,UP1984PC25,Brother,Sanjay Gandhi,Member of Parliament (Lok Sabha),1977-1980,Amethi,Amethi,Uttar Pradesh
23,UP1984PC25,Spouse,Sonia Gandhi,"President, Indian National Congress; Member of Parliament (Lok Sabha)","1998-2022 (INC President), 1999-present (Lok Sabha MP)",Rae Bareli,Rae Bareli,Uttar Pradesh
24,UP1984PC25,Son,Rahul Gandhi,"Member of Parliament (Lok Sabha), Former President, Indian National Congress","2004-present (MP), 2017-2019 (INC President)","Amethi, Wayanad","Amethi, Wayanad","Uttar Pradesh, Kerala"
25,UP1984PC25,Daughter,Priyanka Gandhi Vadra,"General Secretary, Indian National Congress, Member of Parliament (Lok Sabha)","2019-present (General Secretary), 2024-present (MP)",Wayanad (from 2024),Wayanad,Kerala
26,UP1984PC25,Uncle (by marriage),Maneka Gandhi,"Union Minister, Member of Parliament (Lok Sabha)",1989-present,"Pilibhit, Aonla, Sultanpur","Pilibhit, Bareilly, Sultanpur",Uttar Pradesh
27,UP1984PC25,Cousin,Varun Gandhi,Member of Parliament (Lok Sabha),2009-present,"Pilibhit, Sultanpur","Pilibhit, Sultanpur",Uttar Pradesh
28,UP1984PC25,Aunt,Vijaya Lakshmi Pandit,"Member of Parliament, Diplomat","1952-1968 (MP various houses, Ambassador)","Phulpur (1946), United Provinces (1946), United Nations delegate",Allahabad (Prayagraj),Uttar Pradesh
29,MH1984PC21,,,,,,,
30,GJ1984PC07,,,,,,,
31,PB1984PC02,Uncle,Durgadas Bhatia,Member of Parliament (Lok Sabha),Unknown (died before 1972 bypoll),Amritsar,Amritsar,Punjab
32,UP1984PC06,,,,,,,
33,AP1984PC06,Son,P.G.V.R. Naidu,"Member of Legislative Assembly (MLA), Andhra Pradesh",Unknown,Unknown,Unknown,Andhra Pradesh
34,GJ1984PC20,Father-in-law,Madhav Singh Solanki,"Chief Minister of Gujarat (four terms), Member of Parliament, Lok Sabha","Chief Minister: 1976–1977, 1980–1985, 1989–1990; MP: Various periods","Various (e.g., Bhavnagar Lok Sabha, Matar Assembly)","Bhavnagar, Anand (varies by election)",Gujarat
35,GJ1984PC20,Grandson-in-law,Bharatsinh Madhavsinh Solanki,"Union Minister, Member of Parliament, Lok Sabha",MP Anand: 2004–2014; Minister: 2004–2014,Anand,Anand,Gujarat
36,AP1984PC25,,,,,,,
37,JK1984PC03,Husband,Sheikh Mohammad Abdullah,Prime Minister (later Chief Minister) of Jammu & Kashmir; Founder of National Conference,"Prime Minister (1948–1953), Chief Minister (1975–1982)","Various (Hazratbal, Ganderbal)",Srinagar,Jammu & Kashmir
38,JK1984PC03,Son,Farooq Abdullah,Chief Minister of Jammu & Kashmir,"1982–1984, 1986–1990, 1996–2002","Srinagar (Parliament); Sonawar (Legislative Assembly, among others)",Srinagar,Jammu & Kashmir
39,JK1984PC03,Grandson,Omar Abdullah,Chief Minister of Jammu & Kashmir; Member of Parliament,Chief Minister (2009–2015); MP (1998–2009),Srinagar (Parliament),Srinagar,Jammu & Kashmir
40,AN1984PC01,Daughter,Anita Mondal (née Bhakta),"Contested Member of Parliament, 2014 (Trinamool Congress); Councillor, Bidhannagar Municipality","2014 (Lok Sabha candidate), Councillor—Unknown","Andaman & Nicobar Islands (Lok Sabha, 2014); Bidhannagar Municipality (Councillor)",North 24 Parganas (Councillor),West Bengal
41,UP1984PC11,Son,Rajveer Singh,"Member of Parliament, Lok Sabha",2014–present,Etah,Etah,Uttar Pradesh
42,UP1984PC11,Grandson,Sandeep Singh,"Minister of State for Education, Uttar Pradesh Government",2017–present,Atrauli (MLA),Aligarh,Uttar Pradesh
43,UP1984PC11,Daughter-in-law,Prem Lata Devi,"Contested MLA (Jan Kranti Party), Atrauli",2012,Atrauli,Aligarh,Uttar Pradesh
44,UP1984PC11,Granddaughter,Purnima Singh,"Married to Praveen Raj Singh (son of BJP leader Shyauraj Singh), Praveen Raj Singh was involved in BJP politics",Unknown,Unknown,Unknown,Uttar Pradesh
45,TN1984PC06,,,,,,,
46,WB1984PC28,,,,,,,
47,BR1984PC22,,,,,,,
48,BR1984PC36,,,,,,,
49,AR1984PC01,,,,,,,
50,WB1984PC38,Son,Apurba Mukherjee,Member of West Bengal Legislative Assembly (MLA),2011–2016,Durgapur Paschim,Bardhaman,West Bengal
51,OR1984PC10,,,,,,,
52,BR1984PC40,Father,Dr. Anugrah Narayan Sinha,Deputy Chief Minister and Finance Minister of Bihar; Member of Constituent Assembly,1946-1957; 1947-1950,"Arrah (Assembly), Bihar (CA)",Arrah,Bihar
53,BR1984PC40,Spouse,Kishori Sinha,Member of Parliament (Lok Sabha),1980-1989,Vaishali,Vaishali,Bihar
54,BR1984PC40,Son,Nikhil Kumar,"Governor of Nagaland, MP (Lok Sabha)",2009-2013 (Governor); 2004-2009 (MP),Aurangabad,Aurangabad,Bihar
55,BR1984PC40,Daughter-in-law,Shyama Singh,Member of Parliament (Lok Sabha),1999-2004,Aurangabad,Aurangabad,Bihar
56,BR1984PC40,Nephew,Dr. Vijay Kumar Singh,"Cabinet Minister, Government of Bihar",Unknown,Unknown,Unknown,Bihar
57,BR1984PC40,Son-in-law,Dr. Lakshmi Narayan Singh,Bihar Congress Leader,Unknown,Unknown,Unknown,Bihar
58,MH1984PC33,Son,Krishna Sahebrao Patil Dongaonkar,"Contested as Independent candidate, Gangapur Assembly (Vidhan Sabha) Election",2009,Gangapur,Aurangabad,Maharashtra
59,AS1984PC03,,,,,,,
60,UP1984PC45,,,,,,,
61,KL1984PC03,,,,,,,
62,BR1984PC01,,,,,,,
63,KA1984PC27,,,,,,,
64,UP1984PC81,Son,Ajit Singh,Union Minister and Member of Parliament (Lok Sabha),"1986-2014 (elected seven times to Lok Sabha, held ministerial roles including Minister of Agriculture and Minister of Civil Aviation)","Baghpat, Meerut","Baghpat, Meerut",Uttar Pradesh
65,UP1984PC81,Grandson,Jayant Chaudhary,"Member of Parliament (Lok Sabha), President of Rashtriya Lok Dal (RLD)","2009-2014 (MP, Mathura); RLD President (2021-present)",Mathura,Mathura,Uttar Pradesh
66,UP1984PC31,Spouse,Reshma Arif,"Member, Uttar Pradesh Legislative Assembly (MLA)",Unknown (post-1977),Kanpur,Kanpur,Uttar Pradesh
67,UP1984PC31,Brother,Asif Mohammad Khan,"Member, Delhi Legislative Assembly (MLA)",2013,Okhla,South East Delhi,Delhi
68,UP1984PC31,Niece,Ariba Khan,"Councillor, Municipal Corporation of Delhi",2022,Abul Fazal Enclave Ward,South East Delhi,Delhi
69,MP1984PC23,,,,,,,
70,OR1984PC02,,,,,,,
71,BR1984PC19,,,,,,,
72,UP1984PC43,,,,,,,
73,UP1984PC32,,,,,,,
74,WB1984PC06,Successor (possible extended family),Ranen Barman,"Member of Parliament, Lok Sabha",1996–2009,Balurghat,Dakshin Dinajpur,West Bengal
75,GJ1984PC14,Son,Mukesh Gadhvi,Member of Parliament (Lok Sabha); Member of Legislative Assembly (MLA),MP: 2009–2013; MLA: Multiple terms between 1998–2009,Banaskantha (MP); Danta (MLA),Banaskantha,Gujarat
76,UP1984PC59,,,,,,,
77,KA1984PC12,,,,,,,
78,KA1984PC13,,,,,,,
79,BR1984PC29,Spouse,Chandrashekhar Singh,"Chief Minister of Bihar, Member of Parliament (Lok Sabha)","Chief Minister 1983-1985, MP Banka 1980-1984, 1985-1986",Banka,Banka,Bihar
80,WB1984PC35,,,,,,,
81,UP1984PC37,,,,,,,
82,RJ1984PC16,,,,,,,
83,AP1984PC16,,,,,,,
84,UP1984PC29,Spouse,Dharmee Devi Rawat,"MLA, Uttar Pradesh Legislative Assembly",2007-2012,Unknown,Barabanki,Uttar Pradesh
85,UP1984PC29,Son,Ved Rawat,Contested District Panchayat Member election,Unknown,Unknown,Barabanki,Uttar Pradesh
86,UP1984PC29,Daughter-in-law,Unknown,Contested District Panchayat Member election,Unknown,Unknown,Barabanki,Uttar Pradesh
87,MH1984PC43,Daughter,Supriya Sule,Member of Parliament (Lok Sabha),2009–present,Baramati,Pune,Maharashtra
88,MH1984PC43,Nephew,Ajit Pawar,Deputy Chief Minister of Maharashtra; Member of Legislative Assembly (MLA),"1991–present (MLA), Multiple Times Deputy CM 2010–2024",Baramati,Pune,Maharashtra
89,MH1984PC43,Grand-nephew,Rohit Pawar,Member of Maharashtra Legislative Assembly (MLA),2019–present,Karjat-Jamkhed,Ahmednagar,Maharashtra
90,MH1984PC43,Nephew,Rajendra Pawar,Contested Zilla Parishad Election; (Rohit's father),"2017 (won Zilla Parishad election, not legislative office)",Baramati Zilla Parishad,Pune,Maharashtra
91,MH1984PC43,Grand-nephew,Parth Pawar,Contested Lok Sabha election,"2019 (contested, not elected)",Maval,Pune,Maharashtra
92,MH1984PC43,Niece-in-law,Sunetra Pawar,Contested Lok Sabha election,"2024 (contested, not elected)",Baramati,Pune,Maharashtra
93,JK1984PC01,Son,Salman Anees Soz,"Contested 2014 Jammu & Kashmir Legislative Assembly elections from Baramulla; Member and Deputy Chairman of All India Professionals' Congress; National spokesperson, Indian National Congress","2014 (contested, not elected); current posts since 2017",Baramulla,Baramulla,Jammu & Kashmir
94,WB1984PC13,,,,,,,
95,BR1984PC18,Father,Ram Lakhan Singh Yadav,"Member of Parliament, Lok Sabha",1991-1996,Arrah,Arrah,Bihar
96,RJ1984PC23,,,,,,,
97,GJ1984PC22,Brother,Fatehsinghrao Gaekwad,"Member of Parliament, Lok Sabha",1971–1980,Baroda,Vadodara,Gujarat
