FamilyID,UID,Relation,Name,PoliticalRole,YearsHeld,ConstituencyName,DistrictName,StateName
1,TG2014PC01,Father,G. Ramarao,"MLA, Former Minister for Tribal Welfare","Before 1994 (as MLA), Minister tenure prior to and possibly during Nagesh's tenure",Boath,Adilabad,Andhra Pradesh
2,UP2014PC18,,,,,,,
3,MH2014PC37,,,,,,,
4,GJ2014PC07,,,,,,,
5,GJ2014PC08,,,,,,,
6,RJ2014PC13,Son,Ramswaroop Lamba,"MLA, Rajasthan Legislative Assembly",2018-present,Nasirabad,Ajmer,Rajasthan
7,UP2014PC44,Spouse,Premshila Singh,Independent candidate for Akbarpur Lok Sabha (contested 2024),2024 (Contested),Akbarpur,Kanpur Dehat,Uttar Pradesh
8,MH2014PC06,Son,Anup Sanjay Dhotre,Member of Parliament (succeeded Sanjay Shamrao Dhotre),2024–present,Akola,Akola,Maharashtra
9,KL2014PC15,,,,,,,
10,KL2014PC09,,,,,,,
11,UP2014PC15,,,,,,,
12,WB2014PC02,,,,,,,
13,UP2014PC52,Spouse,Jamunotri Devi Gupta,"Director, SBW Udyog Limited (Shyam Group); reported to be active in politics",1985 onwards,Not applicable,Allahabad,Uttar Pradesh
14,UP2014PC52,Son,Vidup Agrahari,Contested Lok Sabha Election as Independent from Allahabad (2019),"2019 (contested, not elected)",Allahabad,Allahabad,Uttar Pradesh
15,UK2014PC03,,,,,,,
16,RJ2014PC08,Political Successor/Disciple,Mahant Balaknath,"Member of Parliament, Lok Sabha (Alwar, Rajasthan); BJP MLA (Tijara Assembly constituency, Rajasthan)",Lok Sabha MP: 2019–present; MLA: 2023–present,"Alwar (Lok Sabha), Tijara (Vidhan Sabha)",Alwar,Rajasthan
17,AP2014PC24,,,,,,,
18,HR2014PC01,,,,,,,
19,UP2014PC55,,,,,,,
20,UP2014PC37,Father,Rajiv Gandhi,Prime Minister of India,1984-1989,Amethi,Amethi,Uttar Pradesh
21,UP2014PC37,Mother,Sonia Gandhi,"President, Indian National Congress; Member of Parliament (Lok Sabha, Rajya Sabha)","President INC: 1998-2017, 2019-2022; MP (Lok Sabha): 1999-2024, MP (Rajya Sabha): 2024–present",Rae Bareli,Rae Bareli,Uttar Pradesh
22,UP2014PC37,Grandmother,Indira Gandhi,Prime Minister of India,"1966-1977, 1980-1984",Rae Bareli,Rae Bareli,Uttar Pradesh
23,UP2014PC37,Grandfather,Feroze Gandhi,Member of Parliament (Lok Sabha),1952-1960,Rae Bareli,Rae Bareli,Uttar Pradesh
24,UP2014PC37,Great Grandfather,Jawaharlal Nehru,Prime Minister of India,1947-1964,Phulpur,Allahabad (now Prayagraj),Uttar Pradesh
25,UP2014PC37,Sister,Priyanka Gandhi Vadra,"General Secretary, Indian National Congress; Member of Parliament (Lok Sabha)",General Secretary INC: 2019–present; MP (Lok Sabha): 2024–present,Wayanad,Wayanad,Kerala
26,MH2014PC07,,,,,,,
27,GJ2014PC14,,,,,,,
28,PB2014PC02,Spouse,Preneet Kaur,"Member of Parliament (Lok Sabha), Minister of State for External Affairs","Lok Sabha: 2009–present, Minister of State: 2009–2012",Patiala,Patiala,Punjab
29,PB2014PC02,Son,Raninder Singh,Contested Lok Sabha and Punjab assembly elections (not elected),"Lok Sabha 2009, Assembly 2012","Bathinda (Lok Sabha), Samana (Punjab Assembly)","Bathinda, Patiala",Punjab
30,PB2014PC02,Mother,Mohinder Kaur,Member of Parliament (Lok Sabha),1967–1971,Patiala,Patiala,Punjab
31,PB2014PC02,Father,Yadavindra Singh,"Indian Diplomat, Rajpramukh (Governor-equivalent, Patiala and East Punjab States Union)","Rajpramukh 1948–1956, Ambassador to Italy and the Netherlands: 1965–1974",N/A,Patiala,Punjab
32,UP2014PC09,,,,,,,
33,AP2014PC22,,,,,,,
34,GJ2014PC16,,,,,,,
35,PB2014PC06,Cousin,Harinderpal Singh Chandumajra,Member of Punjab Legislative Assembly (MLA) for Sanour,2012–2017,Sanour,Patiala,Punjab
36,AP2014PC36,Father,J.C. Nagi Reddy,Politician and freedom fighter; held various political offices in Anantapur district,1950s–1970s (exact years unknown),Unknown,Anantapur,Andhra Pradesh
37,AP2014PC36,Brother,J.C. Prabhakar Reddy,"Member, Andhra Pradesh Legislative Assembly (MLA); Minister for Municipal Administration",2009–2019,Tadipatri,Anantapur,Andhra Pradesh
38,AP2014PC36,Son,J.C. Pavan Kumar Reddy,"Contested Lok Sabha seat (Anantapur, 2019, TDP); not elected",2019,Anantapur,Anantapur,Andhra Pradesh
39,AP2014PC36,Nephew,J.C. Asmith Reddy,"MLA, Andhra Pradesh Legislative Assembly (Tadipatri, TDP)",2024–present,Tadipatri,Anantapur,Andhra Pradesh
40,JK2014PC03,Father,Mufti Mohammad Sayeed,"Chief Minister of Jammu & Kashmir, Home Minister of India, Member of Parliament","1967-1969 (MP, Anantnag), 1987-1989 (Home Minister of India), 2002-2005 & 2015-2016 (Chief Minister of J&K)","Anantnag (MP), various (CM)",Anantnag,Jammu & Kashmir
41,JK2014PC03,Daughter,Iltija Mufti,Contested 2024 Jammu & Kashmir Assembly election (PDP candidate for Bijbehara),2024 (Assembly election candidate),Bijbehara,Anantnag,Jammu & Kashmir
42,AN2014PC01,,,,,,,
43,UP2014PC24,,,,,,,
44,TN2014PC07,,,,,,,
45,WB2014PC29,,,,,,,
46,TN2014PC12,,,,,,,
47,BR2014PC09,Son,Sarfaraz Alam,"MLA, Jokihat; MP, Araria (Lok Sabha); Contested multiple elections","MLA: 2000-2005, 2010-2015, 2015-2018; MP: 2018",Jokihat/Araria,Araria,Bihar
48,BR2014PC09,Son,Shahnawaz Alam,"MLA, Jokihat; Lok Sabha candidate (Araria)","MLA: 2018-2020, 2020-2025; Lok Sabha candidate: 2024",Jokihat/Araria,Araria,Bihar
49,BR2014PC32,,,,,,,
50,AP2014PC18,,,,,,,
51,AR2014PC02,Father,Daying Ering,"Union Deputy Minister for Agriculture, Member of Parliament (Lok Sabha)",1957-1970s,"Arunachal East (then NEFA, later Arunachal East)",East Siang (Pasighat),Arunachal Pradesh
52,AR2014PC01,Father,Rinchin Kharu,"First pro-tem Speaker, Arunachal Pradesh Legislative Assembly",1978,Unknown,Unknown,Arunachal Pradesh
53,WB2014PC40,Grandfather,Banikantha NC Baral,"None recorded; prominent Bengali vocalist and composer, not a political candidate or office-bearer",N/A,N/A,N/A,N/A
54,OR2014PC19,,,,,,,
55,KL2014PC19,Father,K. Aniruddhan,Member of Parliament (Lok Sabha),"1967-1971, 1977-1979",Chirayinkil,Thiruvananthapuram,Kerala
56,BR2014PC37,,,,,,,
57,MH2014PC19,,,,,,,
58,AS2014PC03,,,,,,,
59,UP2014PC69,Son,Akhilesh Yadav,"Chief Minister of Uttar Pradesh; MP (Lok Sabha); Leader of Opposition UP Assembly; National President, Samajwadi Party","2012-2017 (CM); 2000-2012, 2019-present (MP/MLA)",Kannauj/Karhal,Etawah/Mainpuri,Uttar Pradesh
60,UP2014PC69,Daughter-in-law,Dimple Yadav,MP (Lok Sabha),2009-2019,Kannauj,Kannauj,Uttar Pradesh
61,UP2014PC69,Brother,Shivpal Singh Yadav,Cabinet Minister UP; MLA; Founder & President of Pragatisheel Samajwadi Party (Lohia) (PSPL),Multiple terms since 1996 onward (MLA),Jaswantnagar,Etawah,Uttar Pradesh
62,UP2014PC69,Cousin-Brother,Ram Gopal Yadav,"MP (Rajya Sabha); General Secretary, Samajwadi Party",Multiple terms since 1992 onward,Rajya Sabha,N/A,Uttar Pradesh
63,UP2014PC69,Nephew,Dharmendra Yadav,MP (Lok Sabha),2004-2019,"Mainpuri, Badaun",Mainpuri/Budaun,Uttar Pradesh
64,UP2014PC69,Nephew,Tej Pratap Singh Yadav,MP (Lok Sabha),2014-2019,Mainpuri,Mainpuri,Uttar Pradesh
65,UP2014PC69,Nephew,Akshay Yadav,MP (Lok Sabha),2014-2019,Firozabad,Firozabad,Uttar Pradesh
66,UP2014PC69,Nephew,Abhishek Yadav (Anshul Yadav),District Panchayat President,Unknown,Etawah,Etawah,Uttar Pradesh
67,UP2014PC69,Daughter-in-law,Aparna Yadav,"Contested MLA (BJP, 2017); Vice-chairperson, UP State Women’s Commission",Contested 2017,Lucknow Cantt,Lucknow,Uttar Pradesh
68,UP2014PC23,Uncle,Mulayam Singh Yadav,"Chief Minister of Uttar Pradesh, Member of Parliament (Lok Sabha & Rajya Sabha), Founder of Samajwadi Party",1977–2022 (various roles),"Mainpuri (most recent), Azamgarh, Kannauj, Etawah, Sambhal",Multiple,Uttar Pradesh
69,UP2014PC23,Uncle,Shivpal Singh Yadav,"Minister, Member of Uttar Pradesh Legislative Assembly, President Pragatisheel Samajwadi Party (Lohia)",1996–present,Jaswantnagar,Etawah,Uttar Pradesh
70,UP2014PC23,Cousin,Akhilesh Yadav,"Chief Minister of Uttar Pradesh, Member of Parliament (Lok Sabha), Member of Uttar Pradesh Legislative Assembly",2000–present,"Kannauj, Azamgarh, Mainpuri","Kannauj, Azamgarh, Mainpuri",Uttar Pradesh
71,UP2014PC23,Cousin-in-law,Dimple Yadav,Member of Parliament (Lok Sabha),"2012–2019, 2022–present","Kannauj, Mainpuri","Kannauj, Mainpuri",Uttar Pradesh
72,UP2014PC23,Cousin,Akshay Yadav,Member of Parliament (Lok Sabha),2014–2019,Firozabad,Firozabad,Uttar Pradesh
73,UP2014PC23,Cousin,Aditya Yadav,"Member, Uttar Pradesh Legislative Council & national secretary, Samajwadi Party",2016–present,Legislative Council (not constituency-based),Unknown,Uttar Pradesh
74,UP2014PC23,Cousin,Tej Pratap Singh Yadav,Member of Parliament (Lok Sabha),2014–2019,Mainpuri,Mainpuri,Uttar Pradesh
75,UP2014PC23,Brother,Anurag Yadav,"Contested Uttar Pradesh Assembly Election (Sarojini Nagar), lost",2017,Sarojini Nagar,Lucknow,Uttar Pradesh
