FamilyID,UID,Relation,Name,PoliticalRole,YearsHeld,ConstituencyName,DistrictName,StateName
1,AP2009PC01,Spouse,Suman Rathod,"MLA, Khanapur Assembly Constituency",2009-2014,Khanapur,Adilabad,Andhra Pradesh (now Telangana)
2,AP2009PC01,Son,Ritesh Rathod,"Contested for MLA, Khanapur Assembly Constituency","Contested (Year unknown, post-2014)",Khanapur,Adilabad,Telangana
3,UP2009PC18,,,,,,,
4,MH2009PC37,,,,,,,
5,GJ2009PC07,,,,,,,
6,GJ2009PC08,,,,,,,
7,RJ2009PC13,Father,Rajesh Pilot,"Union Minister of State, Lok Sabha MP (Dausa)",1980-2000,Dausa,Dausa,Rajasthan
8,RJ2009PC13,Mother,Rama Pilot,"Lok Sabha MP (Dausa), MLA (Hindoli)","1999-2004 (MP), 2004-2008 (MLA)","Dausa (MP), Hindoli (MLA)","Dausa (MP), Bundi (MLA)",Rajasthan
9,RJ2009PC13,Father-in-law,Farooq Abdullah,"Chief Minister of Jammu & Kashmir, Union Minister","1982-1984, 1986-1990, 1996-2002 (CM); 2002-2009 (Union Minister)",Srinagar (MLA/MP),Srinagar,Jammu & Kashmir
10,RJ2009PC13,Brother-in-law,Omar Abdullah,"Chief Minister of Jammu & Kashmir, Union Minister, Lok Sabha MP","2009-2015 (CM), 1998-2009 (MP/Union Minister)","Srinagar (MLA/CM), Baramulla (MP)","Srinagar, Baramulla",Jammu & Kashmir
11,UP2009PC44,,,,,,,
12,MH2009PC06,Son,Anup Sanjay Dhotre,"Member of Parliament, Lok Sabha",2024–Present,Akola,Akola,Maharashtra
13,KL2009PC15,,,,,,,
14,KL2009PC09,,,,,,,
15,UP2009PC15,Spouse,Thakur Jaiveer Singh,Minister in Uttar Pradesh State Government; Elected MLA,Multiple terms; 1996–present (various periods),"Barauli, and various (depending on election)",Aligarh,Uttar Pradesh
16,WB2009PC02,,,,,,,
17,UP2009PC52,,,,,,,
18,UK2009PC03,,,,,,,
19,RJ2009PC08,Father,Yuvraj Sri Pratap Singh,"Former titular Crown Prince of Alwar, participated in regional leadership and royal family affairs (non-elective, ceremonial/leadership activities with some political influence as head of royal house)",Unknown,Alwar (royal house),Alwar,Rajasthan
20,RJ2009PC08,Grandfather,"Colonel Sir Tej Singh Prabhakar Bahadur, K.C.S.I.","Last ruling Maharaja of Alwar, ceremonial head of Alwar state (pre-independence political office, administrative powers before 1947)",1937 - 1947 (ruled until merger into India),Alwar Princely State,Alwar,Rajasthan
21,AP2009PC24,,,,,,,
22,HR2009PC01,Father,Chaudhary Dalbir Singh,"Member of Parliament (Lok Sabha), Union Minister","1967-1977, 1980-1987 (Lok Sabha tenures); Various union cabinet roles",Sirsa,Sirsa,Haryana
23,UP2009PC55,Son,Ritesh Pandey,"Member of Parliament (MP), Lok Sabha",2019–present,Ambedkar Nagar,Ambedkar Nagar,Uttar Pradesh
24,UP2009PC55,Brother,Pawan Pandey,"MLA, Uttar Pradesh Legislative Assembly (Shiv Sena)",Unknown,Azamgarh,Azamgarh,Uttar Pradesh
25,UP2009PC37,Father,Rajiv Gandhi,Prime Minister of India,1984-1989,Amethi,Amethi,Uttar Pradesh
26,UP2009PC37,Mother,Sonia Gandhi,"President of Indian National Congress, MP Lok Sabha & Rajya Sabha","President: 1998-2017, 2019-2022; MP: 1999-present (Lok Sabha), 2024-present (Rajya Sabha)","Rae Bareli (Lok Sabha), Rajasthan (Rajya Sabha)",Rae Bareli,"Uttar Pradesh (Lok Sabha), Rajasthan (Rajya Sabha)"
27,UP2009PC37,Grandmother,Indira Gandhi,Prime Minister of India,"1966-1977, 1980-1984","Rae Bareli, Medak",Rae Bareli,"Uttar Pradesh, Andhra Pradesh"
28,UP2009PC37,Great Grandfather,Jawaharlal Nehru,Prime Minister of India,1947-1964,Phulpur,Allahabad,Uttar Pradesh
29,UP2009PC37,Sister,Priyanka Gandhi Vadra,"General Secretary, Indian National Congress",2019-present,"Did not contest; appointed for UP East (2019), contested Wayanad bypoll 2024",Wayanad (for bypoll),Kerala (for bypoll)
30,UP2009PC37,Uncle (paternal),Sanjay Gandhi,"MP Lok Sabha, Leading Role in Congress",1977-1980,Amethi,Amethi,Uttar Pradesh
31,UP2009PC37,Aunt (paternal uncle's spouse/in-law),Maneka Gandhi,"Union Minister, MP Lok Sabha; Bharatiya Janata Party",1989-present (various terms),"Pilibhit, Aonla, Sultanpur","Pilibhit, Aonla, Sultanpur",Uttar Pradesh
32,UP2009PC37,Cousin (uncle's son),Varun Gandhi,MP Lok Sabha; Bharatiya Janata Party,2009-present,"Sultanpur, Pilibhit (different terms)","Sultanpur, Pilibhit",Uttar Pradesh
33,MH2009PC07,,,,,,,
34,GJ2009PC14,,,,,,,
35,PB2009PC02,Spouse,Navjot Kaur Sidhu,"Member of Punjab Legislative Assembly (MLA), Amritsar East; Former Minister, Government of Punjab",2012–2017,Amritsar East,Amritsar,Punjab
36,UP2009PC09,Brother,Harish Nagpal,"Member of Parliament, Lok Sabha",2004-2009,Amroha,Amroha,Uttar Pradesh
37,AP2009PC22,,,,,,,
38,GJ2009PC16,Father,Madhavsinh Solanki,"Chief Minister of Gujarat, Minister of External Affairs (India), Member of Parliament","Chief Minister: 1976-1977, 1980-1985, 1989-1990; Minister of External Affairs: 1991-1992; MLA/MP: Various terms 1957-1995","Multiple (e.g., Bhadran, Borsad, Gandhinagar, Godhara, Anand)","Anand, Panchmahal and others",Gujarat
39,PB2009PC06,Grandfather,Beant Singh,Chief Minister of Punjab,1992–1995,Not constituency-based post,Multiple,Punjab
40,PB2009PC06,Paternal Uncle,Tej Parkash Singh,"Transport Minister, MLA","MLA: 2002–2012, Minister: Years overlap",Payal,Ludhiana,Punjab
41,PB2009PC06,Paternal Aunt,Gurkanwal Kaur,MLA,2002–2007,Jalandhar Cantt,Jalandhar,Punjab
42,PB2009PC06,Cousin,Gurkirat Singh Kotli,"Cabinet Minister, MLA","MLA: 2012, 2017; Minister: 2021",Khanna,Ludhiana,Punjab
