FamilyID,UID,Relation,Name,PoliticalRole,YearsHeld,ConstituencyName,DistrictName,StateName
1,AP1999PC35,,,,,,,
2,KL1999PC17,,,,,,,
3,UP1999PC73,,,,,,,
4,GJ1999PC10,,,,,,,
5,MH1999PC39,,,,,,,
6,RJ1999PC12,,,,,,,
7,UP1999PC27,Brother,Anand Kumar,"BSP National Coordinator (former, removed from position by Mayawati; repeatedly involved in BSP organization, not an elected legislator)","2019–2025 (approximate, intermittently)",Not Applicable,Not Applicable,Uttar Pradesh
8,UP1999PC27,Nephew,Akash Anand,"BSP National Convenor/Political Successor (announced by Mayawati December 2023; removed as successor and from key party roles in 2024–2025, not an elected legislator)","2017–2025 (party roles, intermittent)",Not Applicable,Not Applicable,Uttar Pradesh
9,UP1999PC27,Nephew,Ishan Anand,"Introduced at BSP party meetings in 2025, speculated to be groomed for key party responsibilities (not an elected legislator yet, but actively participating in BSP functions)",2025 (active in party events),Not Applicable,Not Applicable,Uttar Pradesh
10,MH1999PC19,Father,Yashwant Bhimrao Ambedkar,"Member, Maharashtra Legislative Council; Leader, Republican Party of India",1960s–1977,Nominated/MLC (Maharashtra),Unknown,Maharashtra
11,MH1999PC19,Grandfather,B. R. Ambedkar,"Member of Parliament (Rajya Sabha); 1st Law Minister of India; Leader, Opposition-Bombay Legislative Assembly",1947–1956,Rajya Sabha - Bombay/Maharashtra; Others,Multiple,Maharashtra & National
12,MH1999PC19,Brother,Anandraj Yashwant Ambedkar,"Leader, Republican Sena; Political Activist",2000s–present,Not applicable (party/organization leader),Mumbai/Pune,Maharashtra
13,UP1999PC76,Father,Mohan Lal Gautam,"Member of Constituent Assembly, Minister",1946–1950 (Constituent Assembly); post-independence years as minister (precise years unknown),Unknown,Unknown,Uttar Pradesh
14,WB1999PC02,,,,,,,
15,UP1999PC56,,,,,,,
16,KL1999PC15,,,,,,,
17,UP1999PC03,,,,,,,
18,RJ1999PC08,,,,,,,
19,AP1999PC09,Spouse,Ganti Vijaya Kumari,"Member of Parliament, Lok Sabha",2002-2004,Amalapuram,East Godavari,Andhra Pradesh
20,HR1999PC01,,,,,,,
21,UP1999PC25,Mother-in-law,Indira Gandhi,"Prime Minister of India, Member of Parliament (Lok Sabha, Rajya Sabha)","1966-1977, 1980-1984 (PM); 1967-1977, 1980-1984 (Lok Sabha, Rae Bareli, Medak); 1964-1967 (Rajya Sabha)","Rae Bareli, Medak (Lok Sabha); Uttar Pradesh (Rajya Sabha)","Rae Bareli, Medak","Uttar Pradesh, Andhra Pradesh"
22,UP1999PC25,Spouse,Rajiv Gandhi,"Prime Minister of India, Member of Parliament (Lok Sabha)","1984-1989 (PM); 1981-1991 (Lok Sabha, Amethi)",Amethi,Amethi,Uttar Pradesh
