FamilyID,UID,Relation,Name,PoliticalRole,YearsHeld,ConstituencyName,DistrictName,StateName
1,AP2004PC35,,,,,,,
2,KL2004PC17,,,,,,,
3,GJ2004PC10,,,,,,,
4,MH2004PC39,Father,Yashwantrao Gadakh,"MLA, Minister in Maharashtra Government",1962-1972 (approx); served multiple terms,Nevasa,Ahmednagar,Maharashtra
5,MH2004PC39,Nephew,Shankarrao Gadakh,"MLA, Cabinet Minister (Water Conservation, Maharashtra)",2014-present,Nevasa,Ahmednagar,Maharashtra
6,RJ2004PC12,,,,,,,
7,UP2004PC23,Nephew,Akash Anand,"Designated political successor and prominent youth leader, Bahujan Samaj Party (BSP)",2019–2024,Unknown,Unknown,Uttar Pradesh
8,UP2004PC23,Brother,Anand Kumar,"BSP National Coordinator (senior party office-bearer, not elected/legislative office but high-ranking political position)",2024–present,Not applicable,Not applicable,Uttar Pradesh
9,MH2004PC19,,,,,,,
10,UP2004PC72,Spouse,Rakesh Chaudhary,Contested 2 elections (Iglas bypoll 2004 and 2007),"2004, 2007",Iglas,Aligarh,Uttar Pradesh
11,UP2004PC72,Son-in-law,Udai Karan Singh Dalal,"Son of Haryana Minister Karan Singh Dalal; Karan Singh Dalal is a minister in Haryana politics (Udai Karan, not directly elected, referenced as political family)","Karan Singh Dalal: Various, Udai Karan: Not held office himself",Unknown,Unknown,Haryana
12,WB2004PC02,,,,,,,
13,UP2004PC52,Son,Ujjwal Raman Singh,"Member of Parliament, Lok Sabha; Former Cabinet Minister, Environment Department (Uttar Pradesh); Former MLA for Karachana constituency","MP, 2024-present; MLA, 2004-2007, 2017-2022; Cabinet Minister, 2004-2007",Allahabad (Lok Sabha); Karachana (Vidhan Sabha),Prayagraj,Uttar Pradesh
14,KL2004PC15,,,,,,,
15,UK2004PC03,Son,Shashank Rawat,"State President, Bharatiya Janata Yuva Morcha (BJYM), Uttarakhand",2022-present,Not Applicable (Youth Wing State Leadership),Uttarakhand,Uttarakhand
16,RJ2004PC08,,,,,,,
17,AP2004PC09,Son,G.V. Sri Raj,Contested or involved in party activities with Telugu Desam Party (TDP),2022-present,Unknown,Unknown,Andhra Pradesh
18,HR2004PC01,Father,Chaudhary Dalbir Singh,"Member of Parliament, Lok Sabha (Multiple Terms); Union Minister",1967-1984,Sirsa,Sirsa,Haryana
19,UP2004PC21,Father,Rajiv Gandhi,Prime Minister of India,1984–1989,Amethi,Amethi,Uttar Pradesh
20,UP2004PC21,Mother,Sonia Gandhi,"President, Indian National Congress; Member of Parliament",Congress President: 1998–2017; 2019–2022; MP: 1999–2024,Rae Bareli,Rae Bareli,Uttar Pradesh
21,UP2004PC21,Sister,Priyanka Gandhi Vadra,"General Secretary, Indian National Congress; Member of Parliament",General Secretary: 2019–present; MP: 2024–present,Wayanad,Wayanad,Kerala
22,UP2004PC21,Grandmother,Indira Gandhi,Prime Minister of India,"1966–1977, 1980–1984",Rae Bareli,Rae Bareli,Uttar Pradesh
23,UP2004PC21,Grandfather,Feroze Gandhi,Member of Parliament,1952–1960,Rae Bareli,Rae Bareli,Uttar Pradesh
24,UP2004PC21,Great-Grandfather,Jawaharlal Nehru,Prime Minister of India,1947–1964,Phulpur,Allahabad,Uttar Pradesh
25,UP2004PC21,Uncle,Sanjay Gandhi,Member of Parliament,1977–1980,Amethi,Amethi,Uttar Pradesh
26,UP2004PC21,Aunt (by marriage to Sanjay Gandhi),Maneka Gandhi,Union Minister; Member of Parliament,1989–present,Pilibhit,Pilibhit,Uttar Pradesh
27,UP2004PC21,Cousin,Varun Gandhi,Member of Parliament,2009–present,Pilibhit,Pilibhit,Uttar Pradesh
28,MH2004PC21,,,,,,,
29,GJ2004PC07,Spouse,Virjibhai Thummar,"Member of Parliament (Lok Sabha: 2004–2009), Member of Legislative Assembly (Gujarat: 1990–1998 Babra, 2017–2022 Lathi)","1990–1998, 2004–2009, 2017–2022","Babra (MLA), Amreli (MP), Lathi (MLA)",Amreli,Gujarat
30,GJ2004PC07,Child,Jenny Thummar,Contested as Congress candidate,Unknown,Unknown,Amreli,Gujarat
31,PB2004PC02,Spouse,Navjot Kaur Sidhu,"Member of Punjab Legislative Assembly (MLA), Chief Parliamentary Secretary, Director and Chairperson of Punjab Warehousing Corporation","2012-2017 (MLA), 2012-2016 (BJP), 2016-2017 (Congress), 2018-present (Warehousing Corp.)",Amritsar East,Amritsar,Punjab
32,UP2004PC02,,,,,,,
33,AP2004PC06,,,,,,,
34,GJ2004PC20,Father,Madhavsinh Solanki,"Chief Minister of Gujarat (three terms), Minister of External Affairs (Government of India)","1976-1977, 1980-1985, 1989-1990 (Chief Minister); 1991-1992 (Minister of External Affairs)",Various (MLA and MP over career); National (as Minister),Various,Gujarat/India
35,AP2004PC25,Father,A. Venkata Reddy,"Member of Parliament, Lok Sabha",Before 1996,Anantapur,Anantapur,Andhra Pradesh
36,JK2004PC03,Father,Mufti Mohammad Sayeed,"Chief Minister of Jammu & Kashmir, Union Minister of Tourism & Civil Aviation, Union Minister of Home Affairs, Member of Parliament (Lok Sabha and Rajya Sabha), Founder and President of Jammu & Kashmir Peoples Democratic Party (PDP)",1967-2016 (multiple tenures across offices),"Bijbehara (Assembly), Anantnag (Lok Sabha), Rajya Sabha (various periods)",Anantnag,Jammu & Kashmir
37,JK2004PC03,Daughter,Iltija Mufti,"Candidacy for Bijbehara Assembly Constituency, Media Advisor to PDP Chief Mehbooba Mufti",2024 (candidacy),Bijbehara,Anantnag,Jammu & Kashmir
38,AN2004PC01,Daughter,Anita Mondal,"Contested Lok Sabha (Trinamool Congress candidate, 2014), Councillor (Trinamool Congress, Bidhannagar Municipality)","2014 (Lok Sabha candidate), Current/2014 (Municipal Councillor)","Andaman & Nicobar Islands (Parliamentary), Bidhannagar Municipality (Local)",Bidhannagar,West Bengal
39,UP2004PC07,Son,Kunwar Siddhraj Singh,"Contested in elections (details: switched from SP to BJP, involved in politics)",Unknown,Unknown,Unknown,Uttar Pradesh
40,TN2004PC06,,,,,,,
41,WB2004PC28,,,,,,,
42,BR2004PC22,,,,,,,
43,BR2004PC33,,,,,,,
44,AR2004PC02,,,,,,,
45,AR2004PC01,Father,Rinchin Kharu,"First pro-tem Speaker, Arunachal Pradesh Legislative Assembly",1978,Unknown,Unknown,Arunachal Pradesh
46,WB2004PC38,,,,,,,
47,OR2004PC10,,,,,,,
48,BR2004PC37,Father,Satyendra Narayan Sinha,"Chief Minister of Bihar; Member of Parliament (Lok Sabha), Aurangabad","Chief Minister (1989–1990); MP (multiple terms, notably 1957–80, 1984–89)",Aurangabad,Aurangabad,Bihar
49,BR2004PC37,Mother,Kishori Sinha,"Member of Parliament (Lok Sabha), Vaishali",1980–1989,Vaishali,Vaishali,Bihar
50,BR2004PC37,Spouse,Shyama Singh,"Member of Parliament (Lok Sabha), Aurangabad",1999–2004,Aurangabad,Aurangabad,Bihar
51,BR2004PC37,Grandfather,Dr. Anugrah Narayan Sinha,Deputy Chief Minister and Finance Minister of Bihar; Member of Bihar Legislative Assembly,1946–1957,Unknown,Unknown,Bihar
52,BR2004PC37,Brother-in-law,N. K. Singh,Member of Parliament (Rajya Sabha); Chairman of 15th Finance Commission,"MP (2008–2014), Chairman (2017–2021)",Bihar (Rajya Sabha),Unknown,Bihar
53,MH2004PC33,,,,,,,
54,AS2004PC03,,,,,,,
55,UP2004PC41,Brother,Umakant Yadav,"Member of Parliament (Lok Sabha), Bahujan Samaj Party",2004-2009,Azamgarh,Azamgarh,Uttar Pradesh
56,UP2004PC41,Son,Arun Kumar Yadav,"Member of Uttar Pradesh Legislative Assembly (MLA), Bharatiya Janata Party",2017-2022,Phoolpur Pawai,Azamgarh,Uttar Pradesh
57,KL2004PC03,Spouse,M. Dasan,"Member of Kerala Legislative Assembly (MLA), Communist Party of India (Marxist)",1991–2001,Quilandy,Kozhikode,Kerala
58,KL2004PC03,Sibling,P. Jayarajan,"Member of Kerala Legislative Assembly (MLA), Communist Party of India (Marxist); Kannur District Secretary, CPI(M)","2011–2016 (MLA), extended role as District Secretary",Kuthuparamba,Kannur,Kerala
59,KA2004PC27,,,,,,,
60,UP2004PC77,Father,Chaudhary Charan Singh,"Prime Minister of India, Union Minister, Chief Minister of Uttar Pradesh, Member of Parliament (Lok Sabha and Vidhan Sabha)","1937-1987 (various roles including 1979-1980 as PM, 1967 and 1970 as UP CM, MP from 1977, 1980, 1984 in Baghpat and other terms)","Baghpat (Lok Sabha), Chhaprauli (Vidhan Sabha)",Baghpat,Uttar Pradesh
61,UP2004PC77,Mother,Gayatri Devi,"Member of Legislative Assembly, Member of Parliament (Lok Sabha)","1974 (MLA from Iglas), 1980 (MP from Kairana)","Iglas (Vidhan Sabha), Kairana (Lok Sabha)","Aligarh (Iglas), Muzaffarnagar (Kairana)",Uttar Pradesh
62,UP2004PC77,Son,Jayant Chaudhary,"Member of Parliament (Lok Sabha), National President of Rashtriya Lok Dal (RLD); Contested multiple Lok Sabha seats","2009-2014 (MP from Mathura), Contested 2014 (Mathura), 2019 (Baghpat), RLD President from 2021 onwards","Mathura, Baghpat (contested 2019)","Mathura, Baghpat",Uttar Pradesh
63,UP2004PC27,Spouse,Waqar Ahmad Shah,"Cabinet Minister, UP & Speaker of Uttar Pradesh Legislative Assembly",Multiple terms (primary tenure: 1993–2017),Bahraich (also represented Nanpara & Matera at different times),Bahraich,Uttar Pradesh
64,UP2004PC27,Son,Yasar Shah,"Cabinet Minister (Transport), Uttar Pradesh; MLA (two terms)","2012–2017 (Minister), 2012–2017, 2017–2022 (MLA)",Matera,Bahraich,Uttar Pradesh
65,UP2004PC27,Daughter-in-law,Maria Shah,MLA,2022–present,Matera,Bahraich,Uttar Pradesh
66,MP2004PC12,Daughter,Mausam Bisen (Mausam Harinkhede),"Contested for Madhya Pradesh Assembly, BJP candidate","2023 (contested, did not win)",Balaghat,Balaghat,Madhya Pradesh
67,OR2004PC02,,,,,,,
68,BR2004PC19,Spouse,Veena Devi,"Member of Parliament (Lok Sabha), Munger; Candidate, Mokama (Bihar Vidhan Sabha)","2014–2019 (MP Munger), Contested 2025 (Mokama)","Munger (Lok Sabha), Mokama (Vidhan Sabha)","Munger, Patna",Bihar
69,UP2004PC39,Son,Neeraj Shekhar,"Member of Parliament (Lok Sabha: Ballia, Rajya Sabha: Uttar Pradesh), BJP/Formerly SP MP","2007-2009 (Lok Sabha, Ballia, SP), 2009-2014 (Lok Sabha, Ballia, SP), 2014-2019 (Rajya Sabha, Uttar Pradesh, SP), 2019-Present (Rajya Sabha, Uttar Pradesh, BJP)","Ballia, Rajya Sabha UP",Ballia,Uttar Pradesh
70,UP2004PC39,Son,Pankaj Shekhar,Active BJP worker (no record of holding or contesting an elected office at major levels as of 2024),Unknown,Unknown,Ballia,Uttar Pradesh
71,UP2004PC39,Grandson,Ravi Shankar Singh Pappu,"Member, Uttar Pradesh Legislative Council, BJP",2023-Present,"Ballia (MLC, UP)",Ballia,Uttar Pradesh
72,UP2004PC28,Spouse,Ketki Devi Singh,Member of Parliament (Lok Sabha),1996-1998,Gonda,Gonda,Uttar Pradesh
73,UP2004PC28,Son,Prateek Bhushan Singh,MLA (Member of Uttar Pradesh Legislative Assembly),2017-present,Gonda Sadar,Gonda,Uttar Pradesh
74,UP2004PC28,Son,Karan Bhushan Singh,Member of Parliament (Lok Sabha),2024-present,Kaiserganj,Bahraich,Uttar Pradesh
75,UP2004PC28,Daughter's Father-in-law,Ajit Singh,Member of Parliament (Lok Sabha),"Multiple terms, until 2015 (deceased)",Arrah,Bhojpur,Bihar
76,UP2004PC28,Daughter's Mother-in-law,Meena Singh,Member of Parliament (Lok Sabha),2009-2014,Arrah,Bhojpur,Bihar
77,WB2004PC06,,,,,,,
78,GJ2004PC14,,,,,,,
79,UP2004PC55,Spouse,Jamunotri Gupta,"Director, SBW Udyog Limited (active in politics/business leadership, no evidence of electoral contest)",1985 onwards,Unknown,Unknown,Uttar Pradesh
80,UP2004PC55,Son,Vibhav Agrahari,"Joined Bharatiya Janata Party, 2014 (no evidence of electoral contest or office)",2014,Unknown,Unknown,Uttar Pradesh
81,KA2004PC12,,,,,,,
82,KA2004PC13,Mother,Girija Shastry,"Deputy Mayor, Hubli-Dharwad Municipal Corporation",1985-1986,Hubli-Dharwad Municipal Corporation,Dharwad,Karnataka
83,KA2004PC13,Spouse,Tejaswini Ananth Kumar,"Karnataka BJP Vice-President; Contested 2019 Lok Sabha Election (Bangalore South, BJP)",2019-Present (vice-president); 2019 (candidate),Bangalore South,Bangalore,Karnataka
84,BR2004PC26,Son,Chanakya Prakash Ranjan,Contested election for MLA (Belhar Constituency) as JD(U) candidate,"2025 (Contested, not elected)",Belhar,Banka,Bihar
85,WB2004PC35,,,,,,,
86,UP2004PC33,,,,,,,
87,RJ2004PC16,,,,,,,
88,AP2004PC16,Father,N. T. Rama Rao,Chief Minister of Andhra Pradesh; Founder of Telugu Desam Party,"1983-1984, 1984-1989, 1994-1995",Hindupur,Anantapur,Andhra Pradesh
89,AP2004PC16,Spouse,Daggubati Venkateswara Rao,Member of Parliament (Lok Sabha and Rajya Sabha); MLA,1977–2014 (various terms),"Bapatla (Lok Sabha), Parchur (Assembly)",Prakasam,Andhra Pradesh
90,AP2004PC16,Brother,Nandamuri Harikrishna,"Minister (Road Transport), Member of Andhra Pradesh Legislative Assembly and Legislative Council; Member of Parliament (Rajya Sabha)","1996-1999, 2008-2018","Hindupur (Assembly), Rajya Sabha",Anantapur,Andhra Pradesh
91,AP2004PC16,Brother,Nandamuri Balakrishna,MLA,2014–present,Hindupur,Anantapur,Andhra Pradesh
92,AP2004PC16,Sister,Nara Bhuvaneswari,None (but included for clarity: Spouse of sitting MLA and former Chief Minister),N/A,N/A,N/A,N/A
93,AP2004PC16,Brother-in-law,N. Chandrababu Naidu,"Chief Minister of Andhra Pradesh; President, Telugu Desam Party","1995-2004, 2014-2019",Kuppam,Chittoor,Andhra Pradesh
94,AP2004PC16,Nephew,Nara Lokesh,Minister for Panchayati Raj and IT; Member of Legislative Council,2017-2019; 2017-present,MLC (Andhra Pradesh Legislative Council),"Chittoor (for MLC elections), Statewide",Andhra Pradesh
95,AP2004PC16,Nephew,Nandamuri Kalyan Ram,"Contested as TDP campaigner, not elected office",N/A,N/A,N/A,Andhra Pradesh
96,AP2004PC16,Nephew,N. T. Rama Rao Jr.,"TDP campaigner, not elected office",N/A,N/A,N/A,Andhra Pradesh
97,AP2004PC16,Niece,Nandamuri Suhasini,Contested 2018 Telangana Assembly Elections (TDP),2018,Kukatpally,Medchal-Malkajgiri,Telangana
98,AP2004PC16,Nephew,Nandamuri Taraka Ratna,"TDP campaigner, not elected office",N/A,N/A,N/A,Telangana
99,UP2004PC25,Spouse,Dharmi Rawat (Dharmee Devi),"MLA, Siddhaur, Uttar Pradesh",2007-2012,Siddhaur,Barabanki,Uttar Pradesh
100,MH2004PC43,Daughter,Supriya Sule,Member of Parliament (Lok Sabha),2009–present,Baramati,Pune,Maharashtra
101,MH2004PC43,Nephew,Ajit Pawar,"Deputy Chief Minister of Maharashtra, Member of Maharashtra Legislative Assembly","1991–present (various terms as MLA, multiple terms as Deputy CM)","Baramati, later Karjat-Jamkhed (MLA)","Pune, later Ahmednagar",Maharashtra
102,MH2004PC43,Grandnephew,Rohit Pawar,Member of Maharashtra Legislative Assembly,2019–present,Karjat-Jamkhed,Ahmednagar,Maharashtra
103,MH2004PC43,Grandnephew,Parth Pawar,Contested Lok Sabha Election (not elected),2019,Maval,Pune,Maharashtra
104,MH2004PC43,Niece-in-law,Sunetra Pawar,Contested Lok Sabha Election (not elected),2024,Baramati,Pune,Maharashtra
105,WB2004PC13,Father,Sarat Chandra Bose,"Member of Constituent Assembly, President of Bengal Pradesh Congress Committee","1936–1947 (Congress leadership), 1946–1947 (Constituent Assembly)",Bengal (undivided),Unknown,West Bengal
106,WB2004PC13,Uncle,Subhas Chandra Bose,"President, Indian National Congress; Leader, All India Forward Bloc","1938–1939 (Congress), 1939–1945 (AIFB/I.N.A. leadership)",National,Unknown,National
107,WB2004PC13,Brother,Sisir Kumar Bose,"Member of Parliament, Lok Sabha (All India Forward Bloc)",1996–1998,Jadavpur,Kolkata,West Bengal
108,WB2004PC13,Sister-in-law,Krishna Bose,"Member of Parliament, Lok Sabha (All India Trinamool Congress)",1996–2004,Jadavpur,Kolkata,West Bengal
109,WB2004PC13,Nephew,Sugata Bose,"Member of Parliament, Lok Sabha (All India Trinamool Congress)",2014–2019,Jadavpur,Kolkata,West Bengal
110,UP2004PC08,,,,,,,
111,BR2004PC18,,,,,,,
112,GJ2004PC22,,,,,,,
113,AS2004PC06,,,,,,,
114,WB2004PC19,,,,,,,
115,WB2004PC14,,,,,,,
116,CG2004PC09,Son,Dinesh Kashyap,"Member of Parliament, Lok Sabha; Member, Madhya Pradesh Legislative Assembly; Zilla Panchayat Member; Various BJP positions","1990-1993 (MLA), 2011-2019 (MP, Bastar), multiple tenures in party roles 1985-2010",Bastar (Lok Sabha); Bastar (Assembly),Bastar,Chhattisgarh
117,CG2004PC09,Nephew,Kedar Kashyap,Member of Chhattisgarh Legislative Assembly; Education Minister in Raman Singh Government,2003-2018 (MLA and Minister),Narayanpur,Narayanpur,Chhattisgarh
118,UP2004PC30,,,,,,,
119,RJ2004PC10,Cousin-in-law,Ranjita Koli,"Member of Parliament, Lok Sabha",2019-2024,Bharatpur,Bharatpur,Rajasthan
120,RJ2004PC10,Cousin,Bahadur Singh Koli,"Member of Parliament, Lok Sabha","2014-2019, 2009-2014",Bharatpur,Bharatpur,Rajasthan
121,MH2004PC34,,,,,,,
122,BR2004PC30,,,,,,,
123,KA2004PC25,Spouse,Mangala Suresh Angadi,"Member of Parliament, Lok Sabha",2021-present,Belgaum,Belgaum,Karnataka
124,KA2004PC05,Younger Brother,G. Janardhana Reddy,"Member of Karnataka Legislative Council (2006–2011), Minister of Tourism & Infrastructure Development (2008–2011), Member of Karnataka Legislative Assembly (Gangawati; 2023–present)","2006–2011 (MLC), 2008–2011 (Minister), 2023–present (MLA)","Karnataka Legislative Council (MLC), Ballari (Minister), Gangawati (MLA)","Ballari, Koppal",Karnataka
125,KA2004PC05,Younger Brother,G. Somashekara Reddy,Member of Karnataka Legislative Assembly (Bellary City); elected multiple terms; held ministerial role,2008–present (various terms),Bellary City,Ballari,Karnataka
126,KA2004PC05,Sister-in-law,Gali Aruna Lakshmi,"Contested Karnataka Legislative Assembly election (Bellary City, 2023) as KRPP candidate",2023 (contested),Bellary City,Ballari,Karnataka
127,WB2004PC10,,,,,,,
128,OR2004PC11,,,,,,,
129,BR2004PC02,Son,Ajit Kumar Jha,"MLA (Samajwadi Party), previously MLA (Rashtriya Janata Dal)","2015-, prior periods as RJD MLA (exact years unavailable)",Sheohar,Sheohar,Bihar
130,BR2004PC02,Grandson,Rakesh Kumar Jha,"Contested/Joined RJD, former BJP member (political activity acknowledged, specific office contested/held not verified)",2024 (joined RJD),Unknown,Sheohar,Bihar
131,MP2004PC17,Son,Hemant Khandelwal,"Member of Parliament (Lok Sabha), MLA (Madhya Pradesh Legislative Assembly)","2008 (MP Lok Sabha, by-election, Betul), Various terms as MLA",Betul,Betul,Madhya Pradesh
132,AP2004PC05,,,,,,,
133,OR2004PC03,Son,Abhimanyu Sethi,Contested 2019 Lok Sabha elections (Bhadrak) and active in regional/state politics,2019,Bhadrak,Bhadrak,Odisha
134,BR2004PC27,,,,,,,
135,MH2004PC24,,,,,,,
136,PB2004PC11,Father,Dhanna Singh Gulshan,"Union Minister in the Morarji Desai government, Senior Akali Leader, freedom fighter","1977-1979 (Union Minister), other years as Akali Leader",Unknown,Unknown,Punjab
137,PB2004PC11,Spouse,Nirmal Singh,Member of Legislative Assembly (MLA),Unknown,Bassi Pathana,Fatehgarh Sahib,Punjab
138,GJ2004PC08,Great-Grandfather,Sardarsinhji Ravaji Rana (S. R. Rana),"Indian political activist, founding member of the Paris Indian Society, Vice-President of the Indian Home Rule Society",early 1900s-1957,Not applicable,Unknown,Unknown
139,RJ2004PC20,,,,,,,
140,MP2004PC02,Son,Sanjeev Singh Kushwah,"Member, Madhya Pradesh Legislative Assembly (MLA), Bhind (as member of Bahujan Samaj Party, later joined BJP)","Unknown (Date not specified, but after Dr. Ramlakhan Singh's tenure as MP)",Bhind,Bhind,Madhya Pradesh
141,HR2004PC08,Father,Bhajan Lal,"Union Cabinet Minister (Agriculture; Environment & Forests), Chief Minister of Haryana (three times), Member of Parliament (Lok Sabha: Hisar)","Chief Minister: 1979–1986, 1991–1996, MP: 2009–2011","Hisar (MP), Haryana",Hisar,Haryana
142,HR2004PC08,Mother,Jasma Devi,"Member of Legislative Assembly, Haryana",Unknown,Unknown,Unknown,Haryana
143,HR2004PC08,Brother,Chander Mohan Bishnoi,"Deputy Chief Minister of Haryana, Member of Legislative Assembly (MLA)","Deputy CM: 2008, MLA: Multiple terms",Kalka,Panchkula,Haryana
144,HR2004PC08,Spouse,Renuka Bishnoi,"Member of Legislative Assembly (MLA), Haryana",2014–2019,Hansi,Hisar,Haryana
145,HR2004PC08,Son,Bhavya Bishnoi,"Contested 2019 Lok Sabha elections (Hisar), Elected MLA (Adampur) in 2022","MLA: 2022–present, Contested MP: 2019","Adampur (MLA), Hisar (Lok Sabha - 2019)",Hisar,Haryana
