FamilyID,UID,Relation,Name,PoliticalRole,YearsHeld,ConstituencyName,DistrictName,StateName
1,AN1971PC501,,,,,,,
2,AP1971PC35,,,,,,,
3,KL1971PC163,,,,,,,
4,UP1971PC444,,,,,,,
5,GJ1971PC117,,,,,,,
6,MH1971PC239,,,,,,,
7,RJ1971PC320,,,,,,,
8,UP1971PC397,,,,,,,
9,MH1971PC221,,,,,,,
10,UP1971PC447,,,,,,,
11,WB1971PC473,Grandfather,Behari Lal Gupta,"Dewan of Baroda (Prime Minister of Baroda State, a princely political office)","1900s (Exact tenure unknown, but before 1919)",Baroda State,Baroda,Gujarat
12,UP1971PC427,Spouse,Kamala Bahuguna,"Member of Parliament, Lok Sabha (Phulpur)",1977–1980,Phulpur,Allahabad,Uttar Pradesh
13,UP1971PC427,Son,Vijay Bahuguna,"Chief Minister of Uttarakhand, Member of Parliament (Lok Sabha), Member of Legislative Assembly","2012–2014 (CM), 2002–2007 (MP), 2017–present (MLA)","Tehri Garhwal (MP), Sitarganj (MLA)","Tehri Garhwal, Udham Singh Nagar",Uttarakhand
14,UP1971PC427,Daughter,Rita Bahuguna Joshi,"Member of Parliament (Lok Sabha), Former Mayor of Allahabad, Ex-MLA, Minister in UP Govt","2019–present (MP), 1995–2000 (Mayor), 2012–2019 (MLA), 2017–2019 (Minister)","Prayagraj (MP), Lucknow Cantonment (MLA)","Allahabad, Lucknow",Uttar Pradesh
15,UP1971PC427,Grandson,Saurabh Bahuguna,"Member of Uttarakhand Legislative Assembly, Minister in Uttarakhand Govt",2017–present,Sitarganj,Udham Singh Nagar,Uttarakhand
16,UP1971PC374,Uncle,Dan Singh Bisht,"Political Philanthropist, Educationist, Public Figure, founder of Dan Singh Bisht Trust, known for public life and indirectly influencing public policy in pre-independence and early post-independence era, considered a political influencer but did not hold or contest elected office personally",Pre-independence - 1964 (year of death),N/A,Pithoragarh (influential region),Uttar Pradesh
17,RJ1971PC316,,,,,,,
18,AP1971PC09,Cousin,Kusuma Krishna Murthy,"Member of Parliament, Lok Sabha","1977-1979, 1980-1984, 1989-1991",Amalapuram,East Godavari,Andhra Pradesh
19,HR1971PC133,,,,,,,
20,KL1971PC161,Father,C. Kesavan,"Chief Minister, Travancore-Cochin State",1950-1952,Unknown,Unknown,Travancore-Cochin (now part of Kerala)
21,UP1971PC395,,,,,,,
22,MH1971PC222,,,,,,,
23,GJ1971PC114,Spouse,Hansa Jivraj Mehta,"Member, Constituent Assembly of India; Member, Bombay Legislative Council",1946–1949 (Constituent Assembly); 1937–1949 (Bombay Legislative Council),Bombay Province/Bombay State,Unknown,Bombay (now Maharashtra/Gujarat)
24,GJ1971PC114,Father-in-law,Manubhai Mehta,Dewan (Prime Minister) of Baroda State,1916–1927,Baroda State,Vadodara,Gujarat
25,PB1971PC300,,,,,,,
26,UP1971PC377,,,,,,,
27,AP1971PC06,,,,,,,
28,GJ1971PC126,Father,Natvarsinhji Kesarsinhji Solanki,"Member of Parliament, Lok Sabha; MLA Bombay Legislative Assembly 1952-57; MLA Gujarat Legislative Assembly 1967-72","1952-1957, 1967-1972, 1980-1984","Kheda, Bombay; Anand/Charotar, Gujarat",Kheda/Anand,Gujarat
29,GJ1971PC126,Brother,Harishchandrasinh Natwarsinh Solanki,"Contested MLA, Gujarat Legislative Assembly",Unknown,Unknown,Unknown,Gujarat
30,GJ1971PC126,Brother,Jitendrasinh Natwarsinh Solanki,"Contested MLA, Gujarat Legislative Assembly",Unknown,Unknown,Unknown,Gujarat
31,AP1971PC25,,,,,,,
32,JK1971PC144,,,,,,,
33,OR1971PC296,,,,,,,
34,UP1971PC381,,,,,,,
35,WB1971PC482,,,,,,,
36,BR1971PC75,Son,Braj Kishore Ravi (B.K. Ravi),Contested for Bihar Legislative Assembly (Rosera SC) with Indian National Congress,"2025 (contested, not elected)",Rosera (SC),Samastipur,Bihar
37,WB1971PC492,,,,,,,
38,BR1971PC95,Spouse,Kishori Sinha,Member of Parliament (Lok Sabha),1980-1989,Vaishali,Vaishali,Bihar
39,BR1971PC95,Father,Anugrah Narayan Sinha,"Deputy Chief Minister & Finance Minister, Member of Legislative Assembly","1946-1957 (MLA), 1946-1957 (Deputy Chief Minister)",Arrah,Bhojpur,Bihar
40,BR1971PC95,Daughter-in-law,Shyama Singh,Member of Parliament (Lok Sabha),1999-2009,Aurangabad,Aurangabad,Bihar
41,MH1971PC234,,,,,,,
42,WB1971PC491,,,,,,,
43,AS1971PC44,Wife's Uncle,Brington B Lyngdoh,"Chief Minister of Meghalaya, Legislator","1983, 1990, and 1998 (CM); various years MLA",Mawkyrwat,West Khasi Hills,Meghalaya
44,UP1971PC416,,,,,,,
45,KL1971PC150,,,,,,,
46,BR1971PC56,,,,,,,
47,KA1971PC274,Son,Basangouda Patil Yatnal,"Member of Karnataka Legislative Assembly (MLA), Minister of State for Railways, Minister of State for Textiles, Member of Parliament (Lok Sabha), Member of Karnataka Legislative Council (MLC)","1994-1999 (MLA), 1999-2009 (MP), 2002-2004 (Union Minister), 2016-2018 (MLC), 2018-present (MLA)","Bijapur City (MLA), Bijapur (MP)",Bijapur,Karnataka
48,UP1971PC452,,,,,,,
49,UP1971PC402,Grandson (maternal),Saket Mishra,"Contested for Lok Sabha from Shravasti (did not get ticket, 2019); Political campaigner in Uttar Pradesh","Contested: 2019 (not elected), active in campaigns 2010s–2020s",Shravasti,Shravasti,Uttar Pradesh
50,MP1971PC186,Son,Madhusudan Gautam,Member of Legislative Assembly,Unknown,Khairlanji,Balaghat,Madhya Pradesh
51,OR1971PC278,,,,,,,
52,UP1971PC414,,,,,,,
53,UP1971PC403,,,,,,,
54,WB1971PC461,Son,Jatindra Nath Barman,Contested as BSP candidate in West Bengal Legislative Assembly Election,2016,Gangarampur (SC),Dakshin Dinajpur,West Bengal
55,GJ1971PC121,,,,,,,
56,UP1971PC430,,,,,,,
57,KA1971PC259,Grandson,Kengal Shreepada Renu,"Contested member of Karnataka Legislative Assembly (Jayanagar, 2008)","2008 (contested, not elected)",Jayanagar,Bangalore,Karnataka
58,BR1971PC82,,,,,,,
59,WB1971PC489,,,,,,,
60,UP1971PC408,,,,,,,
61,RJ1971PC324,Son,Rajkumar,Contested Lok Sabha Election as Independent (IND) candidate,2024,Banswara,Banswara,Rajasthan
62,UP1971PC400,,,,,,,
63,MH1971PC243,,,,,,,
64,JK1971PC142,,,,,,,
65,WB1971PC468,,,,,,,
66,UP1971PC382,,,,,,,
67,BR1971PC89,,,,,,,
68,RJ1971PC330,,,,,,,
69,GJ1971PC127,Father,Pratap Singh Rao Gaekwad,Ruling Maharaja of Baroda (Princely State recognized as political office before 1947),"1939–1947 (ruler until Indian independence, deposed as titular maharaja 1951)",Baroda State,Baroda,Gujarat
70,GJ1971PC127,Brother,Ranjitsinh Pratapsinh Gaekwad,"Member of Parliament, Lok Sabha","1980–1989, 1984–1989",Baroda,Baroda,Gujarat
