AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Mekliganj,1,SC,Paresh Chandra Adhikary,All India Forward Bloc,164977,144251,87.4 %,28001,19.4%
Sitalkuchi,2,SC,Harish Chandra Barman,Communist Party Of India (Marxist),160616,142465,88.7 %,18867,13.2%
Mathabhanga,3,SC,Ananta Roy,Communist Party Of India (Marxist),164647,142227,86.4 %,28000,19.7%
Cooch Behar North,4,GEN,Dipak Chandra Sarkar,All India Forward Bloc,164993,140793,85.3 %,31672,22.5%
Cooch Behar West,5,GEN,Akshay Thakur,All India Forward Bloc,182783,155336,85.0 %,26686,17.2%
Sitai,6,GEN,Dr. Md. Fazle Haque,Indian National Congress,183112,152622,83.3 %,4895,3.2%
Dinhata,7,GEN,Ashok Mandal,All India Trinamool Congress,177455,146632,82.6 %,3630,2.5%
Natabari,8,GEN,Tamser Ali,Communist Party Of India (Marxist),153893,138993,90.3 %,4836,3.5%
Tufanganj,9,SC,Alaka Barman,Communist Party Of India (Marxist),152144,137990,90.7 %,25217,18.3%
Kumargram,10,ST,Dasrath Tirkey,Revolutionary Socialist Party,151171,129108,85.4 %,37168,28.8%
Kalchini,11,ST,Manohar Tirkey,Revolutionary Socialist Party,138261,114513,82.8 %,4989,4.4%
Alipurduars,12,GEN,Nirmal Das,Revolutionary Socialist Party,171457,145248,84.7 %,38868,26.8%
Falakata,13,SC,Jogesh Ch. Barman,Communist Party Of India (Marxist),158912,137246,86.4 %,13314,9.7%
Madarihat,14,ST,Kumari Kujur,Revolutionary Socialist Party,141033,115621,82.0 %,18766,16.2%
Dhupguri,15,SC,Lakshmi Kanta Roy,Communist Party Of India (Marxist),150181,133984,89.2 %,16865,12.6%
Nagrakata,16,ST,Sukhmoith (PITING) ORAON,Communist Party Of India (Marxist),160050,132446,82.8 %,21742,16.4%
Mainaguri,17,SC,Bachchamohan Roy,Revolutionary Socialist Party,159717,134996,84.5 %,47386,35.1%
Mal,18,ST,Somra Lakra,Communist Party Of India (Marxist),140163,116801,83.3 %,9956,8.5%
Kranti,19,GEN,Fazlul Karim,Communist Party Of India (Marxist),138248,117409,84.9 %,43179,36.8%
Jalpaiguri,20,GEN,Deba Prasad Roy,Indian National Congress,145244,121686,83.8 %,1018,0.8%
Rajganj,21,SC,Mahendra Kumar Roy,Communist Party Of India (Marxist),255133,212333,83.2 %,49472,23.3%
Kalimpong,22,GEN,Gaulan Lepcha,Gorkha National Liberation Front,150858,102774,68.1 %,25811,25.1%
Darjeeling,23,GEN,Pranay Rai,Gorkha National Liberation Front,176498,110746,62.7 %,22010,19.9%
Kurseong,24,GEN,Shanta Chhetri,Gorkha National Liberation Front,166846,118536,71.0 %,33058,27.9%
Siliguri,25,GEN,Asok Bhattacharya,Communist Party Of India (Marxist),270969,212861,78.6 %,74971,35.2%
Phansidewa,26,ST,Kisku Chhotan,Communist Party Of India (Marxist),220948,186581,84.4 %,35504,19.0%
Chopra,27,GEN,Anwarul Haque,Communist Party Of India (Marxist),155187,136827,88.2 %,7598,5.6%
Islampur,28,GEN,Md. Faruque,Communist Party Of India (Marxist),162136,122263,75.4 %,7412,6.1%
Goalpokhar,29,GEN,Deepa Dasmunsi,Indian National Congress,169347,128409,75.8 %,8310,6.5%
Karandighi,30,GEN,Gokul Roy,All India Forward Bloc,197549,158648,80.3 %,4435,2.8%
