AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Dimapur-I,1,GEN,Awar Hussain,Indian National Congress,10357,6248,60.3 %,482.0,7.7%
Dimapur-Ii,2,GEN,I. Vikheshe,Indian National Congress,11997,7421,61.9 %,592.0,8.0%
Dimapur-Iii,3,GEN,Debalal Mech,Indian National Congress,5118,4497,87.9 %,449.0,10.0%
Ghaspani-I,4,GEN,K. Shikhu,Independent,12209,8088,66.2 %,248.0,3.1%
Ghaspani-Ii,5,GEN,Rokonicha,United Democratic Front,9263,7367,79.5 %,228.0,3.1%
Tenning,6,GEN,N. C. Zeling,Indian National Congress,7904,7099,89.8 %,17.0,0.2%
Peren,7,GEN,L. Lunalang,United Democratic Front,9582,7530,78.6 %,1520.0,20.2%
Western Angami,8,GEN,Setu,Independent,7499,5256,70.1 %,70.0,1.3%
Kohima Town,9,GEN,J. B. Jaskie,Indian National Congress,9690,6166,63.6 %,558.0,9.0%
Northern Angami - I,10,GEN,Shurhozelie,United Democratic Front,5708,3940,69.0 %,1493.0,37.9%
Northern Angami -Ii,11,GEN,Chupfuo,United Democratic Front,8267,6255,75.7 %,722.0,11.5%
Tseminyu,12,GEN,R. S. Rengma,United Democratic Front,6646,5492,82.6 %,394.0,7.2%
Pughoboto,13,GEN,Huska,United Democratic Front,6457,5671,87.8 %,892.0,15.7%
Southern Angami-I,14,GEN,Vitsonei K. Angami,United Democratic Front,6050,4582,75.7 %,745.0,16.3%
Southern Angami-Ii,15,GEN,Vizol,United Democratic Front,5419,RU,,,
Pfutsero,16,GEN,Lhiweshielo,United Democratic Front,5045,4069,80.7 %,727.0,17.9%
Chizami,17,GEN,Soyie,United Democratic Front,5932,5559,93.7 %,92.0,1.7%
Chazouba,18,GEN,Vamuzo,United Democratic Front,7522,6847,91.0 %,1379.0,20.1%
Phek,19,GEN,Vejoyi,United Democratic Front,6314,5422,85.9 %,933.0,17.2%
Meluri,20,GEN,Chekhutso,United Democratic Front,5861,5300,90.4 %,236.0,4.5%
Tuli,21,GEN,T. Tali,United Democratic Front,4839,4518,93.4 %,1349.0,29.9%
