AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Dimapur-I,1,GEN,Dimapur,Tovihoto Ayemi,Naga Peoples Front,19834,16188,81.6 %,1838,11.4%
Dimapur-Ii,2,ST,Dimapur,S.I Jamir,Indian National Congress,46283,37328,80.7 %,1615,4.3%
Dimapur-Iii,3,ST,Dimapur,Tokheho,Indian National Congress,27611,24067,87.2 %,2031,8.4%
Ghaspani-I,4,ST,Dimapur,N.Jacob Zhimomi,Independent,58269,51542,88.5 %,1032,2.0%
Ghaspani-Ii,5,ST,Dimapur,Zhaleo Rio,Naga Peoples Front,30240,27177,89.9 %,2388,8.8%
Tenning,6,ST,Peren,Namri Nchang,Naga Peoples Front,28997,26491,91.4 %,1148,4.3%
Peren,7,ST,Peren,T.R.Zeliang,Naga Peoples Front,28032,24618,87.8 %,2636,10.7%
Western Angami,8,ST,Kohima,Kiyanilie Peseyie,Naga Peoples Front,16274,13507,83.0 %,1000,7.4%
Kohima Town,9,ST,Kohima,Dr. Neikiesalie Nicky Kire,Naga Peoples Front,29933,24301,81.2 %,6711,27.6%
Northern Angami-I,10,ST,Kohima,Khriehu Liezietsu,Naga Peoples Front,16411,14304,87.2 %,2160,15.1%
Northern Angami-Ii,11,ST,Kohima,Neiphiu Rio,Naga Peoples Front,19044,17939,94.2 %,12671,70.6%
Tseminyu,12,ST,Kohima,Er. Levi Rengma,Independent,25433,24490,96.3 %,768,3.1%
Pughoboto,13,ST,Kohima,Y. Vikheho Swu,Naga Peoples Front,12797,12130,94.8 %,2286,18.8%
Southern Angami-I,14,ST,Kohima,Vikho-O Yhoshu,Naga Peoples Front,13367,12334,92.3 %,4492,36.4%
Southern Angami-Ii,15,ST,Kohima,Kropol Vitsu,Naga Peoples Front,17046,15801,92.7 %,5451,34.5%
Pfutsero,16,ST,Phek,Neiba Kronu,Naga Peoples Front,21932,16548,75.5 %,717,4.3%
Chizami,17,ST,Phek,Deo Nukhu,Naga Peoples Front,17462,16566,94.9 %,442,2.7%
Chazouba,18,ST,Phek,Chotisuh Sazo,Naga Peoples Front,25682,24379,94.9 %,6401,26.3%
Phek,19,ST,Phek,Kuzholuzo Nienu,Naga Peoples Front,22226,20214,90.9 %,3888,19.2%
Meluri,20,ST,Phek,Yitachu,Naga Peoples Front,19464,18629,95.7 %,5551,29.8%
Tuli,21,ST,Mokokchung,Amenba Yaden,Independent,17633,16328,92.6 %,2749,16.8%
Arkakong,22,ST,Mokokchung,Nuklutoshi,Naga Peoples Front,16547,15638,94.5 %,1450,9.3%
Impur,23,ST,Mokokchung,Dr. Imtiwapang Aier,Indian National Congress,9970,9719,97.5 %,2525,26.0%
Angetyongpang,24,ST,Mokokchung,S.Chuba Longkumer,Independent,14753,13633,92.4 %,412,3.0%
Mongoya,25,ST,Mokokchung,Merentoshi R.Jamir,Naga Peoples Front,14690,12933,88.0 %,4683,36.2%
Aonglenden,26,ST,Mokokchung,Imtikumzuk,Indian National Congress,11888,10237,86.1 %,971,9.5%
Mokokchung Town,27,ST,Mokokchung,C.Apok Jamir,Indian National Congress,5788,4990,86.2 %,47,0.9%
Koridang,28,ST,Mokokchung,Imkong L.Imchen,Naga Peoples Front,18703,18101,96.8 %,5735,31.7%
Jangpetkong,29,ST,Mokokchung,Longrineken,Naga Peoples Front,10494,8751,83.4 %,156,1.8%
Alongtaki,30,ST,Mokokchung,Dr. Benjongliba,Naga Peoples Front,13712,12855,93.8 %,1491,11.6%
