#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
1,Kalka,1,GEN,Chander Mohan,Indian National Congress,196114,137231,70.0 %,20629,15.0%
2,Naraingarh,2,GEN,Raj Kumar,Haryana Vikas Party,108085,84481,78.2 %,8047,9.5%
3,Sadhaura,3,SC,Ramji Lal,Social Action Party,124992,97634,78.1 %,2067,2.1%
4,Chhachhrauli,4,GEN,Akram Khan,Independent,107664,93217,86.6 %,377,0.4%
5,Yamunanagar,5,GEN,Kamla Verma,Bharatiya Janta Party,157026,104052,66.3 %,17456,16.8%
6,Jagadhri,6,GEN,Subhash Chand,Haryana Vikas Party,120818,94830,78.5 %,6635,7.0%
7,Mullana,7,SC,Rishal Singh,Social Action Party,120273,88776,73.8 %,1662,1.9%
8,Ambala Cantonment,8,GEN,Anil,Independent,86756,58310,67.2 %,6090,10.4%
9,Ambala City,9,GEN,Faqir Chand,Bharatiya Janta Party,114794,76638,66.8 %,3670,4.8%
10,Naggal,10,GEN,Nirmal Singh,Independent,119409,93571,78.4 %,19660,21.0%
11,Indri,11,GEN,Bhim Sen,Independent,128013,100834,78.8 %,4232,4.2%
12,Nilokheri,12,GEN,Jai Singh,Indian National Congress,115489,90909,78.7 %,9582,10.5%
13,Karnal,13,GEN,Shashipal Mehta,Bharatiya Janta Party,143925,97878,68.0 %,8418,8.6%
14,Jundla,14,SC,Nafe Singh,Social Action Party,116733,81020,69.4 %,11252,13.9%
15,Gharaunda,15,GEN,Ramesh S/o Sulekh Chand,Bharatiya Janta Party,120189,87437,72.7 %,11,0.0%
16,Assandh,16,SC,Krishan Lal,Social Action Party,120428,78866,65.5 %,2493,3.2%
17,Panipat,17,GEN,Om Parkash,Independent,172359,120731,70.0 %,17615,14.6%
18,Sambhalka,18,GEN,Kartar Singh Bhadana,Haryana Vikas Party,120249,91518,76.1 %,2380,2.6%
19,Naultha,19,GEN,Bijender,Haryana Vikas Party,111756,82902,74.2 %,1123,1.4%
20,Shahabad,20,GEN,Kapoor Chand,Bharatiya Janta Party,114208,88245,77.3 %,7643,8.7%
21,Radaur,21,SC,Banta Ram,Social Action Party,109716,86045,78.4 %,9581,11.1%
22,Thanesar,22,GEN,Ashok Kumar,Social Action Party,135322,103456,76.5 %,4975,4.8%
23,Pehowa,23,GEN,Jasvinder Singh Sandhu,Social Action Party,123119,95092,77.2 %,13595,14.3%
24,Guhla,24,SC,Dillu Ram,Indian National Congress,127490,100263,78.6 %,2786,2.8%
25,Kaithal,25,GEN,Charan Dass,Social Action Party,114035,84720,74.3 %,4239,5.0%
26,Pundri,26,GEN,Narendra Sharma,Independent,112295,88010,78.4 %,1231,1.4%
