AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Uttarkashi,1,SC,Baldev Singh Arya,Independent,119911,37060,30.9 %,11445,30.9%
Tehri,2,GEN,Khushal Singh Rangarh,Indian National Congress (I),133369,42782,32.1 %,4115,9.6%
Deoprayag,3,GEN,Vidyasagar Nautiyal,Communist Party Of India,120417,30735,25.5 %,2768,9.0%
Lansdowne,4,GEN,Chandra Mohan Singh Negi,Indian National Congress (I),121589,49984,41.1 %,1262,2.5%
Pauri,5,GEN,Narendra Singh Bhandari,Independent,113880,35447,31.1 %,788,2.2%
Karanprayag,6,GEN,Shiva Nand Nautiyal,Independent,113222,34373,30.4 %,19211,55.9%
Badrikedar,7,GEN,Kunwar Singh Negi,Independent,132834,46057,34.7 %,6679,14.5%
Didihat,8,GEN,Charu Chandra Ojha,Indian National Congress (I),114572,32594,28.4 %,11495,35.3%
Pithoragarh,9,GEN,Narendra Singh Bist,Indian National Congress (I),117858,31359,26.6 %,5403,17.2%
Almora,10,GEN,Gobardhan,Indian National Congress (I),133380,50500,37.9 %,2881,5.7%
Bageswar,11,SC,Gopal Ram Das,Indian National Congress (I),107734,28332,26.3 %,14774,52.1%
Ranikhet,12,GEN,Jaswant Singh Bist,Independent,138503,29632,21.4 %,251,0.8%
Nainital,13,GEN,Shiv Narain Singh Negi,Indian National Congress (I),125071,45656,36.5 %,6207,13.6%
Khatima,14,SC,Bihari Lal,Indian National Congress (I),127202,48861,38.4 %,12026,24.6%
Haldwani,15,GEN,Akbar Ahmad,Indian National Congress (I),139084,68433,49.2 %,25378,37.1%
Kashipur,16,GEN,Satendra Chandra Guriya,Indian National Congress (I),128497,66211,51.5 %,1226,1.9%
Seohara,17,GEN,Sheo Nath Singh,Indian National Congress (I),137762,80987,58.8 %,10292,12.7%
Dhampur,18,GEN,Shiam Singh,Janata Party (SECULAR) - CH. CHARAN SINGH,139475,69648,49.9 %,6274,9.0%
Afzalgarh,19,GEN,Thamman Singh,Bharatiya Janta Party,139246,72778,52.3 %,297,0.4%
Nagina,20,SC,Bishan Lal,Indian National Congress (I),129267,52144,40.3 %,6710,12.9%
Nazibabad,21,SC,Rati Ram,Indian National Congress (I),131153,45866,35.0 %,4360,9.5%
Bijnor,22,GEN,Azizur Rahman,Indian National Congress (I),140786,61181,43.5 %,11530,18.8%
Chandpur,23,GEN,Ameer Uddin,Indian National Congress (U),144030,89599,62.2 %,12604,14.1%
Kanth,24,GEN,Ram Kishan,Indian National Congress (U),119984,64128,53.4 %,6625,10.3%
Amroha,25,GEN,Khursheed Ahmad,Indian National Congress (I),132291,71209,53.8 %,12380,17.4%
Hasanpur,26,GEN,Rais Uddin Warsi,Janata Party (SECULAR) - CH. CHARAN SINGH,132002,71553,54.2 %,5446,7.6%
Gangeshwari,27,SC,Jitender Pal Singh,Indian National Congress (I),121589,46030,37.9 %,5170,11.2%
Sambhal,28,GEN,Shariyatulla,Indian National Congress (I),126218,67486,53.5 %,4014,5.9%
Bahjoi,29,GEN,Sultan Singh,Janata Party (SECULAR) - CH. CHARAN SINGH,119501,60391,50.5 %,1537,2.5%
Chandausi,30,SC,Jiraj Singh Moria,Indian National Congress (I),126679,47496,37.5 %,6613,13.9%
Kundarki,31,GEN,Akbar Hussain,Janata Party (SECULAR) RAJ NARAIN,128127,66618,52.0 %,4007,6.0%
Moradabad West,32,GEN,Rajpal Singh,Indian National Congress (I),127397,67526,53.0 %,1892,2.8%
Moradabad,33,GEN,Hafiz Mohammad Siddiq,Indian National Congress (I),123279,64312,52.2 %,25664,39.9%
Moradabad Rural,34,GEN,Riasat Husain,Independent,122728,64945,52.9 %,5719,8.8%
Thakurdwara,35,GEN,Ram Pal Singh S/o Bhagwant Singh,Indian National Congress (I),125302,73690,58.8 %,760,1.0%
Suartanda,36,GEN,Balbir Singh,Bharatiya Janta Party,140706,70740,50.3 %,4519,6.4%
Rampur,37,GEN,Mohd. Azam Khan,Janata Party (SECULAR) - CH. CHARAN SINGH,135614,64525,47.6 %,1128,1.7%
Bilaspur,38,GEN,Chanchal Singh,Indian National Congress (I),158373,84058,53.1 %,10742,12.8%
Shahabad,39,SC,Banshi Dhar,Indian National Congress (I),142585,53844,37.8 %,817,1.5%
Bisauli,40,GEN,Babu Brij Ballabh,Indian National Congress (I),128836,70571,54.8 %,4603,6.5%
Gunnaur,41,GEN,Prem Wati,Janata Party (SECULAR) - CH. CHARAN SINGH,132933,61875,46.5 %,6366,10.3%
Sahaswan,42,GEN,Meer Mizhar Ali,Indian National Congress (I),136235,79686,58.5 %,6942,8.7%
Bilsi,43,SC,Kesho Ram,Indian National Congress (I),125026,51120,40.9 %,5088,10.0%
Budaun,44,GEN,Shrikrishana Goel,Indian National Congress (I),136003,71116,52.3 %,16244,22.8%
Usehat,45,GEN,Fakhre Alam,Indian National Congress (U),131797,75636,57.4 %,630,0.8%
Binawar,46,GEN,Abrar Ahmad,Indian National Congress (I),127918,66233,51.8 %,2450,3.7%
Dataganj,47,GEN,Santosh Kumari,Indian National Congress (I),127000,73855,58.2 %,8889,12.0%
Aonla,48,GEN,Kalyan Singh,Indian National Congress (I),129464,58816,45.4 %,8303,14.1%
Sunha,49,GEN,Rameshwar Nath Chaubey,Indian National Congress (I),120811,62063,51.4 %,8707,14.0%
Faridpur,50,SC,Nand Ram,Bharatiya Janta Party,123833,49834,40.2 %,3991,8.0%
Bareilly Cantonment,51,GEN,Ashfaq Ahmad,Indian National Congress (I),135057,64921,48.1 %,6712,10.3%
Bareilly City,52,GEN,Ram Singh Khanna,Indian National Congress (I),127489,59935,47.0 %,10428,17.4%
Nawabganj,53,GEN,Chet Ram Gangwar (Pachpera),Independent,120205,65450,54.4 %,1818,2.8%
Bhojipura,54,GEN,Bhanu Pratap Singh,Indian National Congress (I),124612,59490,47.7 %,9391,15.8%
Kabar,55,GEN,Jai Deep Singh,Independent,124414,66335,53.3 %,3231,4.9%
Baheri,56,GEN,Amba Prasad,Independent,132532,80940,61.1 %,1815,2.2%
Pilibhit,57,GEN,Charan Jit Singh,Indian National Congress (I),125171,60791,48.6 %,9436,15.5%
Barkhera,58,SC,Baboo Ram,Indian National Congress (I),123140,44845,36.4 %,8882,19.8%
Bisalpur,59,GEN,Tej Bahadur,Indian National Congress (I),129557,65292,50.4 %,13504,20.7%
Puranpur,60,GEN,Vinod Kumar,Indian National Congress (I),145580,75186,51.6 %,45,0.1%
Powayan,61,SC,Roop Ram,Indian National Congress (I),151064,57888,38.3 %,6135,10.6%
Nigohi,62,GEN,Jagdish Singh,Indian National Congress (I),131193,57069,43.5 %,8192,14.4%
Tilhar,63,GEN,Satya Pal Singh,Janata Party (SECULAR) - CH. CHARAN SINGH,141442,78657,55.6 %,10759,13.7%
Jalalabad,64,GEN,Udai Vir Singh,Indian National Congress (I),144839,72895,50.3 %,7520,10.3%
Dadraul,65,GEN,Nazir Ali,Janata Party (SECULAR) - CH. CHARAN SINGH,137478,72833,53.0 %,2422,3.3%
