AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
War-Jaintia,1,ST,Riang Lenon Tariang,United Democratic Party,21899,17198,78.5 %,710,4.1%
Rymbai,2,ST,Simon Siangshai,United Democratic Party,28480,25440,89.3 %,334,1.3%
Sutnga-Shangpung,3,ST,Oliverneat Chyrmang,United Democratic Party,20672,17149,83.0 %,1830,10.7%
Raliang,4,ST,Mishalan Suchiang,United Democratic Party,23462,20081,85.6 %,225,1.1%
Nartiang,5,ST,H. Britainwar Dan,United Democratic Party,22314,18379,82.4 %,2284,12.4%
Nongbah-Wahiajer,6,ST,Kyrmen Susngi,United Democratic Party,20873,17302,82.9 %,2746,15.9%
Jowai,7,ST,Singh Mulieh,United Democratic Party,21363,17666,82.7 %,212,1.2%
Mawhati,8,ST,Phingwell Muktieh,Indian National Congress,17912,14481,80.8 %,696,4.8%
Umroi,9,ST,E.K. Mawlong,United Democratic Party,23199,17591,75.8 %,3078,17.5%
Nongpoh,10,ST,D.D. Lapang,Indian National Congress,21220,16935,79.8 %,2504,14.8%
Jirang,11,ST,J.D. Rymbai,Indian National Congress,21424,14302,66.8 %,3518,24.6%
Mairang,12,ST,Kitdor Syiem,Indian National Congress,22175,17019,76.7 %,1290,7.6%
Nongspung,13,ST,John Anthony Lygdoh,United Democratic Party,21054,16391,77.9 %,1236,7.5%
Sohiong,14,ST,Rain Augustine Lyngdoh,United Democratic Party,22869,18471,80.8 %,344,1.9%
Mylliem,15,ST,Pynshai M. Syiem,Independent,19528,15124,77.4 %,606,4.0%
Malki-Nongthymmai,16,ST,Tony Cortis Lyngdoh,Indian National Congress,21426,12428,58.0 %,421,3.4%
Laitumkharah,17,ST,Robert Garnett Lyngdoh,Indian National Congress,17646,10013,56.7 %,2138,21.4%
Pynthorumkhrah,18,GEN,A.L. Hek,Bharatiya Janta Party,23537,14671,62.3 %,2505,17.1%
Jaiaw,19,ST,A.H. Scott Lyngdoh,United Democratic Party,15517,9981,64.3 %,2049,20.5%
Mawkhar,20,ST,Roshan Warjri,United Democratic Party,10749,6624,61.6 %,82,1.2%
Mawprem,21,GEN,Dhrubanath Joshi,Indian National Congress,18419,11064,60.1 %,1789,16.2%
Laban,22,GEN,Thrang Hok Rangad,Bharatiya Janta Party,14105,8739,62.0 %,507,5.8%
Mawlai,23,ST,Process T. Sawkmie,United Democratic Party,24097,16246,67.4 %,678,4.2%
Sohryngkham,24,ST,Sanbor Swell Lyngdoh,United Democratic Party,18727,13394,71.5 %,10,0.1%
Dienglieng,25,ST,Martle N. Mukhim,United Democratic Party,16823,12470,74.1 %,1382,11.1%
Nongkrem,26,ST,Elston Roy Kharkongor,People's Democratic Movement,18998,14390,75.7 %,986,6.9%
Lyngkyrdem,27,ST,B.B. Lyngdoh,United Democratic Party,18972,12088,63.7 %,817,6.8%
Nongshken,28,ST,Khan Khongdkhar,Indian National Congress,15757,11530,73.2 %,250,2.2%
