#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
1,Ratabari,1,SC,Subal Chandra Das,Indian National Congress,83886,44670,53.3 %,2923.0,6.5%
2,Patharkandi,2,GEN,Mian Udddin,Independent,80391,56021,69.7 %,1532.0,2.7%
3,Karimganj North,3,GEN,Ketaki Prasad Dutta,Indian National Congress,100190,52430,52.3 %,10094.0,19.3%
4,Karimganj South,4,GEN,Abdul Muqtadir Choudhury,Indian National Congress,87372,49711,56.9 %,4406.0,8.9%
5,Badarpur,5,GEN,Gulam Subhany Choudhury,Indian National Congress,75040,46295,61.7 %,7360.0,15.9%
6,Hailakandi,6,GEN,Abdul Muhib Mazumdar,Indian National Congress,72578,47711,65.7 %,4276.0,9.0%
7,Katlicherra,7,GEN,Tajamul Ali Laskar,Independent,76002,52550,69.1 %,4700.0,8.9%
8,Algapur,8,GEN,Maulana Abdul Jalil Choudhury,Indian National Congress,68514,39006,56.9 %,17417.0,44.7%
9,Silchar,9,GEN,Jagadish Chandra Choudhury,Indian National Congress,92195,57644,62.5 %,15156.0,26.3%
10,Sonai,10,GEN,Nurul Haque Choudhury,Indian National Congress,83876,63411,75.6 %,17295.0,27.3%
11,Dholai,11,SC,Sisir Ranjan Das,Indian National Congress,83100,39040,47.0 %,11087.0,28.4%
12,Udharbond,12,GEN,Jagannath Singh,Indian National Congress,71029,44281,62.3 %,11522.0,26.0%
13,Lakhipur,13,GEN,Dinesh Prasad Goala,Independent,84081,54041,64.3 %,1041.0,1.9%
14,Barkhola,14,GEN,Altaf Hossain Mazumdar,Indian National Congress,69315,51702,74.6 %,15091.0,29.2%
15,Katigora,15,GEN,Nepal Chandra Das,Indian National Congress,82464,55617,67.4 %,3719.0,6.7%
16,Haflong,16,ST,G. C. Langthase,Independent,52031,29201,56.1 %,4513.0,15.5%
17,Bokajan,17,ST,Rajen Timung,Indian National Congress,47837,18818,39.3 %,7533.0,40.0%
18,Howraghat,18,ST,Dorsingh Terang,Indian National Congress,52343,23797,45.5 %,3401.0,14.3%
19,Diphu,19,ST,Kaizasong,Independent,49666,25700,51.7 %,226.0,0.9%
20,Baithalangso,20,ST,Dhani Ram Rongpi,Indian National Congress,73981,22798,30.8 %,11948.0,52.4%
21,Mankachar,21,GEN,Zahirul Islam,Indian National Congress,64685,51385,79.4 %,8221.0,16.0%
22,Salmara South,22,GEN,Md. Bazlul Basit,Indian National Congress,68267,50168,73.5 %,13202.0,26.3%
23,Dhubri,23,GEN,Mohammad Umaruddin,Indian National Congress,71079,45915,64.6 %,16586.0,36.1%
24,Gauripur,24,GEN,Joynal Abedin,Indian National Congress,67295,41293,61.4 %,23893.0,57.9%
25,Golakganj,25,GEN,Kabir Chandra Roypradhani,Indian National Congress,69269,41219,59.5 %,8584.0,20.8%
26,Bilasipara West,26,GEN,Siraj Uddin,Indian National Congress,58494,40340,69.0 %,21244.0,52.7%
27,Bilasipara East,27,GEN,Rookmini Kanta Roye,Indian National Congress,75834,33667,44.4 %,8311.0,24.7%
28,Gossaigaon,28,GEN,Mithias Tudu,Indian National Congress,60064,41196,68.6 %,7571.0,18.4%
29,Kokrajhar West,29,ST,Ranendra Narayan Basumatary,Indian National Congress,63936,47113,73.7 %,15222.0,32.3%
30,Kokrajhar East,30,ST,Dambarudhar Brahma,Indian National Congress,62493,42146,67.4 %,927.0,2.2%
31,Sidli,31,ST,Luis Islari,Indian National Congress,77085,48315,62.7 %,6068.0,12.6%
32,Dudhnai,36,ST,Jagat Patgiri,Indian National Congress,69365,9311,13.4 %,5550.0,59.6%
33,Goalpara East,37,GEN,Mohammad Ali,Independent,63493,20156,31.7 %,2436.0,12.1%
34,Goalpara West,38,GEN,Hassanuddin Ahmed,Indian National Congress,64222,30790,47.9 %,20127.0,65.4%
35,Jaleswar,39,GEN,Afzalur Rahman,Indian Congress (SOCIALIST),59566,39144,65.7 %,592.0,1.5%
36,Sorbhog,40,GEN,Hemen Das,Communist Party Of India (MARXIST),71028,37414,52.7 %,1607.0,4.3%
37,Bhabanipur,41,GEN,Mir Abdul Halim,Indian National Congress,60599,17224,28.4 %,3017.0,17.5%
38,Patacharkuchi,42,GEN,Rabi Ram Das,Indian National Congress,77778,RU,,,
39,Barpeta,43,GEN,Ismail Hussain,Independent,75814,28155,37.1 %,14656.0,52.1%
40,Jania,44,GEN,Abdus Sobhan,Independent,57088,39560,69.3 %,6057.0,15.3%
41,Baghbar,45,GEN,Ibrahimali,Indian National Congress,53759,38151,71.0 %,8644.0,22.7%
42,Sarukhetri,46,GEN,Amir Hamcha Talukdar,Indian National Congress,75512,25551,33.8 %,2874.0,11.2%
43,Chenga,47,GEN,Danes Ali,Indian National Congress,50808,28887,56.9 %,7559.0,26.2%
44,Boko,48,SC,Upendra Das,Indian National Congress,72729,RU,,,
45,Chaygaon,49,GEN,Harendra Nath Talukdar,Indian National Congress,64493,17130,26.6 %,1888.0,11.0%
46,Palasbari,50,GEN,Mohan Basumatari,Indian National Congress,73291,RU,,,
47,Jalukbari,51,GEN,Shah Jalal Ali,Indian National Congress,66702,5989,9.0 %,2015.0,33.6%
48,Dispur,52,GEN,Tarini Mohan Barua,Indian National Congress,58419,6090,10.4 %,2273.0,37.3%
49,Gauhati East,53,GEN,Munin Sarmah,Indian National Congress,73850,1239,1.7 %,324.0,26.2%
