AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Simna,1,ST,Pranab Debbarma,Communist Party Of India (MARXIST),25049,18813,75.1 %,1537,8.2%
Mohanpur,2,GEN,Ratan Lal Nath,Indian National Congress,27350,22196,81.2 %,3317,14.9%
Bamutia,3,SC,Prakash Ch. Das,Indian National Congress,27434,22876,83.4 %,2180,9.5%
Barjala,4,GEN,Dipak Kr. Roy,Indian National Congress,39620,32512,82.1 %,2822,8.7%
Khayerpur,5,GEN,Pabitra Kar,Communist Party Of India (MARXIST),32696,27502,84.1 %,481,1.7%
Agartala,6,GEN,Sudip Roy Barman,Indian National Congress,42781,33646,78.6 %,2062,6.1%
Ramnagar,7,GEN,Surajit Datta,Indian National Congress,31373,25536,81.4 %,3441,13.5%
Town Bordowali,8,GEN,Ashok Kumar Bhattacharya,Indian National Congress,26756,21195,79.2 %,3692,17.4%
Banamalipur,9,GEN,Madhu Sudhan Saha,Indian National Congress,23720,18866,79.5 %,3232,17.1%
Majlishpur,10,GEN,Manik Dey,Communist Party Of India (MARXIST),29939,25356,84.7 %,860,3.4%
Mandaibazar,11,ST,Monoranjan Debbarma,Communist Party Of India (MARXIST),32942,25230,76.6 %,1544,6.1%
Takarjala,12,ST,Baijayanti Kalai,Communist Party Of India (MARXIST),26325,20016,76.0 %,6,0.0%
Pratapgarh,13,SC,Anil Sarkar,Communist Party Of India (MARXIST),49572,40981,82.7 %,2993,7.3%
Badharghat,14,GEN,Dilip Sarkar,Indian National Congress,49098,39994,81.5 %,1549,3.9%
Kamalasagar,15,GEN,Narayan Chandra Chowdhury,Communist Party Of India (MARXIST),27001,22329,82.7 %,611,2.7%
Bishalgarh,16,GEN,Samir Ranjan Barman,Indian National Congress,25910,21254,82.0 %,1798,8.5%
Golaghati,17,ST,Niranjan Debbarma,Communist Party Of India (MARXIST),28228,22692,80.4 %,949,4.2%
Charilam,18,ST,Narayan Rupini,Communist Party Of India (MARXIST),28308,22616,79.9 %,1006,4.4%
Boxanagar,19,GEN,Billal Mia,Indian National Congress,24245,21607,89.1 %,463,2.1%
Nalchar,20,SC,Sukumar Barman,Communist Party Of India (MARXIST),24447,21153,86.5 %,3662,17.3%
Sonamura,21,GEN,Subal Rudra,Communist Party Of India (MARXIST),25427,22098,86.9 %,689,3.1%
Dhanpur,22,GEN,Manik Sarkar,Communist Party Of India (MARXIST),28052,24230,86.4 %,3103,12.8%
Ramchandraghat,23,ST,Padma Kumar Deb Barma,Communist Party Of India (MARXIST),19629,12910,65.8 %,6588,51.0%
Khowai,24,GEN,Samir Deb Sarkar,Communist Party Of India (MARXIST),24753,21244,85.8 %,631,3.0%
Asharambari,25,ST,Sandhya Rani Deb Barma,Communist Party Of India (MARXIST),23553,17473,74.2 %,9249,52.9%
Pramodenagar,26,ST,Aghore Deb Barma,Communist Party Of India (MARXIST),28638,22406,78.2 %,4902,21.9%
Kalyanpur,27,GEN,Kajal Chandra Das,Independent,24308,19775,81.4 %,2114,10.7%
Krishnapur,28,ST,Khagendra Jamatia,Communist Party Of India (MARXIST),25753,18611,72.3 %,3253,17.5%
Teliamura,29,GEN,Jitendra Sarkar,Communist Party Of India (MARXIST),28827,22798,79.1 %,332,1.5%
Bagma,30,ST,Rati Mohan Jamatia,Tripura Upajati Juba Samity,27184,22555,83.0 %,607,2.7%
Salgarh,31,SC,Gopal Chandra Das,Revolutionary Socialist Party,27965,23570,84.3 %,2132,9.0%
Radhakishorepur,32,GEN,Joy Gobinda Deb Roy,Revolutionary Socialist Party,27388,21963,80.2 %,187,0.9%
Matarbari,33,GEN,Kashiram Reang,Indian National Congress,28622,24283,84.8 %,845,3.5%
Kakraban,34,GEN,Keshab Majumder,Communist Party Of India (MARXIST),26489,21971,82.9 %,3641,16.6%
Rajnagar,35,SC,Sudhan Das,Communist Party Of India (MARXIST),32448,28485,87.8 %,6518,22.9%
Belonia,36,GEN,Basudev Majumder,Communist Party Of India (MARXIST),27475,24077,87.6 %,1857,7.7%
Santirbazar,37,ST,Durbajoy Reang,Communist Party Of India,30937,25813,83.4 %,93,0.4%
Hrishyamukh,38,GEN,Badal Choudhury,Communist Party Of India (MARXIST),27838,24475,87.9 %,8493,34.7%
Jolaibari,39,ST,Gitamohan Tripura,Communist Party Of India (MARXIST),21698,18320,84.4 %,6060,33.1%
