AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Khundrakpam,1,GEN,Yumlembam Kulla,Communist Party Of India (MARXIST),15710,11159,71.0 %,596,5.3%
Heingang,2,GEN,Waikhom Jagor,Independent,13926,11915,85.6 %,1001,8.4%
Khurai,3,GEN,Chandam Nanihar,Manipur Peoples Party,14493,11682,80.6 %,185,1.6%
Khetrigao,4,GEN,Muhammaddin,Indian National Congress (U),14683,12413,84.5 %,316,2.5%
Thongju,5,GEN,Oinam Tomba,Independent,14638,12446,85.0 %,939,7.5%
Keirao,6,GEN,Abdul Matalip,Independent,14168,11894,83.9 %,280,2.4%
Andro,7,GEN,Lait0ngbam Amujao,Indian National Congress (U),16816,13982,83.1 %,1201,8.6%
Lamlai,8,GEN,Pheiroijam Parijat,Communist Party Of India,13664,10440,76.4 %,1083,10.4%
Thangmeiband,9,GEN,K. Radhabinod,Independent,15540,10379,66.8 %,445,4.3%
Uripok,10,GEN,Paonam Achow,Independent,11372,8215,72.2 %,898,10.9%
Sagolband,11,GEN,M. Kumar,Manipur Peoples Party,13460,10099,75.0 %,728,7.2%
Keisamthong,12,GEN,Lasihram Manobi,Manipur Peoples Party,16600,13300,80.1 %,349,2.6%
Singjamei,13,GEN,I. Tompok Singh,Indian National Congress (U),12561,10018,79.8 %,543,5.4%
Yaiskul,14,GEN,R. K. Dorendra,Indian National Congress (I),14377,11017,76.6 %,1865,16.9%
Wangkhei,15,GEN,Yumkham Irabot,Janta Party,17415,12975,74.5 %,1138,8.8%
Sekmai,16,SC,Kh. Chaoba,Janta Party,12849,10599,82.5 %,988,9.3%
Lamsang,17,GEN,Phuritsabam Sagar Singh,Independent,14891,12426,83.4 %,69,0.6%
Konthoujam,18,GEN,Hemam Lokhon,Indian National Congress (I),14554,12762,87.7 %,130,1.0%
Patsoi,19,GEN,Leisangthem Chandramani,Janta Party,15352,12426,80.9 %,507,4.1%
Langthabal,20,GEN,Okram Joy,Janta Party,13501,11428,84.6 %,584,5.1%
Naoriya Pakhanglakpa,21,GEN,Wahengam Angau,Indian National Congress (U),16392,14127,86.2 %,1140,8.1%
Wangoi,22,GEN,Chungkhom Rajmuhon,Indian National Congress (I),12928,11538,89.2 %,686,5.9%
Mayang Imphal,23,GEN,Khunujam Amutombi,Indian National Congress (I),15475,12909,83.4 %,1774,13.7%
Nambol,24,GEN,Th. Chaoba,Janta Party,15417,14082,91.3 %,172,1.2%
Oinam,25,GEN,Yamnam Yaima Singh,Janta Party,14109,12632,89.5 %,222,1.8%
Bishenpur,26,GEN,Khundrakpam Pulinkant Singh,Indian National Congress (U),14530,12649,87.1 %,274,2.2%
Moirang,27,GEN,Mairembam Koireng,Janta Party,18577,15257,82.1 %,470,3.1%
Thanga,28,GEN,Haojam Kangjamba Singh,Independent,11440,10338,90.4 %,753,7.3%
Kumbi,29,GEN,Khangembam Manimohan Singh,Indian National Congress (I),14527,11661,80.3 %,7,0.1%
Lilong,30,GEN,Md. Helaluddin Khan,Indian National Congress (I),14598,12841,88.0 %,2949,23.0%
Thoubal,31,GEN,Thodam Krishna,Manipur Peoples Party,15658,14026,89.6 %,68,0.5%
Wangkhem,32,GEN,Pangambam Munal,Independent,15149,13363,88.2 %,790,5.9%
Heirok,33,GEN,Moirangthem Ibotombi,Janta Party,14730,12906,87.6 %,182,1.4%
Wangjing Tentha,34,GEN,Laishram Saratchandra,Independent,14809,12872,86.9 %,789,6.1%
Khangabo,35,GEN,Thokehom Achouba,Communist Party Of India,15529,12891,83.0 %,327,2.5%
Wabgai,36,GEN,Abdul Salam,Independent,14868,12530,84.3 %,740,5.9%
Kakching,37,GEN,Kshetri Irabot,Communist Party Of India,13596,11679,85.9 %,449,3.8%
Hiyanglam,38,GEN,Elangbam Babudhon,Communist Party Of India,14604,12558,86.0 %,460,3.7%
Sugnoo,39,GEN,Mayanglambam Nila Singh,Communist Party Of India,14593,12631,86.6 %,913,7.2%
Jiribam,40,GEN,Devendra Singh,Independent,14117,10671,75.6 %,3728,34.9%
Chandel,41,ST,Satkholal,Kuki National Assembly,21036,18277,86.9 %,2824,15.5%
Tengnoupal,42,ST,Jainson Haokip,Kuki National Assembly,17990,14742,81.9 %,1543,10.5%
Phungyar,43,ST,Rishang Keishing,Indian National Congress (I),15521,11889,76.6 %,2395,20.1%
Ukhrul,44,ST,Yangmaso Shaiza,Janta Party,16693,12927,77.4 %,1151,8.9%
Chingai,45,ST,Somi A. Shimray,Janta Party,17555,13696,78.0 %,412,3.0%
Saikul,46,ST,Holkholet Khongsai,Indian National Congress (U),17484,13366,76.4 %,320,2.4%
Karong,47,ST,Vio,Independent,20441,16964,83.0 %,1650,9.7%
Mao,48,ST,Soshow Lorho,Indian National Congress (I),21578,19414,90.0 %,1321,6.8%
Tadubi,49,ST,Luikang,Independent,19270,16214,84.1 %,1311,8.1%
Kangpokpi,50,GEN,Kishore Thapa,Indian National Congress (I),12838,11498,89.6 %,2120,18.4%
Saitu,51,ST,L. S. John,Independent,17149,14547,84.8 %,119,0.8%
Tamei,52,ST,I. D. Dijuanang,Indian National Congress (I),15413,12022,78.0 %,2157,17.9%
Tamenglong,53,ST,K. Huriang,Independent,12944,9451,73.0 %,1275,13.5%
Nungba,54,ST,Saikhangam,Independent,12280,9459,77.0 %,737,7.8%
Tipaimukh,55,ST,Mgurdinglien,Indian National Congress (I),11172,9143,81.8 %,316,3.5%
Thanlon,56,ST,Phungzathang,Indian National Congress (I),13496,10755,79.7 %,1920,17.9%
Henglep,57,ST,Holkhomang,Independent,15784,13149,83.3 %,142,1.1%
Churachandpur,58,ST,K. Vungzalian,Independent,14119,11190,79.3 %,1200,10.7%
Saikot,59,ST,Ngulkhohau,Independent,16126,13467,83.5 %,905,6.7%
Singhat,60,ST,Thangkhanlal,Indian National Congress (I),14163,11498,81.2 %,336,2.9%
