AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Uttarkashi,1,SC,Barfia Lal,Janta Party,111594,34056,30.5 %,4820,14.2%
Tehri,2,GEN,Govind Singh Negi,Communist Party Of India,121831,32843,27.0 %,1836,5.6%
Deoprayag,3,GEN,Indramani Badoni,Independent,111482,34015,30.5 %,5488,16.1%
Lansdowne,4,GEN,Bharat Singh,Janta Party,117920,33255,28.2 %,7326,22.0%
Pauri,5,GEN,Bhagwati Charan Nirmohi,Janta Party,107273,26150,24.4 %,4321,16.5%
Karanprayag,6,GEN,Shivanand Nautiyal,Janta Party,106017,25034,23.6 %,11860,47.4%
Badrikedar,7,GEN,Pratap Singh,Janta Party,122198,42972,35.2 %,13762,32.0%
Didihat,8,GEN,Narayan Singh Bhainsora,Janta Party,104122,30613,29.4 %,6081,19.9%
Pithoragarh,9,GEN,Kamal Kishan Pandey,Janta Party,110211,30416,27.6 %,2454,8.1%
Almora,10,GEN,Shoban Singh Jina,Janta Party,123833,39936,32.2 %,11690,29.3%
Bageshwar,11,SC,Pooran Chandra,Janta Party,98222,29197,29.7 %,1514,5.2%
Ranikhet,12,GEN,Govind Singh Mehra,Janta Party,136681,36535,26.7 %,2110,5.8%
Nainital,13,GEN,Ram Datt Joshi,Janta Party,108104,44284,41.0 %,80,0.2%
Khatima,14,GEN,Srichandra,Janta Party,112816,37830,33.5 %,1525,4.0%
Haldwani,15,GEN,Deo Bahadur Singh,Indian National Congress,113222,56444,49.9 %,8320,14.7%
Kashipur,16,GEN,Narain Datt,Indian National Congress,106883,65941,61.7 %,7418,11.2%
Seohara,17,GEN,Abdul Waheed,Janta Party,120911,73433,60.7 %,9876,13.4%
Dhampur,18,GEN,Haripal Singh Shastri,Janta Party,122297,62809,51.4 %,694,1.1%
Afzalgarh,19,GEN,M. Jaleel Ahmad,Janta Party,118885,62103,52.2 %,963,1.6%
Nagina,20,SC,Mangal Ram Premi,Janta Party,113427,51708,45.6 %,4718,9.1%
Nazibabad,21,SC,Mukandi Singh,Janta Party,119256,46731,39.2 %,13274,28.4%
Bijnor,22,GEN,Kunwar Satya Vir,Janta Party,121016,68051,56.2 %,20633,30.3%
Chandpur,23,GEN,Dharam Vir Singh,Janta Party,124375,74414,59.8 %,7825,10.5%
Kanth,24,GEN,Hargovind Singh,Janta Party,102385,53319,52.1 %,2529,4.7%
Amroha,25,GEN,Leelwat Singh,Janta Party,116574,66049,56.7 %,5467,8.3%
Hasanpur,26,GEN,Rama Shanker Kaushik,Janta Party,117573,70632,60.1 %,11751,16.6%
Gangeshwari,27,SC,Hardev Singh,Janta Party,110490,44248,40.0 %,6581,14.9%
Sambhal,28,GEN,Shafiqur-Rehman Barq,Janta Party,113952,66985,58.8 %,1424,2.1%
Bahjoi,29,GEN,Sultan Singh,Janta Party,109701,56399,51.4 %,1565,2.8%
Chandausi,30,SC,Karan Singh,Janta Party,111922,36851,32.9 %,6136,16.7%
Kundarki,31,GEN,Akbar Husain,Janta Party,108208,48634,44.9 %,10192,21.0%
Moradabad West,32,GEN,Khiali Ram Shastri,Janta Party,110980,48387,43.6 %,3010,6.2%
Moradabad,33,GEN,Dinesh Chandra Rastogi,Janta Party,115164,47621,41.4 %,11350,23.8%
Moradabad Rural,34,GEN,Riyasat Husain,Independent,106711,52021,48.7 %,1219,2.3%
Thakurdwara,35,GEN,Mukeemur Rehman,Janta Party,110556,61431,55.6 %,10210,16.6%
Suartanda,36,GEN,Maqbool Ahmad,Indian National Congress,127557,55802,43.7 %,4453,8.0%
Rampur,37,GEN,Manzoor Ali Khan Alias Shannu Khan,Indian National Congress,127171,65119,51.2 %,8353,12.8%
Bilaspur,38,GEN,Sohan Lal,Janta Party,143961,66541,46.2 %,4200,6.3%
Shahabad,39,SC,Jagan Singh,Janta Party,128783,49715,38.6 %,8895,17.9%
Bisauli,40,GEN,Brij Ballabh,Independent,116840,57780,49.5 %,1918,3.3%
Gunnour,41,GEN,Sheoraj Singh,Independent,129351,66402,51.3 %,23892,36.0%
Sahaswan,42,GEN,Naresh Pal Singh Yadav,Janta Party,125467,44874,35.8 %,4813,10.7%
Bilsi,43,SC,Son Pal Alias Sphan Lal Pippal,Janta Party,117230,55854,47.6 %,2271,4.1%
