AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Uttarkashi,1,SC,Baldeo Singh Arya,Indian National Congress,138874,55258,39.8 %,20000.0,36.2%
Tehri,2,GEN,Lokendra Dutt Saklani,Indian National Congress,153130,59801,39.1 %,8990.0,15.0%
Deoprayag,3,GEN,Shurvir Singh Sajwaya,Indian National Congress,135198,47333,35.0 %,17011.0,35.9%
Lansdowne,4,GEN,Surendra Singh,Indian National Congress,141077,67831,48.1 %,5945.0,8.8%
Pauri,5,GEN,Pushkar Singh,Indian National Congress,130353,53427,41.0 %,16862.0,31.6%
Karanprayag,6,GEN,Shiva Nand Nautiyal,Lok Dal,130347,61354,47.1 %,5326.0,8.7%
Badrikedar,7,GEN,Santan Barthwal,Indian National Congress,155275,71575,46.1 %,4252.0,5.9%
Didihat,8,GEN,Kashi Singh,Independent,129255,51149,39.6 %,3055.0,6.0%
Pithoragarh,9,GEN,Kamal Kishan Pandey,Janta Party,133250,42520,31.9 %,2529.0,5.9%
Almora,10,GEN,Saraswati Devi,Indian National Congress,145713,51534,35.4 %,8393.0,16.3%
Bageshwar,11,SC,Gopal Ram Das,Indian National Congress,124469,43013,34.6 %,15987.0,37.2%
Ranikhet,12,GEN,Pooran Singh,Indian National Congress,152612,54021,35.4 %,22807.0,42.2%
Nainital,13,GEN,Kishan Singh Taragi,Indian National Congress,136659,60963,44.6 %,33718.0,55.3%
Khatima,14,GEN,Suresh Chandra,Indian National Congress,159735,68397,42.8 %,42528.0,62.2%
Haldwani,15,GEN,Moti Ram,Indian National Congress,179234,73736,41.1 %,30988.0,42.0%
Kashipur,16,GEN,Narayan Dutt,Indian National Congress,156361,85471,54.7 %,48808.0,57.1%
Seohara,17,GEN,Shiv Nath Singh,Indian National Congress,152722,87050,57.0 %,2384.0,2.7%
Dhampur,18,GEN,Basant Singh,Indian National Congress,150025,64324,42.9 %,3403.0,5.3%
Afzalgarh,19,GEN,Mohmoodul Hasan Ansari,Indian National Congress,150491,92664,61.6 %,23267.0,25.1%
Nagina,20,SC,Omwati,Indian National Congress,139939,68343,48.8 %,18984.0,27.8%
Nazibabad,21,SC,Sukkam Singh,Indian National Congress,146670,61915,42.2 %,9799.0,15.8%
Bijnor,22,GEN,Azizur Rahman,Indian National Congress,154195,93967,60.9 %,3681.0,3.9%
Chandpur,23,GEN,Ku. Devendra Singh,Indian National Congress,163379,99437,60.9 %,7889.0,7.9%
Kanth,24,GEN,Samar Pal Singh,Indian National Congress,134839,76569,56.8 %,11056.0,14.4%
Amroha,25,GEN,Mohd Hayat,Lok Dal,149231,91558,61.4 %,180.0,0.2%
Hasanpur,26,GEN,Kaushik Rama Shankar,Indian Congress (J),147178,96682,65.7 %,405.0,0.4%
