#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
1,Ichapuram,1,GEN,Bendalam Venkatesam Sarma,Janta Party,83247,62585,75.2 %,14446,23.1%
2,Sompeta,2,GEN,Gouthu Latchanna,Janta Party,91272,74780,81.9 %,14000,18.7%
3,Tekkali,3,GEN,Bammaidi Narayanaswami,Janta Party,90959,68871,75.7 %,13704,19.9%
4,Harishchandra,4,GEN,Appalanarasimha Bugata Kennapalli,Indian National Congress,89545,63029,70.4 %,2311,3.7%
5,Narasannapeta,5,GEN,Dola Seetaramulu,Indian National Congress (I),84082,66507,79.1 %,5726,8.6%
6,Patapatnam,6,GEN,Kalamata Mohanarao,Independent,85052,64006,75.3 %,824,1.3%
7,Kothuru,7,ST,Viswasarai Narasimharao,Janta Party,91401,58807,64.3 %,3593,6.1%
8,Naguru,8,ST,Satrucharala Vijaya Rama Raju,Janta Party,84166,53152,63.2 %,1533,2.9%
9,Parvathipuram,9,GEN,Parasuramnaidu Chikati,Janta Party,82282,65893,80.1 %,14823,22.5%
10,Salur,10,ST,S. R. T. P. S. Veerapa Raju,Communist Party Of India,78094,56227,72.0 %,4649,8.3%
11,Bobbili,11,GEN,Kolli Venkata Kurmi Naidu,Janta Party,84650,71204,84.1 %,13477,18.9%
12,Therlam,12,GEN,Vasireddi Varada Ramarao,Indian National Congress,97045,79450,81.9 %,2289,2.9%
13,Vunukuru,13,GEN,Babu Parankusam Mudili,Janta Party,95850,75693,79.0 %,6587,8.7%
14,Palakonda,14,SC,Kambala Rajaratnam,Janta Party,79350,55433,69.9 %,11758,21.2%
15,Amadalavalasa,15,GEN,Srinamamurthy Pydi,Indian National Congress,83276,64910,77.9 %,3375,5.2%
16,Srikakulam,16,GEN,Challa Lakshminarayana,Janta Party,96721,73224,75.7 %,7087,9.7%
17,Etcherla,17,SC,Kothapalli Narasayya,Janta Party,86150,56487,65.6 %,9791,17.3%
18,Cheepurupalli,18,GEN,Chigilipalli Syamalarao,Indian National Congress (I),95041,70073,73.7 %,10909,15.6%
19,Gajapathinagaram,19,GEN,Vangapandu Narayanappala Naidu,Janta Party,90161,75600,83.9 %,3146,4.2%
20,Vizianagaram,20,GEN,Shree Ashok Gajapathi Raju Poosapati,Janta Party,88805,68600,77.2 %,26085,38.0%
21,Sathivada,21,GEN,Sambiasivaraju Penumatcha,Indian National Congress,87812,72131,82.1 %,22082,30.6%
22,Bhogapuram,22,GEN,Appadudora Kommuru,Indian National Congress,82036,61615,75.1 %,11441,18.6%
23,Bheemunipatnam,23,GEN,Datla Jagannadha Raju,Indian National Congress (I),96472,68235,70.7 %,21355,31.3%
24,Visakhapatnam-I,24,GEN,Sunkari Alwar Das,Indian National Congress (I),78346,53876,68.8 %,2422,4.5%
25,Visakhapatnam-Ii,25,GEN,N. S. N. Reddy,Janta Party,107285,74568,69.5 %,11567,15.5%
26,Pendurthi,26,GEN,Gudivada Appanna,Indian National Congress (I),102350,72547,70.9 %,10047,13.8%
27,Uttarapalli,27,GEN,Vijaya Raghava Satyanarayana Padmanabha Raju Kakarlapudi,Indian National Congress (I),89840,71549,79.6 %,1583,2.2%
28,Srungavarapukota,28,ST,Sanyasidora Duru,Indian National Congress (I),99566,61958,62.2 %,5363,8.7%
29,Paderu,29,ST,Giddi Appalanaidu,Janta Party,88148,26227,29.8 %,2507,9.6%
30,Madugula,30,GEN,Kuracha Ramunaidu,Independent,99072,71149,71.8 %,437,0.6%
31,Chodavaram,31,GEN,Seetharama Sastri Emani,Janta Party,109220,83395,76.4 %,12066,14.5%
32,Anakapalli,32,GEN,Koduganti Govindrao,Communist Party Of India,93208,70006,75.1 %,8437,12.1%
33,Paravada,33,GEN,Bhattam Sri Rama Murty,Indian National Congress,95367,67829,71.1 %,13492,19.9%
34,Elamanchili,34,GEN,Veesamu Sanyasinayudu,Indian National Congress,97794,74461,76.1 %,8667,11.6%
35,Payakaraopeta,35,SC,Maruthi Adeyya,Indian National Congress (I),87590,52053,59.4 %,15467,29.7%
36,Narsipatnam,36,GEN,Gopatrudu Bolem,Indian National Congress,96125,79420,82.6 %,8560,10.8%
37,Chintapalli,37,ST,Kondalarao Depuru,Indian National Congress,91075,47997,52.7 %,3656,7.6%
38,Yellavaram,38,ST,Gorrela Prakasa Rao,Indian National Congress (I),83132,43977,52.9 %,14194,32.3%
39,Burugupudi,39,GEN,Padma Raju Varrey,Indian National Congress (I),101217,83125,82.1 %,2907,3.5%
40,Rajahmundry,40,GEN,Tadavarthi Satyavathi,Indian National Congress (I),101345,75933,74.9 %,15432,20.3%
41,Kadiam,41,GEN,Ammiraju Patamsetti,Janta Party,105882,84355,79.7 %,587,0.7%
42,Jaggampeta,42,GEN,Pantham Padamanabham,Indian National Congress (I),100328,79415,79.2 %,9883,12.4%
43,Peddapuram,43,GEN,Vundavalli Narayanamurthy,Indian National Congress (I),98148,76244,77.7 %,20220,26.5%
44,Prathipadu,44,GEN,Mudragada Padmanabham,Janta Party,105294,82879,78.7 %,10262,12.4%
45,Tuni,45,GEN,Vijayalakshmidevi Meerrja Nallaparaju,Indian National Congress,104162,78321,75.2 %,10652,13.6%
46,Pithapuram,46,GEN,Koppana Venkata Chandra Mohanarao,Indian National Congress (I),85540,66028,77.2 %,4900,7.4%
47,Sampara,47,GEN,Venkatramana Matta,Indian National Congress (I),103737,79295,76.4 %,15887,20.0%
48,Kakinada,48,GEN,Malladi Swamy,Indian National Congress (I),110642,76829,69.4 %,11756,15.3%
49,Tallarevu,49,GEN,Suryanarayana Biruda,Janta Party,95367,74971,78.6 %,8606,11.5%
50,Anaparthy,50,GEN,Padala Ammi Reddy,Janta Party,91047,76267,83.8 %,14279,18.7%
51,Ramachandrapuram,51,GEN,Apparao Pilli,Independent,99686,77045,77.3 %,261,0.3%
52,Alamuru,52,GEN,S. Venkata Reddy,Indian National Congress (I),105938,87420,82.5 %,6537,7.5%
53,Mummidivaram,53,SC,Moka Sri Vishnu Prasada Rao,Indian National Congress (I),104699,74221,70.9 %,13228,17.8%
54,Allavaram,54,SC,Venkatapathi Devarapalli,Indian National Congress (I),88715,62664,70.6 %,8569,13.7%
55,Amalapuram,55,GEN,Venkata Sri Rama Rao Palacholla,Janta Party,89001,73624,82.7 %,2408,3.3%
56,Kothapeta,56,GEN,Manthena Venkata Surya Subharaju,Janta Party,88852,74725,84.1 %,3569,4.8%
57,Nagaram,57,SC,Ganapathi Rao Neethipudi,Indian National Congress (I),92311,71005,76.9 %,14504,20.4%
58,Razole,58,GEN,Rudraraju Ramalingaraju,Indian National Congress,91694,74505,81.3 %,20340,27.3%
59,Narasapur,59,GEN,Sheshavataram Parakala,Indian National Congress (I),102620,80726,78.7 %,11834,14.7%
60,Palacole,60,GEN,Vardhineedi Satyanarayana,Indian National Congress (I),93089,70855,76.1 %,13063,18.4%
61,Achanta,61,SC,Kota Dhana Raju,Indian National Congress (I),96064,74025,77.1 %,17882,24.2%
62,Bhimavaram,62,GEN,Kalidindi Vijayayanarasimha Raju,Indian National Congress (I),109457,81885,74.8 %,15230,18.6%
63,Undi,63,GEN,Gottumukkala Rama Chandraraju,Indian National Congress (I),101521,81912,80.7 %,12206,14.9%
64,Penugonda,64,GEN,Jakkamsetti Venkateswararao,Indian National Congress (I),92932,72587,78.1 %,7422,10.2%
65,Tanuku,65,GEN,Kantioydu Appa Rao,Indian National Congress (I),99787,79290,79.5 %,14062,17.7%
66,Attili,66,GEN,Indukuri Ramakrishanam Raju,Indian National Congress (I),103978,80517,77.4 %,8904,11.1%
67,Tadepalligudem,67,GEN,Chintalapati Seeta Rama Chandra Vara Prasada Murty Raju,Indian National Congress (I),110260,84218,76.4 %,7673,9.1%
68,Ungutur,68,GEN,Kadiyala Satyanarayana,Indian National Congress (I),108725,82254,75.7 %,16372,19.9%
69,Dendulur,69,GEN,Neelam Charles,Indian National Congress (I),89587,71846,80.2 %,7900,11.0%
70,Eluru,70,GEN,Surya Prakasa Rao Nalabati,Indian National Congress (I),106306,78080,73.4 %,10712,13.7%
71,Gopalpuram,71,SC,Desari Sarojini Devi,Indian National Congress (I),98585,72210,73.2 %,21479,29.7%
72,Kovvur,72,GEN,Munshi Abdul Aziz,Indian National Congress (I),106459,85402,80.2 %,1618,1.9%
73,Polavaram,73,ST,Nagabhushanam Rasaputra,Indian National Congress (I),87136,60331,69.2 %,24399,40.4%
74,Chintalapudi,74,GEN,Gadde Venkateswara Rao,Indian National Congress (I),95141,80770,84.9 %,5256,6.5%
75,Jaggayyapet,75,GEN,Ramarao Bodduluru,Indian National Congress (I),90467,71934,79.5 %,7711,10.7%
76,Nandigama,76,GEN,Mukkapati Venkateswara Rao,Janta Party,95396,78206,82.0 %,7278,9.3%
77,Vijayawada West,77,GEN,Pothina Chinna,Indian National Congress (I),118309,89264,75.4 %,4389,4.9%
78,Vijayawada East,78,GEN,Nadendla Bhaskar Rao,Indian National Congress (I),98227,68337,69.6 %,3114,4.6%
79,Kankipadu,79,GEN,Koneru Ranga Rao,Indian National Congress (I),104674,78693,75.2 %,9754,12.4%
80,Mylavaram,80,GEN,Chanamolu Venkata Rao,Indian National Congress,94056,76653,81.5 %,5320,6.9%
81,Tiruvuru,81,SC,Vakkalagadda Adamu,Indian National Congress (I),92331,76176,82.5 %,5284,6.9%
82,Nuzvid,82,GEN,Paladag Venkata Rao,Indian National Congress (I),98660,82144,83.3 %,19188,23.4%
83,Gannavaram,83,GEN,Puchalapalli Sindarayya,Communist Party Of India (MARXIST),86734,73630,84.9 %,17512,23.8%
84,Vuyyur,84,GEN,Vadde Sohanadreeswara Rao,Janta Party,85693,71322,83.2 %,7071,9.9%
85,Gudivada,85,GEN,Katari Satyanarayanarao,Indian National Congress (I),105881,78086,73.7 %,5824,7.5%
86,Mudinepalli,86,GEN,Pinnamaneni Koteswara Rao,Indian National Congress,93111,79631,85.5 %,11832,14.9%
87,Kaikalur,87,GEN,Kanumuru Bapiraju,Independent,90510,73188,80.9 %,46,0.1%
88,Malleswaram,88,GEN,Buragadda Niranjana Rao,Janta Party,94048,76472,81.3 %,3222,4.2%
89,Bandar,89,GEN,Vaddi Ranga Rao,Janta Party,103099,76305,74.0 %,1902,2.5%
90,Nidumolu,90,SC,Guturu Bapanayya,Communist Party Of India (MARXIST),98325,75906,77.2 %,19836,26.1%
91,Avanigadda,91,GEN,Mandali Venkata Krishna Rao,Indian National Congress,84846,70208,82.7 %,487,0.7%
92,Kuchinapudi,92,GEN,Evuru Subba Rao,Janta Party,87044,68324,78.5 %,5268,7.7%
93,Repalle,93,GEN,Koratala Satyanarayana,Communist Party Of India (MARXIST),85888,66937,77.9 %,3473,5.2%
94,Vemur,94,GEN,Yadalapati Venkatrao,Indian National Congress (I),105050,82095,78.1 %,506,0.6%
95,Duggirala,95,GEN,G.Vedantha Rao,Indian National Congress (I),99398,76238,76.7 %,1070,1.4%
96,Tenali,96,GEN,Indira Doddapaneni,Janta Party,96111,78208,81.4 %,2010,2.6%
97,Ponnur,97,GEN,Nageswara Rao Gogineni,Indian National Congress (I),100592,71523,71.1 %,7452,10.4%
98,Bapatla,98,GEN,Kona Prabhakara Rao,Indian National Congress (I),111272,87507,78.6 %,189,0.2%
99,Prathipad,99,GEN,Lakshinarayana Reddy Karumuru,Indian National Congress (I),97584,73089,74.9 %,1258,1.7%
100,Guntur-I,100,GEN,Eswara Rao Lingamsetty,Indian National Congress (I),111383,81168,72.9 %,15560,19.2%
101,Guntur-Ii,101,GEN,Gada Veeranjaneya Sarma,Indian National Congress (I),89254,61975,69.4 %,6865,11.1%
102,Mangalagiri,102,GEN,G.V.Pathaiah,Janta Party,91722,71038,77.4 %,4033,5.7%
103,Tadikonda,103,SC,Amrutha Rao T.,Indian National Congress (I),107449,74236,69.1 %,6477,8.7%
104,Sattenapalli,104,GEN,Ravela Venkatrao,Indian National Congress (I),124323,87996,70.8 %,9369,10.6%
105,Peddakurapadu,105,GEN,Ganapa Ramaswamy Reddy,Janta Party,129475,92312,71.3 %,3295,3.6%
106,Gurzala,106,GEN,Gadipudi Mallikarjunarao,Indian National Congress (I),118197,83809,70.9 %,23248,27.7%
107,Macherla,107,GEN,Challa Narapa Reddy,Indian National Congress (I),103970,71318,68.6 %,5752,8.1%
108,Vinukonda,108,GEN,Avudari Venkateswarlu,Independent,111306,74483,66.9 %,2019,2.7%
109,Narasaraopet,109,GEN,Kasu Venkata Krishna Reddi,Indian National Congress,118252,87049,73.6 %,6905,7.9%
110,Chilakaluripet,110,GEN,Sambaiah Somepalli,Indian National Congress (I),116057,82321,70.9 %,17463,21.2%
111,Chirala,111,GEN,Mutte Vinkateswarlu,Indian National Congress (I),111408,84384,75.7 %,1857,2.2%
112,Parchur,112,GEN,Maddukuri Narayana Rao,Indian National Congress (I),100020,79839,79.8 %,4937,6.2%
113,Martur,113,GEN,Jagarlamudi Chandramouli,Janta Party,100314,77644,77.4 %,11104,14.3%
114,Addanki,114,GEN,Karanam Balaramakrishna Murthy,Indian National Congress (I),105704,83261,78.8 %,5150,6.2%
115,Ongole,115,GEN,Srungarapu Jeevaratnam Naidu,Indian National Congress (I),106100,73705,69.5 %,5080,6.9%
116,Santhanuthalapadu,116,SC,Yellaiah Vema,Indian National Congress (I),118590,74902,63.2 %,14042,18.7%
117,Kandukur,117,GEN,Devi Kondaiah Chudary,Indian National Congress (I),105692,77536,73.4 %,12305,15.9%
