AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Nippani,1,GEN,Kakaso Pandurang Patil,Indian National Congress,174000,128952,74.1 %,7487,5.8%
Chikkodi-Sadalga,2,GEN,Hukkeri Prakash Babanna,Indian National Congress,168400,125069,74.3 %,24070,19.2%
Athani,3,GEN,Laxman Sangappa Savadi,Bharatiya Janta Party,169256,123830,73.2 %,21668,17.5%
Kagwad,4,GEN,Bharamgouda Alagouda Kage,Bharatiya Janta Party,152975,107947,70.6 %,8982,8.3%
Kudachi,5,SC,Ghatage Shama Bhima,Indian National Congress,136031,93017,68.4 %,766,0.8%
Raybag,6,SC,Aihole Duryodhan Mahalingappa,Bharatiya Janta Party,146504,96772,66.1 %,14560,15.0%
Hukkeri,7,GEN,Umesh Vishwanath Katti,Janata Dal (Secular),157042,126155,80.3 %,17636,14.0%
Arabhavi,8,GEN,Balachandra Laxmanrao Jarakiholi,Janata Dal (Secular),171777,127252,74.1 %,5368,4.2%
Gokak,9,GEN,Jarkiholi Ramesh Laxmanrao,Indian National Congress,180404,124623,69.1 %,7760,6.2%
Yemkanmardi,10,ST,Jarakiholi Satish Laxmanarao,Indian National Congress,148953,108634,72.9 %,16781,15.4%
Belgaum Uttar,11,GEN,Feroz Nuruddin Sait,Indian National Congress,179005,110593,61.8 %,3373,3.0%
Belgaum Dakshin,12,GEN,Abhay Patil,Bharatiya Janta Party,179653,114386,63.7 %,12990,11.4%
Belgaum Rural,13,GEN,Sanjay B Patil,Bharatiya Janta Party,187181,133012,71.1 %,8309,6.2%
Khanapur,14,GEN,Pralhad Remani,Bharatiya Janta Party,162177,114450,70.6 %,11654,10.2%
Kittur,15,GEN,Marihal Suresh Shivarudrappa,Bharatiya Janta Party,149789,111725,74.6 %,4365,3.9%
Bailhongal,16,GEN,Metgud Virupaxi (JAGADISH) CHANNAPPA,Bharatiya Janta Party,146017,104564,71.6 %,9240,8.8%
Saundatti Yellamma,17,GEN,Mamani Vishwanath Chandrashekar,Bharatiya Janta Party,146862,109145,74.3 %,4577,4.2%
