#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
1,Ratabari,1,SC,Ram Payare Rabidas,Bharatiya Janta Party,97055,68771,70.9 %,9300.0,13.5%
2,Patharkandi,2,GEN,Madhusudan Tewari,Bharatiya Janta Party,101799,84526,83.0 %,4052.0,4.8%
3,Karimganj North,3,GEN,Mission Ranjan Das,Bharatiya Janta Party,116035,84590,72.9 %,13209.0,15.6%
4,Karimganj South,4,GEN,Pranab Kumar Nath,Bharatiya Janta Party,103476,78754,76.1 %,740.0,0.9%
5,Badarpur,5,GEN,Abu Saleh Najmuddin,Indian National Congress,90772,78799,86.8 %,34051.0,43.2%
6,Hailakandi,6,GEN,Chittendra Nath Mazumder,Bharatiya Janta Party,95489,75983,79.6 %,13014.0,17.1%
7,Katlicherra,7,GEN,Gautam Roy,Indian National Congress,104062,88157,84.7 %,8515.0,9.7%
8,Algapur,8,GEN,Sahidul Alam Chodhary,Asom Gana Parisad,92969,75976,81.7 %,6402.0,8.4%
9,Silchar,9,GEN,Samarendra Nath Sen,Bharatiya Janta Party,127273,92902,73.0 %,13851.0,14.9%
10,Sonai,10,GEN,Badrinarayan Singh,Bharatiya Janta Party,105807,84198,79.6 %,3585.0,4.3%
11,Dholai,11,SC,Parimal Suklabaidya,Bharatiya Janta Party,110789,77987,70.4 %,16312.0,20.9%
12,Udharbond,12,GEN,Jagannath Singh,Indian National Congress,93411,72043,77.1 %,7203.0,10.0%
13,Lakhipur,13,GEN,Dinesh Prasad Goala,Indian National Congress,102366,76783,75.0 %,4823.0,6.3%
14,Barkhola,14,GEN,Abdul Matin Mazumdar,Janata Dal,89042,70573,79.3 %,5158.0,7.3%
15,Katigora,15,GEN,Kali Ranjan Deb,Bharatiya Janta Party,104201,80860,77.6 %,16977.0,21.0%
16,Haflong,16,ST,Gobinda Ch. Langthasa,Indian National Congress,82332,57661,70.0 %,12868.0,22.3%
17,Bokajan,17,ST,Monsing Rongpi,Autonomous State Demand Committee,75379,54957,72.9 %,15954.0,29.0%
18,Howraghat,18,ST,Babu Rongpi,Autonomous State Demand Committee,74347,58566,78.8 %,20200.0,34.5%
19,Diphu,19,ST,Dipendra Rongpi,Autonomous State Demand Committee,97665,68419,70.1 %,16864.0,24.6%
20,Baithalangso,20,ST,Holiram Terang,Autonomous State Demand Committee,110099,75193,68.3 %,5801.0,7.7%
21,Mankachar,21,GEN,Zahirul Islam,Indian National Congress,88075,77618,88.1 %,19860.0,25.6%
22,Salmara South,22,GEN,Dewan Joynal Abedin,Independent,84151,69869,83.0 %,5142.0,7.4%
23,Dhubri,23,GEN,Dhruba Kr. Sen.,Bharatiya Janta Party,91697,76776,83.7 %,3751.0,4.9%
24,Gauripur,24,GEN,Md. Mohidul Haque,Indian National Congress,93865,82965,88.4 %,1873.0,2.3%
25,Golakganj,25,GEN,Alauddin Sarkar,Communist Party Of India,92305,81541,88.3 %,3290.0,4.0%
26,Bilasipara West,26,GEN,Giasuddin Ahmed,Communist Party Of India,75611,66103,87.4 %,2809.0,4.2%
27,Bilasipara East,27,GEN,Anowar Hussin,Indian National Congress,101421,86051,84.8 %,12991.0,15.1%
28,Gossaigaon,28,GEN,Tajendra Narzary,Independent,97553,87065,89.2 %,38339.0,44.0%
29,Kokrajhar West,29,ST,Parameswar Brahma,Independent,99805,RU,,,
30,Kokrajhar East,30,ST,Pramila Brahma,Independent,98617,86923,88.1 %,54699.0,62.9%
31,Sidli,31,ST,Khiren Borgoyary,Independent,117524,102445,87.2 %,64195.0,62.7%
32,Bongaigaon,32,GEN,Phani Bhoosan Choudhary,Asom Gana Parisad,86690,70631,81.5 %,5776.0,8.2%
33,Bijni,33,GEN,Kamal Brahma,Independent,80920,70543,87.2 %,21199.0,30.1%
