AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Sheopur,1,GEN,Badri Prasad,Indian National Congress (I),76315,41056,53.8 %,6501,15.8%
Bijeypur,2,GEN,Jagmohan Singh,Indian National Congress (I),78936,43486,55.1 %,4155,9.6%
Sabalgarh,3,GEN,Suresh Chandra,Indian National Congress (I),87772,56960,64.9 %,1185,2.1%
Joura,4,GEN,Ramchanran Lal Mishra,Indian National Congress (I),84017,47411,56.4 %,922,1.9%
Sumawali,5,GEN,Yogender Singh,Bharatiya Janta Party,81527,42193,51.8 %,1887,4.5%
Morena,6,GEN,Maharaj Singh,Indian National Congress (I),87972,38226,43.5 %,3300,8.6%
Dimni,7,SC,Munshilal,Bharatiya Janta Party,79912,28945,36.2 %,3616,12.5%
Ambah,8,SC,Kamodilal,Indian National Congress (I),90981,33608,36.9 %,282,0.8%
Gohad,9,SC,Shreeram Jatav,Bharatiya Janta Party,80871,36298,44.9 %,1410,3.9%
Mehgaon,10,GEN,Rai Singh Bhadoriya,Independent,79578,48923,61.5 %,3330,6.8%
Attair,11,GEN,Parshuramsingh Bhadoriya,Indian National Congress (I),100137,47305,47.2 %,8623,18.2%
Bhind,12,GEN,Choudhary Dilip Singh,Bharatiya Janta Party,110429,54566,49.4 %,4873,8.9%
Ron,13,GEN,Ramashankar,Janata Party (SECULAR) - CH. CHARAN SINGH,82479,45780,55.5 %,5467,11.9%
Lahar,14,GEN,Ramashankar Chowdhary,Indian National Congress (I),94169,57306,60.9 %,2513,4.4%
Gwalior,15,GEN,Tara Singh Viyogi,Indian National Congress (I),91025,47030,51.7 %,5772,12.3%
Lashkar East,16,GEN,Gangaram Bandil,Bharatiya Janta Party,80446,36427,45.3 %,3604,9.9%
Lashkar West,17,GEN,Shitla Sahai,Bharatiya Janta Party,76609,35243,46.0 %,3653,10.4%
Morar,18,GEN,Kaptan Singh,Indian National Congress (I),86053,39140,45.5 %,2828,7.2%
Gird,19,GEN,Balendu Shukla,Indian National Congress (I),81935,36467,44.5 %,1274,3.5%
Dabra,20,GEN,Jaggannath Singh,Bharatiya Janta Party,80429,40563,50.4 %,790,1.9%
Bhander,21,SC,Kamlapat Arya,Indian National Congress (I),85521,35391,41.4 %,6160,17.4%
Seondha,22,SC,Mangal Singh,Indian National Congress (I),82575,30741,37.2 %,3112,10.1%
Datia,23,GEN,Shyam Sunder Shyam,Indian National Congress (I),80083,42879,53.5 %,4881,11.4%
Karera,24,GEN,Hanumant Singh,Indian National Congress (I),95137,46155,48.5 %,9003,19.5%
Pohri,25,GEN,Hari Ballabh Shukla,Indian National Congress (I),77847,40278,51.7 %,2413,6.0%
Shivpuri,26,GEN,Ganeshram Goutam,Indian National Congress (I),88897,41036,46.2 %,3202,7.8%
Pichhore,27,GEN,Bhaiya Saheb,Indian National Congress (I),98820,59650,60.4 %,1524,2.6%
Kolaras,28,SC,Pooran Singh Kanhaiyalal,Indian National Congress (I),87383,38436,44.0 %,9763,25.4%
Guna,29,GEN,Shiv Pratap Singh,Indian National Congress (I),96833,44678,46.1 %,2376,5.3%
Chachaura,30,GEN,Devender Singh,Indian National Congress (I),77796,42304,54.4 %,680,1.6%
Raghogarh,31,GEN,Digvijay Singh,Indian National Congress (I),74919,41893,55.9 %,19039,45.4%
Shadora,32,SC,Ram Suman,Indian National Congress (I),76233,25411,33.3 %,1021,4.0%
Ashoknagar,33,GEN,Mahender Singh,Indian National Congress (I),87113,42278,48.5 %,7744,18.3%
Mungaoli,34,GEN,Gajram Singh,Indian National Congress (I),84511,37268,44.1 %,9656,25.9%
Bina,35,GEN,Arvind Bhai,Indian National Congress (I),69370,42996,62.0 %,4027,9.4%
Khurai,36,SC,Harishankar Mangal Prasad Ahirwar,Indian National Congress (I),74955,40663,54.2 %,835,2.1%
Banda,37,GEN,Premnarayan Gorelal,Indian National Congress (I),84298,49394,58.6 %,1726,3.5%
Naryaoli,38,SC,Uttam Chand Kundanlal Khatik,Indian National Congress (I),79415,33091,41.7 %,14897,45.0%
Sagar,39,GEN,Shivkumar Jwalaprasad,Indian National Congress (I),79476,39791,50.1 %,16494,41.5%
Surkhi,40,GEN,Bittal Bhai Lallubhai,Indian National Congress (I),70777,39098,55.2 %,8256,21.1%
Rehli,41,GEN,Mahadev Prasad Manoharlal,Indian National Congress (I),66179,39857,60.2 %,6752,16.9%
Deori,42,GEN,Parashuram Sahu,Bharatiya Janta Party,76048,47789,62.8 %,794,1.7%
Niwari,43,GEN,Chaturvedi Ram Rattan,Indian National Congress (I),103986,56616,54.4 %,11131,19.7%
Jatara,44,GEN,Swami Prasad Pastor,Independent,82702,44293,53.6 %,743,1.7%
Khargapur,45,SC,Ahirwar Nathuram Bhamera,Indian National Congress (I),84758,34234,40.4 %,4038,11.8%
Tikamgarh,46,GEN,Sardar Singh,Indian National Congress (I),92276,49301,53.4 %,14006,28.4%
Malehra,47,GEN,Kapurchand Pyarelal,Communist Party Of India,91912,40534,44.1 %,10420,25.7%
Bijawar,48,GEN,Yadevendra Singh Allias Laluraja,Indian National Congress (I),90825,39484,43.5 %,1766,4.5%
Chhatarpur,49,GEN,Shankar Pratap Singh Bhadur Singh,Indian National Congress (I),92244,49442,53.6 %,461,0.9%
Maharajpur,50,SC,Ahirwar Laxman Das,Indian National Congress (I),100384,37493,37.3 %,4607,12.3%
Chandla,51,GEN,Chaturvedi Satyavrat,Indian National Congress (I),85742,45916,53.6 %,8734,19.0%
Nohata,52,GEN,Ratnesh Solomon Peter Solomon,Indian National Congress (I),91340,42761,46.8 %,6268,14.7%
Damoh,53,GEN,Chandranarayan Ramdhan,Indian National Congress (I),84258,40501,48.1 %,8395,20.7%
Patharia,54,SC,Gopaldas Munnilal,Indian National Congress (I),75708,28801,38.0 %,3512,12.2%
Hatta,55,GEN,Snehsalila Hazari,Indian National Congress (I),86311,50411,58.4 %,6939,13.8%
Panna,56,GEN,Het Ram Dubey,Indian National Congress (I),89239,45969,51.5 %,7387,16.1%
Amanganj,57,SC,Sundara,Indian National Congress (I),81539,27840,34.1 %,6864,24.7%
Pawai,58,GEN,Captain Jaipal Singh,Indian National Congress (I),92467,43121,46.6 %,6231,14.5%
Maihar,59,GEN,Vijay Narayan,Indian National Congress (I),89851,54937,61.1 %,632,1.2%
Nagod,60,GEN,Nagendra Singh,Bharatiya Janta Party,79731,49023,61.5 %,2823,5.8%
Raigaon,61,SC,Ramashraya Prasad,Indian National Congress (I),79377,36492,46.0 %,11714,32.1%
Chitrakoot,62,GEN,Ram Chandra Bajpayee,Indian National Congress (I),81734,45312,55.4 %,3387,7.5%
Satna,63,GEN,Lalta Prasad Khare,Indian National Congress (I),100456,49705,49.5 %,15748,31.7%
Rampur Baghelan,64,GEN,Harsh Singh,Indian National Congress (I),84434,47863,56.7 %,943,2.0%
Amarpatan,65,GEN,Rajendra Kumar Singh,Indian National Congress (I),86240,52402,60.8 %,9013,17.2%
Rewa,66,GEN,Muni Prasad,Indian National Congress (I),102336,43290,42.3 %,10187,23.5%
Gurh,67,GEN,Rajendra Prasad,Indian National Congress (I),94832,43959,46.4 %,4974,11.3%
Mangawan,68,GEN,Champa Devi,Indian National Congress (I),93375,49611,53.1 %,3394,6.8%
Sirmaur,69,GEN,Rajmani Patel,Indian National Congress (I),94196,46358,49.2 %,2366,5.1%
Teonthar,70,GEN,Shriniwas Tewari,Indian National Congress (I),90289,52936,58.6 %,6177,11.7%
Deotalab,71,SC,Ram Khelawan,Indian National Congress (I),85817,27092,31.6 %,4243,15.7%
Mauganj,72,GEN,Achyutanand,Indian National Congress (I),83588,41898,50.1 %,3305,7.9%
Churahat,73,GEN,Arjun Singh,Indian National Congress (I),82366,49035,59.5 %,24213,49.4%
Sidhi,74,GEN,Indrajit Kumar,Indian National Congress (I),79708,37350,46.9 %,12223,32.7%
Gopadbanas,75,GEN,Kamleshwar Prasad,Indian National Congress (I),78862,35019,44.4 %,11626,33.2%
Dhauhani,76,ST,Jagwa Devi,Indian National Congress (I),75012,24504,32.7 %,9615,39.2%
Deosar,77,ST,Patiraj Singh,Indian National Congress (I),79216,25498,32.2 %,3812,15.0%
Singrauli,78,SC,Banshmani Prasad,Indian National Congress (I),86402,27337,31.6 %,419,1.5%
Beohari,79,GEN,Ram Kishore Shukla,Indian National Congress (I),78884,37700,47.8 %,9410,25.0%
Umaria,80,GEN,Shanti Sharma,Indian National Congress (I),79969,32049,40.1 %,1892,5.9%
Nowrozabad,81,ST,Gyan Singh,Bharatiya Janta Party,72046,25787,35.8 %,1293,5.0%
Jaisinghnagar,82,ST,Kamla Prasad Singh,Indian National Congress (I),80769,26069,32.3 %,2074,8.0%
Kotma,83,ST,Bhagwandeen,Indian National Congress (I),88038,24789,28.2 %,6975,28.1%
Anuppur,84,ST,Bishanlal,Indian National Congress (I),83510,27963,33.5 %,13359,47.8%
Sohagpur,85,GEN,Krishnapal Singh,Indian National Congress (I),85984,43196,50.2 %,17043,39.5%
Pushprajgarh,86,ST,Ambika Singh,Indian National Congress (I),71189,21694,30.5 %,4574,21.1%
Manendragarh,87,ST,Bijay Singh,Indian National Congress (I),90546,33045,36.5 %,9210,27.9%
Baikunthpur,88,GEN,Devender Kumari,Indian National Congress (I),98708,47647,48.3 %,18699,39.2%
Premnagar,89,ST,Chandan Singh,Indian National Congress (I),74099,25266,34.1 %,6928,27.4%
Surajpur,90,ST,Lal Vijay Pratap,Indian National Congress (I),77874,32414,41.6 %,6498,20.0%
Pal,91,ST,Deo Sai,Indian National Congress (I),75365,24997,33.2 %,8431,33.7%
Samri,92,ST,Larang Sai,Bharatiya Janta Party,64717,30485,47.1 %,2038,6.7%
Lundra,93,ST,Bhola,Indian National Congress (I),72647,26304,36.2 %,8775,33.4%
Pilkha,94,ST,Prem Sai,Indian National Congress (I),80104,30006,37.5 %,3606,12.0%
Ambikapur,95,ST,Madan Gopal,Indian National Congress (I),87048,32863,37.8 %,19391,59.0%
Sitapur,96,ST,Sukhi Ram,Indian National Congress (I),67102,23961,35.7 %,7129,29.8%
Bagicha,97,ST,Blasius Ekka,Indian National Congress (I),69886,29042,41.6 %,5434,18.7%
Jashpur,98,ST,Luic Beck,Indian National Congress (I),68634,30700,44.7 %,4080,13.3%
Tapkara,99,ST,Deneshwar Sai,Indian National Congress (I),69094,32585,47.2 %,1823,5.6%
Pathalgaon,100,ST,Rampukar Singh,Indian National Congress (I),76490,31480,41.2 %,12862,40.9%
Dharamjaigarh,101,ST,Chaneshram Rathiya,Indian National Congress (I),76624,30480,39.8 %,10472,34.4%
Lailunga,102,ST,Surender Kumar Singh,Indian National Congress (I),70721,21128,29.9 %,10170,48.1%
Raigarh,103,GEN,Krishan Kumar,Indian National Congress (I),79744,47266,59.3 %,19735,41.8%
Kharsia,104,GEN,Laxmiprasad Patel,Indian National Congress (I),80101,40678,50.8 %,27811,68.4%
Saria,105,GEN,Kamla Kumari,Indian National Congress (I),74555,43831,58.8 %,8393,19.1%
Sarangarh,106,SC,Hulas Ram Manhar,Indian National Congress (I),81401,29743,36.5 %,13902,46.7%
Rampur,107,ST,Pyarelal,Indian National Congress (I),74718,36910,49.4 %,3514,9.5%
Katghora,108,GEN,Bodharam,Indian National Congress (I),91245,37547,41.1 %,12611,33.6%
Tanakhar,109,ST,Lalkriti Kumar Singh,Indian National Congress (I),75473,29814,39.5 %,2851,9.6%
Marwahi,110,ST,Bhanwar Singh,Indian National Congress (I),72814,28524,39.2 %,14256,50.0%
Kota,111,GEN,Mathura Prasad Dubey,Indian National Congress (I),70239,34464,49.1 %,7523,21.8%
Lormi,112,GEN,Baijnath Chandra Kar,Indian National Congress (I),77250,48644,63.0 %,5485,11.3%
Mungeli,113,SC,Khelendass,Indian National Congress (I),77828,38001,48.8 %,15196,40.0%
Jarhagaon,114,SC,Shiv Prasad,Indian National Congress (I),71260,35529,49.9 %,8207,23.1%
Takhatpur,115,GEN,Taherbhai,Indian National Congress (I),69244,42439,61.3 %,4986,11.7%
Bilaspur,116,GEN,B. R. Yadav,Indian National Congress (I),84543,42444,50.2 %,12316,29.0%
Bilha,117,GEN,Chitrakantjaiswal,Indian National Congress (I),75159,36616,48.7 %,7834,21.4%
Masturi,118,SC,Banshilal,Indian National Congress (I),74520,27893,37.4 %,11000,39.4%
Sipat,119,GEN,Radhey Shyam,Indian National Congress (I),70649,38750,54.8 %,9386,24.2%
Akaltara,120,GEN,Dhirender Kumar Singh,Indian National Congress (I),90507,40264,44.5 %,17567,43.6%
Pamgarh,121,GEN,Shiv Prasad Sharma,Indian National Congress (I),98987,36300,36.7 %,16722,46.1%
Champa,122,GEN,Charandas Mahant,Indian National Congress (I),89980,42677,47.4 %,17201,40.3%
Sakti,123,GEN,Raja Surender Bahadur,Indian National Congress (I),77937,38753,49.7 %,14784,38.1%
Malkharoda,124,SC,Vedram,Indian National Congress (I),91685,34997,38.2 %,8696,24.8%
Chandrapur,125,GEN,Bhawani Lal,Indian National Congress (I),76201,41856,54.9 %,30342,72.5%
