AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Simna,1,ST,Pranab Debbarma,Communist Party Of India (MARXIST),28398,26321,92.7 %,3331,12.7%
Mohanpur,2,GEN,Ratan Lal Nath,Indian National Congress,30496,28278,92.7 %,1356,4.8%
Bamutia,3,SC,Haricharan Sarkar,Communist Party Of India (MARXIST),35499,33272,93.7 %,2380,7.2%
Barjala,4,GEN,Sankar Prasad Datta,Communist Party Of India (MARXIST),54467,50789,93.2 %,598,1.2%
Khayerpur,5,GEN,Pabitra Kar,Communist Party Of India (MARXIST),41071,37919,92.3 %,1001,2.6%
Agartala,6,GEN,Sudip Roy Barman,Indian National Congress,47437,41361,87.2 %,1825,4.4%
Ramnagar,7,GEN,Surajit Datta,Indian National Congress,35616,31732,89.1 %,2371,7.5%
Town Bordowali,8,GEN,Sudhir Ranjan Majumder,Indian National Congress,29287,26070,89.0 %,3225,12.4%
Banamalipur,9,GEN,Gopal Chandra Roy,Indian National Congress,25956,22595,87.1 %,2808,12.4%
Majlishpur,10,GEN,Manik Dey,Communist Party Of India (MARXIST),37220,34874,93.7 %,1248,3.6%
Mandaibazar,11,ST,Monoranjan Debbarma,Communist Party Of India (MARXIST),37083,33586,90.6 %,967,2.9%
Takarjala,12,ST,Niranjan Debbarma,Communist Party Of India (MARXIST),25994,24500,94.3 %,1462,6.0%
Pratapgarh,13,SC,Anil Sarkar,Communist Party Of India (MARXIST),64736,59691,92.2 %,7050,11.8%
Badharghat,14,GEN,Dilip Sarkar,Indian National Congress,66159,61371,92.8 %,375,0.6%
Kamalasagar,15,GEN,Narayan Chandra Choudhuri,Communist Party Of India (MARXIST),34554,32450,93.9 %,2833,8.7%
Bishalgarh,16,GEN,Bhanulal Saha,Communist Party Of India (MARXIST),32449,30609,94.3 %,914,3.0%
Golaghati,17,ST,Kesab Debbarma,Communist Party Of India (MARXIST),27815,25886,93.1 %,2987,11.5%
Charilam,18,ST,Narayan Rupini,Communist Party Of India (MARXIST),31257,28754,92.0 %,487,1.7%
Boxanagar,19,GEN,Sahid Choudhuri,Communist Party Of India (MARXIST),29627,27832,93.9 %,692,2.5%
Nalchar,20,SC,Sukumar Barman,Communist Party Of India (MARXIST),29797,28147,94.5 %,2532,9.0%
Sonamura,21,GEN,Subal Bhowmik,Indian National Congress,31157,29534,94.8 %,829,2.8%
Dhanpur,22,GEN,Manik Sarkar,Communist Party Of India (MARXIST),35731,34008,95.2 %,2918,8.6%
Ramchandraghat,23,ST,Padma Kr. Debbarma,Communist Party Of India (MARXIST),21367,19607,91.8 %,6503,33.2%
Khowai,24,GEN,Samir Deb Sarkar,Communist Party Of India (MARXIST),29560,28320,95.8 %,3323,11.7%
Asharambari,25,ST,Sachindra Debbarma,Communist Party Of India (MARXIST),26225,24242,92.4 %,4531,18.7%
Pramodenagar,26,ST,Aghore Debbarma,Communist Party Of India (MARXIST),29781,27726,93.1 %,4819,17.4%
Kalyanpur,27,GEN,Manindra Chandra Das,Communist Party Of India (MARXIST),27009,25238,93.4 %,862,3.4%
Krishnapur,28,ST,Khagendra Jamatia,Communist Party Of India (MARXIST),28631,25839,90.2 %,1817,7.0%
Teliamura,29,GEN,Gouri Das,Communist Party Of India (MARXIST),31996,29570,92.4 %,1169,4.0%
Bagma,30,ST,Naresh Chandra Jamatia,Communist Party Of India (MARXIST),30928,28779,93.1 %,1915,6.7%
Salgarh,31,SC,Partha Das,Revolutionary Socialist Party,32821,30997,94.4 %,4951,16.0%
Radhakishorepur,32,GEN,Joygobinda Deb Roy,Revolutionary Socialist Party,30992,29321,94.6 %,467,1.6%
Matarbari,33,GEN,Madhab Chandra Saha,Communist Party Of India (MARXIST),32624,31088,95.3 %,1220,3.9%
Kakraban,34,GEN,Keshab Majumder,Communist Party Of India (MARXIST),30203,28296,93.7 %,6021,21.3%
Rajnagar,35,SC,Sudhan Das,Communist Party Of India (MARXIST),41539,39077,94.1 %,7268,18.6%
Belonia,36,GEN,Basu Dev Majumder,Communist Party Of India (MARXIST),33282,31645,95.1 %,1319,4.2%
Santirbazar,37,ST,Manindra Reang,Communist Party Of India,37139,34738,93.5 %,2783,8.0%
Hrishyamukh,38,GEN,Badal Choudhury,Communist Party Of India (MARXIST),34231,32594,95.2 %,7761,23.8%
Jolaibari,39,ST,Jashabir Tripura,Communist Party Of India (MARXIST),25114,23326,92.9 %,5508,23.6%
Manu,40,ST,Jitendra Chowdhury,Communist Party Of India (MARXIST),39999,37629,94.1 %,6160,16.4%
Sabroom,41,GEN,Rita Kar (MAJUMDER),Communist Party Of India (MARXIST),35919,33622,93.6 %,8307,24.7%
Ampinagar,42,ST,Daniel Jamatia,Communist Party Of India (MARXIST),29414,26821,91.2 %,2944,11.0%
Birganj,43,GEN,Manoranjan Acharjee,Communist Party Of India (MARXIST),36751,35086,95.5 %,2655,7.6%
Raima Valley,44,ST,Sri Lalit Mohan Tripura.,Communist Party Of India (MARXIST),39404,36369,92.3 %,3864,10.6%
Kamalpur,45,GEN,Sri Manoj Kanti Deb,Indian National Congress,26416,24561,93.0 %,135,0.5%
Surma,46,SC,Sri Sudir Das,Communist Party Of India (MARXIST),30290,27679,91.4 %,2648,9.6%
Salema,47,ST,Sri Prasanta Debbarma,Communist Party Of India (MARXIST),29114,26499,91.0 %,3795,14.3%
Kulai,48,ST,Sri Bijoy Kumar Harngkhawl,Indigenous Nationalist Party Of Twipra,35209,31883,90.6 %,115,0.4%
Chhawmanu,49,ST,Sri Nirajoy Tripura,Communist Party Of India (MARXIST),29128,25597,87.9 %,1101,4.3%
Pabiachhara,50,SC,Bidhu Bhusan Malakar,Communist Party Of India (MARXIST),36914,33961,92.0 %,2466,7.3%
Fatikroy,51,GEN,Bijoy Roy,Communist Party Of India (MARXIST),30661,28323,92.4 %,2313,8.2%
Chandipur,52,GEN,Tapan Chakraborty,Communist Party Of India (MARXIST),33736,31121,92.2 %,6034,19.4%
Kailasahar,53,GEN,Birajit Sinha,Indian National Congress,37219,34136,91.7 %,931,2.7%
Kurti,54,GEN,Fayzur Rahman,Communist Party Of India (MARXIST),32164,28795,89.5 %,3228,11.2%
Kadamtala,55,GEN,Bijita Nath,Communist Party Of India (MARXIST),31855,28027,88.0 %,128,0.5%
Dharmanagar,56,GEN,Biswa Bandhu Sen,Indian National Congress,34419,30952,89.9 %,2410,7.8%
Jubarajnagar,57,GEN,Ramendra Chandra Debnath,Communist Party Of India (MARXIST),30898,28719,92.9 %,1616,5.6%
Pencharthal,58,ST,Arun Kumar Chakma,Communist Party Of India (MARXIST),37948,34049,89.7 %,2750,8.1%
Panisagar,59,GEN,Subodh Das,Communist Party Of India (MARXIST),31406,27995,89.1 %,1708,6.1%
Kanchanpur,60,ST,Rajendra Reang,Communist Party Of India (MARXIST),32867,29030,88.3 %,503,1.7%
