#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
1,Abdasa,1,GEN,Chheda Tarachand Jagshibhai,Bharatiya Janta Party,103862,64043,61.7 %,14710,23.0%
2,Mandvi,2,GEN,Mehta Sureshchandra Rupshanker,Bharatiya Janta Party,109712,65444,59.7 %,16908,25.8%
3,Bhuj,3,GEN,Gadhavi Pushpdan Shambhudan,Bharatiya Janta Party,134019,73258,54.7 %,8190,11.2%
4,Mundra,4,SC,Sodham Parbat Maya,Bharatiya Janta Party,102174,45413,44.4 %,10835,23.9%
5,Anjar,5,GEN,Navinbhai Shastri,Indian National Congress,158613,65249,41.1 %,1138,1.7%
6,Rapar,6,GEN,Patel Harilal Nanji,Indian National Congress,126020,67741,53.8 %,8253,12.2%
7,Dasada,7,SC,Fakirbhai Raghabhai Vaghela,Bharatiya Janta Party,114075,61336,53.8 %,3915,6.4%
8,Wadhwan,8,GEN,Jhala Ranjitsingh Jitubha,Bharatiya Janta Party,138884,62447,45.0 %,9446,15.1%
9,Limbdi,9,GEN,Rana Jitubha Kesarsinh,Bharatiya Janta Party,129637,68423,52.8 %,8521,12.5%
10,Chotila,10,GEN,Karamshibhai Kanjibhai Makwana,Janata Dal,112862,44613,39.5 %,17513,39.3%
11,Halvad,11,GEN,Songara Bhagvandas Kalu,Bharatiya Janta Party,106356,59166,55.6 %,2278,3.9%
12,Dhrangadhra,12,GEN,Chhaganlal Gogibhai Patel,Janata Dal,112961,69499,61.5 %,9783,14.1%
13,Morvi,13,GEN,Patel Babubhai Jashbhai,Independent,136312,65425,48.0 %,14208,21.7%
14,Tankara,14,GEN,Keshubhai Savdas Patel,Bharatiya Janta Party,136190,82036,60.2 %,24674,30.1%
15,Wankaner,15,GEN,Amiyalbhai Badi,Indian National Congress,123820,68956,55.7 %,6383,9.3%
16,Jasdan,16,GEN,Bhanbhaniya Bhikhalal Bhimjibhai,Independent,121067,60597,50.1 %,8187,13.5%
17,Rajkot-I,17,GEN,Jadeja Manoharsinhji Pradyumansinhji,Indian National Congress,179722,68559,38.1 %,3444,5.0%
18,Rajkot-Ii,18,GEN,Vajbhai Vala,Bharatiya Janta Party,133363,50668,38.0 %,15476,30.5%
19,Rajkot Rural,19,SC,Babariya Madhubhai Hamirbhai,Bharatiya Janta Party,145265,47060,32.4 %,9325,19.8%
20,Gondal,20,GEN,Jadeja Mahipatsinh Bhavubha,Independent,125452,66998,53.4 %,9978,14.9%
21,Jetpur,21,GEN,Korat Savji Jivaraj,Bharatiya Janta Party,142820,64581,45.2 %,23576,36.5%
22,Dhoraji,22,GEN,Radadiya Vithalbhai Hansrajbhai,Bharatiya Janta Party,123670,70369,56.9 %,15802,22.5%
23,Upleta,23,GEN,Kalawadia Naranbhai Premjibhai,Janata Dal,125841,64168,51.0 %,4121,6.4%
24,Jodiya,24,GEN,Kasundra Maganbhai Ammanbhai,Bharatiya Janta Party,113084,67199,59.4 %,20562,30.6%
25,Jamnagar,25,GEN,Sanghavi Vasantkumar M. (Vasantbhai Sanghavai),Bharatiya Janta Party,112103,49654,44.3 %,11022,22.2%
26,Jamnagar Rural,26,SC,Dineshbhai Parmar,Janata Dal,151057,36306,24.0 %,13670,37.7%
27,Kalawad,27,GEN,Patel Raghavji Hansraj,Bharatiya Janta Party,119924,60629,50.6 %,31613,52.1%
28,Jamjodhpur,28,GEN,Vachhani Mahanlal Karamshibhal,Janata Dal,110339,56845,51.5 %,2565,4.5%
29,Bhanvad,29,GEN,Lal Haridas Jivandas (Babubhai Lal),Janata Dal,95965,48684,50.7 %,2933,6.0%
