#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
1,Ichapuram,1,GEN,"Krishna Rao, M.V.",Telugu Desam,115919,80924,69.8 %,16499,20.4%
2,Sompeta,2,GEN,Goutu Syama Sundara Siva Ji,Independent,124258,89039,71.7 %,3901,4.4%
3,Tekkali,3,GEN,Duvvada Nagavali,Telugu Desam,129667,89336,68.9 %,7434,8.3%
4,Harishchandra Puram,4,GEN,Kinjarapu Yerrannaidu,Independent,126215,94409,74.8 %,18817,19.9%
5,Narasannapeta,5,GEN,Dharmana Prasadarao,Indian National Congress,112432,89132,79.3 %,14892,16.7%
6,Pathapatnam,6,GEN,Kalamata Mohana Rao,Telugu Desam,114653,85618,74.7 %,274,0.3%
7,Kotturu,7,ST,Gopalarao Nimmaka,Telugu Desam,122825,85404,69.5 %,1739,2.0%
8,Naguru,8,ST,Chandrasekhara Raju Setrucharla,Indian National Congress,118022,80888,68.5 %,3435,4.2%
9,Parvathipuram,9,GEN,Yerra Krishna Murty,Telugu Desam,113904,85830,75.4 %,2689,3.1%
10,Salur,10,ST,Lakshmi Narasimha Sanyasi Raju,Indian National Congress,105721,76484,72.3 %,641,0.8%
11,Bobbili,11,GEN,Jagan Mohana Rao Peddinti,Indian National Congress,110822,87958,79.4 %,98,0.1%
12,Therlam,12,GEN,Tentu Jayaprakash,Telugu Desam,126393,94696,74.9 %,7806,8.2%
13,Unukuru,13,GEN,Kimidi Kalavenkatarao,Telugu Desam,130108,101152,77.7 %,2237,2.2%
14,Palakonda,14,SC,Amruta Kumari P.J.,Indian National Congress,104918,74213,70.7 %,1175,1.6%
15,Amadalavalasa,15,GEN,Pydi Sreerama Murty,Indian National Congress,112435,85790,76.3 %,3496,4.1%
16,Srikakulam,16,GEN,Appala Suryanarayana Goud,Telugu Desam,140638,103600,73.7 %,5711,5.5%
17,Etcherla,17,SC,Kavali Pratiba Bharati,Telugu Desam,123520,86840,70.3 %,18581,21.4%
18,Cheepurupalli,18,GEN,Tankala Saraswatamma,Telugu Desam,131866,92975,70.5 %,11032,11.9%
19,Gajapathinagaram,19,GEN,Arunamma Padala,Telugu Desam,116022,89702,77.3 %,7586,8.5%
20,Vizianagaram,20,GEN,Ashok Gajapathi Raju Poosapati,Telugu Desam,134865,93922,69.6 %,9747,10.4%
21,Sathivada,21,GEN,Penumatcha Sambasiva Raju,Indian National Congress,117333,96896,82.6 %,3556,3.7%
22,Bhogapuram,22,GEN,Narayanaswamy Naidu Pathivada,Telugu Desam,110395,85574,77.5 %,2599,3.0%
23,Bheemunipatnam,23,GEN,Devi Prasanna Aprala Narasimha Raju Rajasagi,Telugu Desam,129850,95172,73.3 %,32214,33.8%
24,Visakhapatnam-I,24,GEN,Eati Vijayalaxmi,Indian National Congress,103205,66921,64.8 %,14338,21.4%
25,Visakhapatnam-Ii,25,GEN,Thondapu Surayana Rayana Reddy (Surreddy),Indian National Congress,237605,146948,61.8 %,31147,21.2%
26,Pendurthi,26,GEN,Gurunadharao Gudivada,Indian National Congress,239150,161539,67.5 %,13903,8.6%
27,Uttarapalli,27,GEN,Appalanaidu Kolla,Telugu Desam,116217,86009,74.0 %,13056,15.2%
28,Srungavarapukota,28,ST,Dukku Labudu Bariki,Telugu Desam,137083,91181,66.5 %,6746,7.4%
29,Paderu,29,ST,Matsyarasa Balaraju,Indian National Congress,131711,51408,39.0 %,14464,28.1%
