AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Dimapur-I,1,GEN,Hokishe,Indian National Congress,31454,19936,63.4 %,5265,26.4%
Dimapur-Ii,2,ST,Imti Sungat Jamir,Independent,33685,21432,63.6 %,483,2.3%
Dimapur-Iii,3,ST,Vehepu Yepthomi,Independent,10981,8849,80.6 %,1375,15.5%
Ghaspani-I,4,ST,Shikiho Sema,Indian National Congress,32923,19217,58.4 %,3756,19.5%
Ghaspani-Ii,5,ST,Rokonicha,Naga National Democratic Party,15421,13460,87.3 %,83,0.6%
Tenning,6,ST,Henlum L. Singson,Indian National Congress,8604,8416,97.8 %,53,0.6%
Peren,7,ST,Bangdi Eheilung,Naga National Democratic Party,10355,9353,90.3 %,685,7.3%
Western Angami,8,ST,Shurhiu,Naga National Democratic Party,8922,6538,73.3 %,686,10.5%
Kohima Town,9,ST,J. B. Jasokie,Indian National Congress,15513,9334,60.2 %,670,7.2%
Northern Angami - I,10,ST,Shurhozelie,Naga National Democratic Party,7120,5657,79.5 %,3,0.1%
Northern Angami -Ii,11,ST,K. V. Keditsu,Independent,9805,8905,90.8 %,84,0.9%
Tseminyu,12,ST,Nillo,Indian National Congress,8688,7767,89.4 %,578,7.4%
Pughoboto,13,ST,Joshua Achumi,Indian National Congress,6156,5847,95.0 %,163,2.8%
Southern Angami-I,14,ST,Diethoo,Independent,6899,5807,84.2 %,902,15.5%
Southern Angami-Ii,15,ST,Vizaden,Indian National Congress,6146,5348,87.0 %,95,1.8%
Pfutsero,16,ST,Jhenucho,Naga National Democratic Party,8932,6949,77.8 %,252,3.6%
Chizami,17,ST,Zhovehu Lohe,Indian National Congress,8154,7534,92.4 %,318,4.2%
Chazouba,18,ST,Vamuzo,Naga National Democratic Party,11038,9372,84.9 %,1280,13.7%
Phek,19,ST,Vejoi,Naga National Democratic Party,8823,7579,85.9 %,180,2.4%
Meluri,20,ST,Chiekhutso,Naga National Democratic Party,8050,7354,91.4 %,517,7.0%
Tuli,21,ST,T. Tali,Naga National Democratic Party,10641,10414,97.9 %,2374,22.8%
Arkakong,22,ST,Jongpongchiten,Indian National Congress,8711,8606,98.8 %,1253,14.6%
Impur,23,ST,T. Chuba,Independent,9518,9460,99.4 %,679,7.2%
Angetyongpang,24,ST,Akumbenba,Nagaland Peoples Party,8329,7707,92.5 %,159,2.1%
Monguya,25,ST,N. I. Jamir,Indian National Congress,8856,7242,81.8 %,2946,40.7%
Aonglenden,26,ST,Nungshizenba,Indian National Congress,7177,6174,86.0 %,1265,20.5%
Mokokchung Town,27,ST,Imtimeren,Indian National Congress,2788,2321,83.2 %,77,3.3%
Koridang,28,ST,Nokzenketba,Indian National Congress,10351,9422,91.0 %,619,6.6%
