FamilyID,UID,Relation,Name,PoliticalRole,YearsHeld,ConstituencyName,DistrictName,StateName
1,TG2023AC01,Father,Palvai Purushottam Rao,"MLA, Independent",1989-1994,Sirpur,Adilabad,Andhra Pradesh (now Telangana)
2,TG2023AC01,Mother,Palvai Rajyalakshmi,"MLA, Telugu Desam Party",1999-2004,Sirpur,Adilabad,Andhra Pradesh (now Telangana)
3,TG2023AC02,Father,G. Venkataswamy,"Member of Parliament (Lok Sabha), Union Cabinet Minister","1967-2009 (MP), multiple terms as Central Minister",Peddapalli,Karimnagar (now part of Peddapalli/Adilabad),Andhra Pradesh / Telangana
4,TG2023AC02,Brother,G. Vinod,"MLA, Minister (Labour, Employment, Training & Factories, Mines & Geology in Telangana Cabinet)","2023-present (MLA, Bellampalli); Minister since 2025",Bellampalli,Mancherial,Telangana
5,TG2023AC03,Father,Gaddam Venkataswamy,"Union Minister, Member of Parliament (Lok Sabha)","1977-1996 (various terms), Minister of State - 1980s, Cabinet Minister - 1990s",Peddapalli,Peddapalli,Telangana (earlier Andhra Pradesh)
6,TG2023AC03,Brother,Gaddam Vivek Venkataswamy,"MLA (Telangana Assembly), Former Member of Parliament (Lok Sabha)","MLA: 2023-present, MP: 2009-2014","Chennur (MLA), Peddapalli (MP)","Mancherial (MLA), Peddapalli (MP)",Telangana
7,TG2023AC03,Nephew,Gaddam Vamsi Krishna,"MP (Member of Parliament, Lok Sabha)",2024-present,Peddapalli,Peddapalli,Telangana
8,TG2023AC04,Father,Late K Raghupathi Rao,Senior Congress Leader,Unknown,Unknown,Adilabad,Telangana
9,TG2023AC05,Father,Kotnak Bheem Rao,"Minister of Tribal Affairs (Union Minister in P. V. Narasimha Rao’s cabinet and Minister under Nedurumalli Janardhana Reddy’s Cabinet, Andhra Pradesh State)","Early 1990s (Union Minister), 1990-1992 (State Minister)",Unknown,Unknown,Andhra Pradesh
10,TG2023AC05,Sister,Marsakola Saraswati,"TPCC General Secretary (Telangana Pradesh Congress Committee), former assembly contestant (contested Asifabad in 2014 on TDP ticket, denied Congress ticket for Asifabad in 2023)","2014 (contested), Unknown (TPCC General Secretary)",Asifabad,Adilabad,Telangana
