AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Mekliganj,1,SC,Paresh Chandra Adhikary,All India Forward Bloc,149344,127708,85.5 %,17033,13.3%
Sitalkuchi,2,SC,Sudhir Pramanik,Communist Party Of India (MARXIST),150307,130101,86.6 %,45562,35.0%
Mathabhanga,3,SC,Dinesh Chandra Dakua,Communist Party Of India (MARXIST),152426,126957,83.3 %,26965,21.2%
Cooch Behar North,4,GEN,Dipak Chandra Sarker,All India Forward Bloc,157513,122026,77.5 %,18357,15.0%
Cooch Behar West,5,GEN,Akshoy Thakur,All India Forward Bloc,169304,136781,80.8 %,30879,22.6%
Sitai,6,GEN,Nripendra Nath Roy,All India Forward Bloc,175952,141121,80.2 %,6280,4.5%
Dinhata,7,GEN,Kamal Guha,All India Forward Bloc,176061,137459,78.1 %,19720,14.3%
Natabari,8,GEN,Tamser Ali,Communist Party Of India (MARXIST),142849,123352,86.4 %,8254,6.7%
Tufanganj,9,SC,Pushpa Chandra Das,Communist Party Of India (MARXIST),146805,121195,82.6 %,35685,29.4%
Kumargram,10,ST,Dasrath Tirkey,Revolutionary Socialist Party,146109,110967,75.9 %,33184,29.9%
Kalchini,11,ST,Paban Kumar Lakra,Indian National Congress,144247,99231,68.8 %,4934,5.0%
Alipurduars,12,GEN,Nirmal Das,Revolutionary Socialist Party,170287,126670,74.4 %,24428,19.3%
Falakata,13,SC,Jogesh Chandra Barman,Communist Party Of India (MARXIST),154747,121031,78.2 %,17023,14.1%
Madarihat,14,ST,Kumari Kujur,Revolutionary Socialist Party,141104,100369,71.1 %,41507,41.4%
Dhupguri,15,SC,Lakshmi Kanta Roy,Communist Party Of India (MARXIST),143218,115992,81.0 %,22846,19.7%
Nagrakata,16,ST,Chaitan Munda,Communist Party Of India (MARXIST),161263,114286,70.9 %,27107,23.7%
Mainaguri,17,SC,Bachchamohan Roy,Revolutionary Socialist Party,152468,120475,79.0 %,17539,14.6%
Mal,18,ST,Somra Lakra,Communist Party Of India (MARXIST),142755,104306,73.1 %,12872,12.3%
Kranti,19,GEN,Sudhan Raha,Communist Party Of India (MARXIST),136815,108720,79.5 %,20271,18.6%
Jalpaiguri,20,GEN,Gobinda Roy,All India Forward Bloc,140537,108611,77.3 %,2582,2.4%
Rajganj,21,SC,Jotindra Nath Roy,Communist Party Of India (MARXIST),252994,184616,73.0 %,23928,13.0%
Kalimpong,22,GEN,Goulan Lepcha,Gorkha National Liberation Front,151385,90154,59.6 %,25004,27.7%
Darjeeling,23,GEN,D.K. Pradhan,Gorkha National Liberation Front,173770,105285,60.6 %,45263,43.0%
Kurseong,24,GEN,Shanta Chettri,Gorkha National Liberation Front,171721,104431,60.8 %,30901,29.6%
Siliguri,25,GEN,Asok Bhattacharya,Communist Party Of India (MARXIST),284405,183519,64.5 %,22881,12.5%
Phansidewa,26,ST,Prakash Minj,Communist Party Of India (MARXIST),227331,163362,71.9 %,28637,17.5%
Chopra,27,GEN,Hamidul Rahaman,Independent,141080,116149,82.3 %,1111,1.0%
Islampur,28,GEN,Abdul Karim Chowdhary,All India Trinamool Congress,161695,110503,68.3 %,2058,1.9%
Goalpokhar,29,GEN,Hafiz Alam Sairani,All India Forward Bloc,173484,108609,62.6 %,1704,1.6%
Karandighi,30,GEN,Gokul Roy,All India Forward Bloc,199144,138686,69.6 %,10839,7.8%
Raiganj,31,SC,Chittaranjan Roy,Indian National Congress,184145,143611,78.0 %,9685,6.7%
Kaliaganj,32,SC,Pramathanath Roy,Indian National Congress,160022,130946,81.8 %,3125,2.4%
Kushmandi,33,SC,Narmada Chandra Roy,Revolutionary Socialist Party,157361,127400,81.0 %,8895,7.0%
Itahar,34,GEN,Srikumar Mukherjee,Communist Party Of India,155814,129271,83.0 %,19766,15.3%
Gangarampur,35,GEN,Narayan Biswas,Communist Party Of India (MARXIST),192445,160240,83.3 %,6116,3.8%
Tapan,36,ST,Khara Soren,Revolutionary Socialist Party,144507,119415,82.6 %,8899,7.5%
Kumarganj,37,GEN,Khatun Mafuja,Communist Party Of India (MARXIST),173126,142289,82.2 %,13290,9.3%
Balurghat,38,GEN,Choudhury Biswanath,Revolutionary Socialist Party,141161,113960,80.7 %,2723,2.4%
Habibpur,39,ST,Jadu Hemrom,Communist Party Of India (MARXIST),141089,95237,67.5 %,18194,19.1%
Gajol,40,ST,Sadhu Tudu,Communist Party Of India (MARXIST),150466,115937,77.1 %,19708,17.0%
Kharba,41,GEN,Mahabubul Haque (BADAL),Indian National Congress,152237,115083,75.6 %,8424,7.3%
Harishchandrapur,42,GEN,Alam Mostaque,Indian National Congress,151723,124494,82.1 %,2302,1.8%
Ratua,43,GEN,Sailen Sarkar,Communist Party Of India (MARXIST),139566,109596,78.5 %,8385,7.7%
Araidanga,44,GEN,Sabitri Mitra,Indian National Congress,132531,107699,81.3 %,4324,4.0%
Malda,45,SC,Subhendu Chowdhury,Communist Party Of India (MARXIST),173277,134481,77.6 %,10468,7.8%
Englishbazar,46,GEN,Samar Roy,Communist Party Of India (MARXIST),169764,131302,77.3 %,11950,9.1%
Manikchak,47,GEN,Asima Chowdhuri,Communist Party Of India (MARXIST),137068,98695,72.0 %,8384,8.5%
Suzapur,48,GEN,Rubi Noor,Indian National Congress,135249,103471,76.5 %,11580,11.2%
Kaliachak,49,GEN,Abu Hasem Khan Chowdhury,Indian National Congress,167998,134782,80.2 %,7364,5.5%
Farakka,50,GEN,Mainul Haque,Indian National Congress,150441,113296,75.3 %,11187,9.9%
Aurangabad,51,GEN,Humayun Reza,Indian National Congress,157199,122704,78.1 %,6231,5.1%
Suti,52,GEN,Jane Alam Mian,Revolutionary Socialist Party,155826,116821,75.0 %,4620,4.0%
Sagardighi,53,SC,Das Paresh Nath,Communist Party Of India (MARXIST),145460,111523,76.7 %,2630,2.4%
Jangipur,54,GEN,Abul Hasnat,Revolutionary Socialist Party,164818,114894,69.7 %,19064,16.6%
Lalgola,55,GEN,Abu Hena,Indian National Congress,155877,119407,76.6 %,9134,7.6%
Bhagabangola,56,GEN,Mojibor Rahaman,West Bengal Socialist Party,150314,116964,77.8 %,1716,1.5%
Nabagram,57,GEN,Nripen Chaudhuri,Communist Party Of India (MARXIST),164045,132653,80.9 %,7652,5.8%
Murshidabad,58,GEN,Chhaya Ghosh,All India Forward Bloc,186583,148498,79.6 %,22994,15.5%
Jalangi,59,GEN,Unus Ali Sarkar,Communist Party Of India (MARXIST),178842,144911,81.0 %,6825,4.7%
Domkal,60,GEN,Anisur Rahaman Sarkar,Communist Party Of India (MARXIST),180098,148022,82.2 %,13109,8.9%
Naoda,61,GEN,Abu Taher Khan,Independent,175604,129754,73.9 %,3370,2.6%
Hariharpara,62,GEN,Niamot Sk.,Independent,169906,137950,81.2 %,12480,9.0%
Berhampore,63,GEN,Maya Rani Paul,Indian National Congress,223161,152677,68.4 %,29911,19.6%
Beldanga,64,GEN,Golam Kibria Mia,Indian National Congress,178310,115714,64.9 %,24870,21.5%
Kandi,65,GEN,Atish Chandra Sinha,Indian National Congress,181320,125056,69.0 %,26960,21.6%
Khargram,66,SC,Biswanath Mondal,Communist Party Of India (MARXIST),167581,120549,71.9 %,5671,4.7%
Barwan,67,GEN,Amalendralal Roy,Revolutionary Socialist Party,160639,116270,72.4 %,8669,7.5%
Bharatpur,68,GEN,Id. Mohammad,Revolutionary Socialist Party,157387,117252,74.5 %,5712,4.9%
Karimpur,69,GEN,Prafulla Kumar Bhowmick,Communist Party Of India (MARXIST),165518,133537,80.7 %,6818,5.1%
Palashipara,70,GEN,Kamalendu Sanyal,Communist Party Of India (MARXIST),165591,132996,80.3 %,1581,1.2%
Nakashipara,71,GEN,Kallol Khan,All India Trinamool Congress,154873,123110,79.5 %,3353,2.7%
Kaliganj,72,GEN,Dhananjoy Modak,Revolutionary Socialist Party,161387,120870,74.9 %,12522,10.4%
Chapra,73,GEN,Shamsul Islam Mollah,Communist Party Of India (MARXIST),159392,129863,81.5 %,4028,3.1%
Krishnaganj,74,SC,Sushil Biswas,Communist Party Of India (MARXIST),148167,119137,80.4 %,541,0.5%
Krishnagar East,75,GEN,Mukherjee Shibdas,All India Trinamool Congress,176871,136657,77.3 %,16341,12.0%
Krishnagar West,76,GEN,Sunil Kumar Ghosh,Communist Party Of India (MARXIST),141087,114777,81.4 %,7248,6.3%
Nabadwip,77,GEN,Pundarikakshya Saha,All India Trinamool Congress,150047,120294,80.2 %,7947,6.6%
Santipur,78,GEN,Ajoy Dey,Indian National Congress,191804,160812,83.8 %,21576,13.4%
Hanskhali,79,SC,Nayan Sarkar,Communist Party Of India (MARXIST),187782,158050,84.2 %,2521,1.6%
Ranaghat East,80,SC,Asim Bala,Communist Party Of India (MARXIST),205889,167682,81.4 %,4343,2.6%
Ranaghat West,81,GEN,Sankar Singha,Indian National Congress,183326,155923,85.1 %,15711,10.1%
Chakdaha,82,GEN,Satyasadhan Chakraborty,Communist Party Of India (MARXIST),236442,192741,81.5 %,16500,8.6%
Haringhata,83,GEN,Bankim Ghosh,Communist Party Of India (MARXIST),203999,164129,80.5 %,6372,3.9%
Bagdaha,84,SC,Kamalakshmi Biswas (S/O KUTISWAR),All India Forward Bloc,158930,135675,85.4 %,237,0.2%
Bongaon,85,GEN,Pankaj Ghosh,Communist Party Of India (MARXIST),179886,148170,82.4 %,21966,14.8%
Gaighata,86,GEN,Jyotipriya Mallick,All India Trinamool Congress,193444,164244,84.9 %,11690,7.1%
Habra,87,GEN,Tapati Dutta,All India Trinamool Congress,186952,150146,80.3 %,3735,2.5%
Ashokenagar,88,GEN,Sarmista Dutta,Communist Party Of India (MARXIST),175052,142341,81.3 %,1709,1.2%
Amdanga,89,GEN,Hashim Abdul Halim,Communist Party Of India (MARXIST),172996,140241,81.1 %,64,0.0%
Barasat,90,GEN,Ashoke (GOPAL) MUKHERJEE,All India Trinamool Congress,303118,228107,75.3 %,6747,3.0%
Rajarhat,91,SC,Tanmoy Mondal,All India Trinamool Congress,264419,205420,77.7 %,1148,0.6%
Deganga,92,GEN,Md. Yakub,All India Forward Bloc,148951,117293,78.7 %,25878,22.1%
Swarupnagar,93,GEN,Mustafa Bin Quasem,Communist Party Of India (MARXIST),158431,128148,80.9 %,6583,5.1%
Baduria,94,GEN,Qazi Abdul Gaffar,Indian National Congress,150352,123470,82.1 %,10756,8.7%
Basirhat,95,GEN,Narayan Mukherjee,Communist Party Of India (MARXIST),182559,135053,74.0 %,27720,20.5%
Hasnabad,96,GEN,Gautam Deb,Communist Party Of India (MARXIST),138090,113918,82.5 %,3981,3.5%
Haroa,97,SC,Kshiti Ranjan Mondal,Communist Party Of India (MARXIST),165839,134870,81.3 %,35260,26.1%
Sandeshkhali,98,SC,Kanti Biswas,Communist Party Of India (MARXIST),150261,119599,79.6 %,27104,22.7%
Hingalganj,99,SC,Gayen Nripen,Communist Party Of India (MARXIST),145433,115517,79.4 %,18255,15.8%
Gosaba,100,SC,Ganesh Mondal,Revolutionary Socialist Party,143094,106562,74.5 %,15172,14.2%
Basanti,101,SC,Subhas Naskar,Revolutionary Socialist Party,178713,137194,76.8 %,30348,22.1%
Kultali,102,SC,Prabodh Purkait,Independent,166462,128076,76.9 %,4268,3.3%
Joynagar,103,GEN,Debaprasad Sarkar,Independent,166266,123436,74.2 %,15681,12.7%
Baruipur,104,GEN,Arup Bhadra,All India Trinamool Congress,199257,150935,75.7 %,5,0.0%
Canning West,105,SC,Gobinda Chandra Naskar,All India Trinamool Congress,186385,134900,72.4 %,4958,3.7%
