#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
1,Ichapuram,1,GEN,Agarwal Naresh Kumar ( LALLU),Indian National Congress,130814,96080,73.4 %,7745,8.1%
2,Sompeta,2,GEN,Gouthu Syam Sunder Sivaji,Telugu Desam,132390,100269,75.7 %,11150,11.1%
3,Tekkali,3,GEN,Appayya Dora Hanumanthu,Indian National Congress,141838,103491,73.0 %,17271,16.7%
4,Harishchandra Puram,4,GEN,Atchannaidu Kinjarapu,Telugu Desam,133945,106254,79.3 %,37361,35.2%
5,Narasannapeta,5,GEN,Dharmana Krishna Das,Indian National Congress,119952,97660,81.4 %,8868,9.1%
6,Patapatnam,6,GEN,Kalamata Mohana Rao,Telugu Desam,117051,86479,73.9 %,2064,2.4%
7,Kothuru,7,ST,Gomango Janni Minathi,Indian National Congress,135062,94852,70.2 %,3517,3.7%
8,Naguru,8,ST,Lakshmana Murthy Kolaka,Communist Party Of India (MARXIST),130305,93350,71.6 %,8701,9.3%
9,Parvathipuram,9,GEN,Vijayaramaraju Satrucharla,Indian National Congress,129196,98841,76.5 %,1796,1.8%
10,Salur,10,ST,R.P.Bhanj Deo,Telugu Desam,126838,94499,74.5 %,2493,2.6%
11,Bobbili,11,GEN,Venkata Sujay Krishna Rangarao Ravu,Indian National Congress,121545,99138,81.6 %,12690,12.8%
12,Therlam,12,GEN,Jaya Prakash Tentu,Telugu Desam,129683,104990,81.0 %,7016,6.7%
13,Vunukuru,13,GEN,Kimidi Kala Venkata Rao,Telugu Desam,148593,112897,76.0 %,12886,11.4%
14,Palakonda,14,SC,Kambala Jogulu,Telugu Desam,109291,79261,72.5 %,11624,14.7%
15,Amadalavalasa,15,GEN,Satyavathi Boddepalli,Indian National Congress,115874,88604,76.5 %,3686,4.2%
16,Srikakulam,16,GEN,Dharmana Prasadarao,Indian National Congress,183813,130763,71.1 %,7227,5.5%
17,Etcherla,17,SC,Kondru Murali Mohan,Indian National Congress,145610,111640,76.7 %,5689,5.1%
18,Cheepurupalli,18,GEN,Botcha Satyanarayana,Indian National Congress,149699,109996,73.5 %,11034,10.0%
19,Gajapathinagaram,19,GEN,Aruna Padala,Telugu Desam,120992,95093,78.6 %,10362,10.9%
20,Vizianagaram,20,GEN,Kolagatla Veerabhadra Swamy,Independent,180772,116751,64.6 %,1126,1.0%
21,Sathivada,21,GEN,Penumatsa Sambasiva Raju,Indian National Congress,127711,108012,84.6 %,3890,3.6%
22,Bhogapuram,22,GEN,Narayana Swami Naidu Pathivada,Telugu Desam,128775,104555,81.2 %,2005,1.9%
23,Bheemunipatnam,23,GEN,Seetharamu Karri,Indian National Congress,157449,120275,76.4 %,241,0.2%
24,Visakhapatnam-I,24,GEN,Dronamraju Satyanarayana,Indian National Congress,127044,72367,57.0 %,16767,23.2%
25,Visakhapatnam-Ii,25,GEN,Rangaraju Saripalli,Indian National Congress,403263,206302,51.2 %,51010,24.7%
