#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
1,Abdasa,1,GEN,Dr. Nimaben B.,Indian National Congress,107219,80731,75.3 %,1339,1.7%
2,Mandvi,2,GEN,Mehta Sureshchandra Rupshankar,Bharatiya Janta Party,115932,83163,71.7 %,9221,11.1%
3,Bhuj,3,GEN,Mukesh Babulal Zaveri,Bharatiya Janta Party,151422,96954,64.0 %,5967,6.2%
4,Mundra,4,SC,Parbat Mayabhai Sodham,Bharatiya Janta Party,110755,69714,62.9 %,16857,24.2%
5,Anjar,5,GEN,Ahir Vasanbhai Gopalbhai,Bharatiya Janta Party,194592,91192,46.9 %,30680,33.6%
6,Rapar,6,GEN,Gada Babubhai Meghji Shah,Bharatiya Janta Party,137013,83364,60.8 %,2597,3.1%
7,Dasada,7,SC,Vaghela Fakirbhai Raghabhai,Bharatiya Janta Party,123435,85573,69.3 %,22684,26.5%
8,Wadhwan,8,GEN,Zala Ranjitsinh Jilubha,Bharatiya Janta Party,160410,96580,60.2 %,5003,5.2%
9,Limbdi,9,GEN,Rana Kiritsinh Jitubha,Bharatiya Janta Party,141031,96712,68.6 %,7399,7.7%
10,Chotila,10,GEN,Karamashibhai Kanjibhai Makwana,Indian National Congress,133175,83555,62.7 %,18490,22.1%
11,Halvad,11,GEN,Kavadiya Jayantilal Ramjibhai,Bharatiya Janta Party,120190,88346,73.5 %,4485,5.1%
12,Dhrangadhra,12,GEN,"Indravijaysinh Kishorsinh ""(I.K.)"" JADEJA",Bharatiya Janta Party,123661,88846,71.8 %,1398,1.6%
13,Morvi,13,GEN,Amrutiya Kantilal Shivlal,Bharatiya Janta Party,156024,101584,65.1 %,9011,8.9%
14,Tankara,14,GEN,Kundariya Mohan Kalyanji,Bharatiya Janta Party,152821,109245,71.5 %,9005,8.2%
15,Wankaner,15,GEN,Zinzaria Popatbhai Savsibhai,Bharatiya Janta Party,137918,92076,66.8 %,3437,3.7%
16,Jasdan,16,GEN,Bavaliya Kuverjibhai Mohanbhai,Indian National Congress,144133,94304,65.4 %,21604,22.9%
17,Rajkot-I,17,GEN,Umesh Rajyaguru,Bharatiya Janta Party,249234,126551,50.8 %,5228,4.1%
18,Rajkot-Ii,18,GEN,Vajubhai Vala,Bharatiya Janta Party,153829,82163,53.4 %,9740,11.9%
19,Rajkot Rural,19,SC,Chawda Santaben Khimji Bhai,Indian National Congress,206402,101588,49.2 %,1256,1.2%
20,Gondal,20,GEN,Jadeja Mahipatsinh Bhavubha,Independent,138044,85061,61.6 %,10007,11.8%
21,Jetpur,21,GEN,Korat Savjibhai Jivrajbhai,Bharatiya Janta Party,158023,101847,64.5 %,23646,23.2%
22,Dhoraji,22,GEN,Radadiya Vitthalbhai Hansrajbhai,Bharatiya Janta Party,128721,83451,64.8 %,25631,30.7%
23,Upleta,23,GEN,Patel Mohanbhai Laljibhai,Bharatiya Janta Party,126806,80451,63.4 %,839,1.0%
24,Jodiya,24,GEN,Kasundra Maganbhai Ambabhai,Bharatiya Janta Party,109650,76954,70.2 %,5459,7.1%
25,Jamnagar,25,GEN,Khattar Parmanand Vishandas,Bharatiya Janta Party,127930,66124,51.7 %,11766,17.8%
26,Jamnagar Rural,26,SC,Parmar Dr. Dineshbhai Rudabhai (DR. DINESH PARMAR),Indian National Congress,212392,99670,46.9 %,1744,1.7%
27,Kalawad,27,GEN,Patel Raghavji Hansrajbhai,Bharatiya Janta Party,119710,76217,63.7 %,33633,44.1%
28,Jamjodhpur,28,GEN,Sapariya Chimanlal Dharamshibhai,Bharatiya Janta Party,110539,73387,66.4 %,15916,21.7%
29,Bhanvad,29,GEN,Bera Murubhai Hardas,Bharatiya Janta Party,96353,62109,64.5 %,1069,1.7%
30,Khambhalia,30,GEN,Goria Jesabhai Markhibhai,Bharatiya Janta Party,114900,66450,57.8 %,1160,1.7%
31,Dwarka,31,GEN,Manek Pabubha Virambha,Independent,128045,85282,66.6 %,9732,11.4%
32,Porbandar,32,GEN,Babubhai Bhimabhai Bokhiriya,Bharatiya Janta Party,152172,85871,56.4 %,12391,14.4%
33,Kutiyana,33,GEN,Kadchha Bhura Munza,Independent,134252,77245,57.5 %,5205,6.7%
34,Mangrol,34,GEN,Chudasama Chadrikaben Kanji,Indian National Congress,147476,98056,66.5 %,15904,16.2%
35,Manavadar,35,GEN,Sureja Ratilal Gordhanbhai,Bharatiya Janta Party,124098,83346,67.2 %,3764,4.5%
36,Keshod,36,SC,Sondarava Bachubhai Munjabhai,Bharatiya Janta Party,149035,80309,53.9 %,7117,8.9%
37,Talala,37,GEN,Barad Jesabhai Bhanabhai,Bharatiya Janta Party,149485,109516,73.3 %,6127,5.6%
38,Somnath,38,GEN,Barad Jashubhai Dhanabhai,Indian National Congress,188083,123038,65.4 %,6753,5.5%
39,Una,39,GEN,Vansh Punjabhai Bhimabhai,Indian National Congress,174444,107909,61.9 %,5669,5.3%
40,Visavadar,40,GEN,Patel Keshubhai S.,Bharatiya Janta Party,134241,92926,69.2 %,29545,31.8%
41,Maliya,41,GEN,Joshi Bhikhabhai Galabhai,Indian National Congress,151552,96307,63.5 %,7125,7.4%
42,Junagadh,42,GEN,Mahendra Liladhar Mashru,Independent,188938,86046,45.5 %,22448,26.1%
43,Babra,43,GEN,Thumar Virjibhai Keshavbhai (VIRJIBHAI THUMAR),Indian National Congress,123450,80662,65.3 %,10196,12.6%
44,Lathi,44,GEN,Becharbhai Bhadani,Bharatiya Janta Party,112059,72771,64.9 %,9050,12.4%
45,Amreli,45,GEN,Rupala Parshottambhai Khodabhai,Bharatiya Janta Party,138261,74385,53.8 %,4771,6.4%
46,Dhari,46,GEN,Kotadia Manubhai Naranbhai,Indian National Congress,130644,83954,64.3 %,7726,9.2%
47,Kodinar,47,GEN,Laxmanbhai Parmar,Bharatiya Janta Party,138308,102642,74.2 %,9010,8.8%
48,Rajula,48,GEN,Bhuva Madhubhai Harjibhai,Indian National Congress,142632,86061,60.3 %,1288,1.5%
49,Botad,49,GEN,Godhani Dalsukhbhai Jerambhai,Indian National Congress,153979,105191,68.3 %,3858,3.7%
