AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Aurad,1,GEN,Manikrao Patil,Indian National Congress,96436,66905,69.4 %,6598,9.9%
Bhalki,2,GEN,Bhimanna Khandre,Indian National Congress,79839,53941,67.6 %,11897,22.1%
Hulsoor,3,SC,Ramchander Veerappa,Indian National Congress,86222,37497,43.5 %,5631,15.0%
Bidar,4,GEN,Narayana Rao Manahalli,Bharatiya Janta Party,94277,57869,61.4 %,6154,10.6%
Humnabad,5,GEN,Baswaraj Havgeppa Patil,Indian National Congress,86056,50730,58.9 %,11917,23.5%
Basavakalyan,6,GEN,Basawaraj Shankarappa Patil,Janta Party,91683,63386,69.1 %,13350,21.1%
Chincholi,7,GEN,Devendrappa Ghalappa Jamadar,Indian National Congress,85493,52211,61.1 %,88,0.2%
Kamalapur,8,SC,Govind P. Vadeyraj,Indian National Congress,79219,39984,50.5 %,5117,12.8%
Alland,9,GEN,B. R. Patil,Janta Party,76139,44982,59.1 %,3344,7.4%
Gulbarga,10,GEN,S. K. Kanta,Janta Party,111441,71129,63.8 %,1988,2.8%
Shahabad,11,SC,K. B. Sharanappa Bhimsha,Communist Party Of India,98894,39351,39.8 %,298,0.8%
Afzalpur,12,GEN,Hanamanth Rao Desai,Janta Party,86809,51845,59.7 %,5258,10.1%
Chitapur,13,GEN,Vishwanath Patil Hebbal,Janta Party,77790,40727,52.4 %,9185,22.6%
Sedam,14,GEN,Nagareddy Patil Sedam,Bharatiya Janta Party,82201,46639,56.7 %,2043,4.4%
Jewargi,15,GEN,Dharamsingh,Indian National Congress,86071,50430,58.6 %,9862,19.6%
Gurmitkal,16,SC,Malikarjun Khagre,Indian National Congress,81695,47810,58.5 %,16143,33.8%
Yadgir,17,GEN,Vishwanath Reddy,Janta Party,82128,48134,58.6 %,8702,18.1%
Shahapur,18,GEN,Bapugouda,Janta Party,93940,57110,60.8 %,7506,13.1%
Shorapur,19,GEN,Madan Gopal Naik,Indian National Congress,95645,50873,53.2 %,14885,29.3%
Deodurg,20,SC,B. Shivanna,Indian National Congress,80082,34631,43.2 %,3543,10.2%
Raichur,21,GEN,Sangameshwar Sardar,Janta Party,90274,47934,53.1 %,4683,9.8%
Kalmala,22,GEN,Sudhendra Rao Kasbe,Indian National Congress,82187,42902,52.2 %,3395,7.9%
Manvi,23,GEN,Raja Amarappa Naik Raja Jadi Somalinga Naik,Indian National Congress,76076,44410,58.4 %,8600,19.4%
Lingsugur,24,GEN,A. Basavaraj Patil Anwari,Indian National Congress,85582,46893,54.8 %,17713,37.8%
Sindhnoor,25,GEN,Mal.Lappa,Independent,96431,58347,60.5 %,2346,4.0%
Kushtagi,26,GEN,Hanume Gowad Shekhargounda,Indian National Congress,89895,43717,48.6 %,12529,28.7%
Yelburga,27,GEN,Lingaraj Shivashankara Rao Desai,Indian National Congress,86792,45715,52.7 %,4048,8.9%
Kanakagiri,28,GEN,Srirangadevarayalu Venkarayalu,Indian National Congress,88861,34318,38.6 %,20363,59.3%
Gangavathi,29,GEN,H. S. Muralidhar,Independent,97839,51374,52.5 %,6956,13.5%
Koppal,30,GEN,Mallikarajun Basappa Diwatar,Indian National Congress,83559,51346,61.4 %,8323,16.2%
Siruguppa,31,GEN,Sankarareddy,Indian National Congress,104208,65912,63.3 %,24529,37.2%
Kurugodu,32,GEN,Naganagouda H.,Indian National Congress,85777,51240,59.7 %,2159,4.2%
Bellary,33,GEN,M. Ramappa,Janta Party,106470,62398,58.6 %,4474,7.2%
Hospet,34,GEN,G. Shankar Goud,Indian National Congress,112162,71826,64.0 %,9191,12.8%
Sandur,35,GEN,Heeroji V. S. Lad,Indian National Congress,83755,50035,59.7 %,13092,26.2%
Kudligi,36,GEN,K. Channabasavana Gowd,Janta Party,81159,52620,64.8 %,402,0.8%
Kottur,37,GEN,B. S. Veerabhadrappa,Janta Party,81603,56919,69.8 %,13932,24.5%
Hadagalli,38,GEN,M. P. Prakash,Janta Party,89655,63575,70.9 %,15021,23.6%
Harapanahalli,39,SC,B. H. Yanka Naik,Indian National Congress,78268,53182,67.9 %,13717,25.8%
Harihar,40,GEN,K. Mallappa,Janta Party,103370,76105,73.6 %,13887,18.2%
Davangere,41,GEN,Pampapathi,Communist Party Of India,103647,77290,74.6 %,18579,24.0%
Mayakonda,42,GEN,K. G. Maheshwarappa,Janta Party,93470,64279,68.8 %,7077,11.0%
Bharamasagara,43,SC,Shivamurthy K.,Janta Party,80385,56490,70.3 %,15623,27.7%
Chitradurga,44,GEN,B. L. Gowda,Janta Party,92004,60734,66.0 %,16023,26.4%
Jagalur,45,GEN,G. H. Aswatha Reddy,Indian National Congress,88845,66353,74.7 %,13166,19.8%
Molakalmuru,46,GEN,N. G. Naik,Indian National Congress,87496,56388,64.4 %,8439,15.0%
Challakere,47,GEN,H. C. Shivashankarappa,Janta Party,87854,59605,67.8 %,20997,35.2%
