AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Manjeswar,1,GEN,M. Ramappa,Communist Party Of India,71771,52393,73.0 %,4609,8.8%
Kasaragod,2,GEN,T. A. Ibrahim,Muslim Leage,72643,57416,79.0 %,6783,11.8%
Udma,3,GEN,N. K. Balakrishnan,Independent,79412,63538,80.0 %,3545,5.6%
Hosdrug,4,SC,K. T. Kumaran,Communist Party Of India,85736,69819,81.4 %,2105,3.0%
Trikkarpur,5,GEN,P. Karunakaran,Communist Party Of India (MARXIST),89711,73123,81.5 %,6120,8.4%
Irikkur,6,GEN,C. P. Govindan Nambiar,Indian National Congress,76970,65050,84.5 %,7148,11.0%
Payyannur,7,GEN,N. Subramoniya Shenoy,Communist Party Of India (MARXIST),87783,70832,80.7 %,5047,7.1%
Taliparamba,8,GEN,M. V. Raghavan,Communist Party Of India (MARXIST),91418,75623,82.7 %,1525,2.0%
Azhicode,9,GEN,Chatayan Govindan,Communist Party Of India (MARXIST),74242,61777,83.2 %,5836,9.4%
Cannanore,10,GEN,P. Bhaskaran,Bharatiya Lok Dal,82706,65508,79.2 %,690,1.1%
Edakkad,11,GEN,P. P. V. Moosa,Muslim League (OPPOSITION),80636,67594,83.8 %,3319,4.9%
Tellicherry,12,GEN,Pattiyam Gopalan,Communist Party Of India (MARXIST),90599,70248,77.5 %,8473,12.1%
Peringalam,13,GEN,P. R. Karup,Indian National Congress,85316,66790,78.3 %,1958,2.9%
Kuthuparamba,14,GEN,Pinarayi Vijayan,Communist Party Of India (MARXIST),80754,67720,83.9 %,4401,6.5%
Peravoor,15,GEN,K. P. Nuruddin,Indian National Congress,82976,70437,84.9 %,4984,7.1%
North Wynad,16,ST,M. V. Rajan,Indian National Congress,76265,59856,78.5 %,8301,13.9%
Badagara,17,GEN,K. Chandrasekharan,Bharatiya Lok Dal,88657,73153,82.5 %,2545,3.5%
Nadapuram,18,GEN,Kandalottu Kunhambu,Communist Party Of India,82643,70340,85.1 %,7070,10.1%
Meppayur,19,GEN,Panarath Kunhimohammed,Muslim Leage,90211,77430,85.8 %,5834,7.5%
Quilandy,20,GEN,E. Narayanan Nair,Indian National Congress,90303,75817,84.0 %,4507,5.9%
Perambra,21,GEN,K. C. Joseph,Kerala Congress,83379,72961,87.5 %,773,1.1%
Balusseri,22,GEN,P. K. Sankarankutty,Bharatiya Lok Dal,77313,67213,86.9 %,1547,2.3%
Koduvally,23,GEN,E. Ahammad,Muslim Leage,83839,72752,86.8 %,8035,11.0%
Calicut- I,24,GEN,N. Chandrasekhara Kurup,Communist Party Of India (MARXIST),95325,74044,77.7 %,1773,2.4%
Calicut- Ii,25,GEN,P. M. Aboobacker,Muslim League (OPPOSITION),87536,68772,78.6 %,1098,1.6%
Beypore,26,GEN,N. P. Moideen,Indian National Congress,84730,70403,83.1 %,2196,3.1%
Kunnamangalam,27,SC,K. P. Raman,Muslim League (OPPOSITION),72612,61122,84.2 %,1688,2.8%
Thiruvambadi,28,GEN,Syriac John,Indian National Congress,70573,58517,82.9 %,3381,5.8%
Kalpetta,29,GEN,K. G. Adiyodi,Indian National Congress,70928,57741,81.4 %,2105,3.6%
Sultan's Battery,30,ST,K. Raghavan Master,Indian National Congress,73605,57503,78.1 %,4991,8.7%
Wandoor,31,SC,V. Eacharan,Indian National Congress,84084,62035,73.8 %,13290,21.4%
Nilambur,32,GEN,Aryadan Muhammed,Indian National Congress,85570,67366,78.7 %,7715,11.5%
Manjeri,33,GEN,M. P. M Abdulla Kurikkal,Muslim Leage,80134,61533,76.8 %,26819,43.6%
Malappuram,34,GEN,C. H. Mohammed Koya,Muslim Leage,81649,56276,68.9 %,23638,42.0%
Kondotty,35,GEN,P. Seethi Haji,Muslim Leage,80449,63912,79.4 %,21572,33.8%
Tirurangadi,36,GEN,Avakader Kutty Naha,Muslim Leage,81559,63823,78.3 %,19061,29.9%
Tanur,37,GEN,U. A. Beeran,Muslim Leage,81128,56383,69.5 %,30728,54.5%
Tirur,38,GEN,P. T. Kunhimuhammed ( Kunhukutty Hajee ),Muslim Leage,88246,69067,78.3 %,15548,22.5%
Ponnani,39,GEN,M. P. Gangadharan,Indian National Congress,90066,69436,77.1 %,9749,14.0%
Kuttippuram,40,GEN,Chakeri Ahmedkutty,Muslim Leage,74232,49741,67.0 %,24344,48.9%
Mankada,41,GEN,Korambayil Ahammed Haji,Muslim Leage,78435,60952,77.7 %,7390,12.1%
Perinthalmanna,42,GEN,K. K. S. Thangal,Muslim Leage,79983,62120,77.7 %,7605,12.2%
Thrithala,43,GEN,K. Sankaranarayanan,Indian National Congress,78608,59750,76.0 %,9724,16.3%
Pattambi,44,GEN,E. P. Gopalan,Communist Party Of India,81392,59489,73.1 %,4587,7.7%
Ottapalam,45,GEN,P. Balan,Indian National Congress,79058,57038,72.1 %,6817,12.0%
Sreekrishnapuram,46,GEN,K. Sukumaranunni,Indian National Congress,87724,64122,73.1 %,3935,6.1%
Mannarkkad,47,GEN,A. N. Yusuff,Communist Party Of India,83726,59494,71.1 %,6709,11.3%
Malampuzha,48,GEN,P. V. Kunhikannan,Communist Party Of India (MARXIST),73909,56037,75.8 %,4426,7.9%
Palghat,49,GEN,C. M. Sundaram,Independent,84546,63345,74.9 %,2803,4.4%
Chittur,50,GEN,P. Sankar,Communist Party Of India,85253,64534,75.7 %,7577,11.7%
Kollengode,51,GEN,C. Vasudeva Menon,Communist Party Of India (MARXIST),89301,67932,76.1 %,438,0.6%
Coyalmannam,52,SC,M. K. Krishnan,Communist Party Of India (MARXIST),86425,66726,77.2 %,5228,7.8%
Alathur,53,GEN,E. M. S. Namboodiripad,Communist Party Of India (MARXIST),84794,64274,75.8 %,1999,3.1%
Chelakara,54,SC,K. K. Balakrishnan,Indian National Congress,80751,61880,76.6 %,9935,16.1%
Wadakkancherry,55,GEN,K. S. Narayanan Namboodiri,Indian National Congress,84156,66687,79.2 %,12058,18.1%
Kunnamkulam,56,GEN,K. P. Viswanathan,Indian National Congress,84153,68501,81.4 %,5341,7.8%
Cherpu,57,GEN,K. P. Prabhakaran,Communist Party Of India,79270,65363,82.5 %,4519,6.9%
Trichur,58,GEN,K. J. Goerge,Bharatiya Lok Dal,83498,64844,77.7 %,4150,6.4%
Ollur,59,GEN,P. R. Francis,Indian National Congress,78156,65130,83.3 %,1086,1.7%
