AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Khundrakpam,1,GEN,-,Data Not Available,-,-,-,-,-
Heingang,2,GEN,-,Data Not Available,-,-,-,-,-
Khurai,3,GEN,Chandam Manihar Singh,Mahabharat Peples Party,20213,17754,87.8 %,767,4.3%
Khetrigao,4,GEN,-,Data Not Available,-,-,-,-,-
Thongju,5,GEN,-,Data Not Available,-,-,-,-,-
Keirao,6,GEN,Hidam Bidur Singh,Janata Dal,19461,18399,94.5 %,2745,14.9%
Andro,7,GEN,L. Amujou,Indian National Congress,21586,20160,93.4 %,1052,5.2%
Lamlai,8,GEN,Pheiroijam Parijat,Communist Party Of India,19035,16325,85.8 %,148,0.9%
Thangmeiband,9,GEN,Ngangbam Kumarjit,Mahabharat Peples Party,20499,16720,81.6 %,3409,20.4%
Uripok,10,GEN,T. Gunadhwaja Singh,Indian National Congress,14559,12077,83.0 %,835,6.9%
Sagolband,11,GEN,R. K. Jaichandra,Indian National Congress,18509,14977,80.9 %,1648,11.0%
Keisamthong,12,GEN,Raj Kumar Ranbir,Mahabharat Peples Party,20029,17246,86.1 %,926,5.4%
Singjamei,13,GEN,Irengbam Tompok Singh,Indian National Congress,15795,13862,87.8 %,226,1.6%
Yaiskul,14,GEN,R. K. Dorendra,Indian National Congress,17863,15844,88.7 %,1661,10.5%
Wangkhei,15,GEN,Haobam Borobabu,Mahabharat Peples Party,26737,20608,77.1 %,2729,13.2%
Sekmai,16,SC,Ningthoujam Biren,Indian National Congress,15978,14334,89.7 %,365,2.5%
Lamsang,17,GEN,Deven,Mahabharat Peples Party,18727,17126,91.5 %,459,2.7%
Konthoujam,18,GEN,Heigrujam Thoithoi,Mahabharat Peples Party,18244,17825,97.7 %,2083,11.7%
Patsoi,19,GEN,N. Ibomcha,Indian Congress (SOCIALIST- SARAT CHANDRA SINHA),20622,18375,89.1 %,2249,12.2%
Langthabal,20,GEN,-,Data Not Available,-,-,-,-,-
Naoriya Pakhanglakpa,21,GEN,-,Data Not Available,-,-,-,-,-
Wangoi,22,GEN,Nipamacha Singh,Indian Congress (SOCIALIST- SARAT CHANDRA SINHA),16091,15087,93.8 %,750,5.0%
Mayang Imphal,23,GEN,Khumujam Amutombi Singh,Janata Dal,22198,19486,87.8 %,1606,8.2%
Nambol,24,GEN,Th. Chaoba Singh,Indian National Congress,19365,18090,93.4 %,3820,21.1%
Oinam,25,GEN,Keisham Bira Singh,Indian National Congress,17309,16145,93.3 %,1103,6.8%
Bishenpur,26,GEN,Khundrakpam Jibon Singh,Janata Dal,18755,17121,91.3 %,778,4.5%
Moirang,27,GEN,Mairembam Koireng Singh,Indian National Congress,23826,20397,85.6 %,205,1.0%
Thanga,28,GEN,Salam Ibohal Singh,Mahabharat Peples Party,14722,13489,91.6 %,365,2.7%
Kumbi,29,GEN,Ningthoujam Mangi,Communist Party Of India,17537,15079,86.0 %,307,2.0%
Lilong,30,GEN,Md. Helaluddin,Indian National Congress,17248,16362,94.9 %,1636,10.0%
Thoubal,31,GEN,Thoudam Krishna,Janata Dal,21277,19647,92.3 %,595,3.0%
Wangkhem,32,GEN,Nimaichand Luwang,Indian National Congress,19410,18622,95.9 %,4147,22.3%
Heirok,33,GEN,Nongmeikapam Komon Singh,Janata Dal,20598,18724,90.9 %,641,3.4%
Wangjing Tentha,34,GEN,Moirang Them Narsing,Communist Party Of India,21692,19561,90.2 %,669,3.4%
Khangabo,35,GEN,Okram Ibobi,Indian National Congress,22192,21124,95.2 %,2322,11.0%
Wabgai,36,GEN,Mayengbam Manihar,Indian National Congress,18181,17441,95.9 %,204,1.2%
Kakching,37,GEN,N. Nimai Singh,Indian National Congress,19108,16353,85.6 %,1699,10.4%
Hiyanglam,38,GEN,Elangbam Biramani,Indian National Congress,16481,14831,90.0 %,143,1.0%
