AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Simna,1,ST,Pranab Debbarma,Communist Party Of India (MARXIST),28185,20832,73.9 %,1020,4.9%
Mohanpur,2,GEN,Ratan Lal Nath,Indian National Congress,29541,22744,77.0 %,3973,17.5%
Bamutia,3,SC,Prakash Ch.Das,Indian National Congress,32046,26101,81.4 %,631,2.4%
Barjala,4,GEN,Dipak Kumar Roy,Indian National Congress,45767,37510,82.0 %,1030,2.7%
Khayerpur,5,GEN,Pabitra Kar,Communist Party Of India (MARXIST),36296,28855,79.5 %,4039,14.0%
Agartala,6,GEN,Sudip Roy Barman,Indian National Congress,47207,35822,75.9 %,2610,7.3%
Ramnagar,7,GEN,Surajit Datta,Indian National Congress,35259,26759,75.9 %,2823,10.5%
Town Bordowali,8,GEN,"Ashok Kr, Bhattacharyya",Indian National Congress,30733,22662,73.7 %,2166,9.6%
Banamalipur,9,GEN,Gopal Ch.Ray,Indian National Congress,27424,20128,73.4 %,1530,7.6%
Majlishpur,10,GEN,Manik Dey,Communist Party Of India (MARXIST),33859,27740,81.9 %,2764,10.0%
Mandaibazar,11,ST,Manoranjan Debbarma,Communist Party Of India (MARXIST),36515,25463,69.7 %,1450,5.7%
Takarjala,12,ST,Rajeswar Debbarma,Indigenous Nationalist Party Of Twipra,26472,16443,62.1 %,9683,58.9%
Pratapgarh,13,SC,Anil Sarkar,Communist Party Of India (MARXIST),56085,45406,81.0 %,5854,12.9%
Badharghat,14,GEN,Subrata Chakrabarty,Communist Party Of India (MARXIST),57836,46276,80.0 %,948,2.0%
Kamalasagar,15,GEN,Narayan Ch.Choudhury,Communist Party Of India (MARXIST),30992,25444,82.1 %,3321,13.1%
Bishalgarh,16,GEN,Samir Ranjan Barman,Indian National Congress,29142,24285,83.3 %,1594,6.6%
Golaghati,17,ST,Ashok Debbarma,Indian National Congress,28933,20792,71.9 %,1,0.0%
Charilam,18,ST,Narayan Rupini,Communist Party Of India (MARXIST),29727,22057,74.2 %,56,0.3%
Boxanagar,19,GEN,Sahid Choudhury,Communist Party Of India (MARXIST),28324,24416,86.2 %,2316,9.5%
Nalchar,20,SC,Sukumar Barman,Communist Party Of India (MARXIST),28413,23576,83.0 %,3572,15.2%
Sonamura,21,GEN,Subal Rudra,Communist Party Of India (MARXIST),30025,25769,85.8 %,1751,6.8%
Dhanpur,22,GEN,Manik Sarkar,Communist Party Of India (MARXIST),33216,27977,84.2 %,4502,16.1%
Ramchandraghat,23,ST,Padma Kumar Debbarma,Communist Party Of India (MARXIST),19598,15011,76.6 %,3434,22.9%
Khowai,24,GEN,Samir Deb Sarkar,Communist Party Of India (MARXIST),28314,24264,85.7 %,3427,14.1%
Asharambari,25,ST,Sachindra Debbarma,Communist Party Of India (MARXIST),24154,18373,76.1 %,1486,8.1%
Pramodnagar,26,ST,Animesh Debbarma,Indigenous Nationalist Party Of Twipra,29911,21860,73.1 %,387,1.8%
Kalyanpur,27,GEN,Kajal Ch.Das,Indian National Congress,26621,20346,76.4 %,1180,5.8%
Krishnapur,28,ST,Khagendra Jamatia,Communist Party Of India (MARXIST),28305,19808,70.0 %,1037,5.2%
Teliamura,29,GEN,Ashok Kumar Baidya,Indian National Congress,31249,24375,78.0 %,1723,7.1%
Bagma,30,ST,Gunapada Jamatia,Communist Party Of India (MARXIST),31185,25111,80.5 %,75,0.3%
Salgarh,31,SC,Gopal Ch.Das,Revolutionary Socialist Party,32085,27038,84.3 %,5113,18.9%
Radhakishorepur,32,GEN,Joy Gobinda Deb Roy,Revolutionary Socialist Party,30700,25775,84.0 %,884,3.4%
Matarbari,33,GEN,Madhab Ch.Saha,Communist Party Of India (MARXIST),31766,27210,85.7 %,1971,7.2%
Kakraban,34,GEN,Keshab Majumder,Communist Party Of India (MARXIST),29768,25068,84.2 %,7163,28.6%
Rajnagar,35,SC,Sudhan Das,Communist Party Of India (MARXIST),36153,31459,87.0 %,8735,27.8%
Belonia,36,GEN,Basudeb Majumder,Communist Party Of India (MARXIST),30846,26111,84.6 %,5950,22.8%
Santirbazar,37,ST,Manindra Reang,Communist Party Of India,34121,27425,80.4 %,2430,8.9%
Hrishyamukh,38,GEN,Badal Choudhury,Communist Party Of India (MARXIST),30977,27065,87.4 %,10065,37.2%
Jolaibari,39,ST,Jashabir Tripura,Communist Party Of India (MARXIST),23457,19050,81.2 %,4504,23.6%
Manu,40,ST,Jitendra Choudhury,Communist Party Of India (MARXIST),36927,31387,85.0 %,4105,13.1%
Sabroom,41,GEN,Gour Kanti Goswami,Communist Party Of India (MARXIST),32803,28091,85.6 %,5584,19.9%
Ampinagar,42,ST,Nagendra Jamatia,Indigenous Nationalist Party Of Twipra,29516,22446,76.0 %,464,2.1%
Birganj,43,GEN,Ranjit Debnath,Communist Party Of India (MARXIST),35779,29935,83.7 %,3240,10.8%
Raima Valley,44,ST,Rabindra Debbarma,Indigenous Nationalist Party Of Twipra,37921,28110,74.1 %,149,0.5%
Kamalpur,45,GEN,Bijoy Lakshmi Singha,Communist Party Of India (MARXIST),24582,20496,83.4 %,2569,12.5%
Surma,46,SC,Sudhir Das,Communist Party Of India (MARXIST),28819,23117,80.2 %,3239,14.0%
Salema,47,ST,Prasanta Debbarma,Communist Party Of India (MARXIST),27362,22084,80.7 %,4722,21.4%
Kulai,48,ST,Bijoy Kumar Hrangkhawl,Indigenous Nationalist Party Of Twipra,32456,23216,71.5 %,3980,17.1%
Chhawmanu,49,ST,Syamacharan Tripura,Indigenous Nationalist Party Of Twipra,28915,19074,66.0 %,3075,16.1%
Pabiachhara,50,SC,Bidhubhusan Malakar,Communist Party Of India (MARXIST),34882,25278,72.5 %,1967,7.8%
Fatikroy,51,GEN,Bijoy Roy,Communist Party Of India (MARXIST),28900,22819,79.0 %,1237,5.4%
Chandipur,52,GEN,Tapan Chakrabarty,Communist Party Of India (MARXIST),30474,25158,82.6 %,3733,14.8%
Kailashahar,53,GEN,Birajit Sinha,Indian National Congress,34930,28143,80.6 %,2001,7.1%
Kurti,54,GEN,Faizur Rohman,Communist Party Of India (MARXIST),30483,24803,81.4 %,1011,4.1%
