#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
1,Dhanaha,1,GEN,Nardeshwar Prasad Kushwaha,Lok Dal,98956,47247,47.7 %,250,0.5%
2,Bagha,2,SC,Triloki Harijan,Indian National Congress,132046,53854,40.8 %,6662,12.4%
3,Ramnagar,3,GEN,Arjun Vikram Sah,Indian National Congress,122215,64141,52.5 %,3050,4.8%
4,Shikarpur,4,SC,Narsingh Baitha,Indian National Congress,126891,74805,59.0 %,53398,71.4%
5,Sikta,5,GEN,Dharmesh Prasad Verma,Janta Party,123300,76094,61.7 %,16522,21.7%
6,Lauria,6,GEN,Vishwa Mohan Sharma,Indian National Congress,116976,67647,57.8 %,21002,31.0%
7,Chanpatia,7,GEN,Birbal Sharma,Communist Party Of India,113353,55833,49.3 %,3169,5.7%
8,Bettiah,8,GEN,Gauri Shanker Pandey,Indian National Congress,142668,66450,46.6 %,16475,24.8%
9,Nautan,9,GEN,Kamla Pandey,Indian National Congress,115190,50730,44.0 %,4864,9.6%
10,Raxaul,10,GEN,Sagir Ahmad,Indian National Congress,122412,74881,61.2 %,5328,7.1%
11,Sugauli,11,GEN,Suresh Kumar Mishra,Indian National Congress,129128,70969,55.0 %,4252,6.0%
12,Motihari,12,GEN,Triveni Tiwari,Communist Party Of India,155088,80313,51.8 %,19697,24.5%
13,Adapur,13,GEN,Hari Shanker Prasad Yadav,Indian National Congress,132991,77877,58.6 %,4984,6.4%
14,Dhaka,14,GEN,Motiur Rahman,Indian National Congress,152392,102451,67.2 %,22389,21.9%
15,Ghorasahan,15,GEN,Pramod Kumar Singh,Indian National Congress,132483,76115,57.5 %,6139,8.1%
16,Madhuban,16,GEN,Sitaram Singh,Janta Party,138301,72666,52.5 %,2573,3.5%
17,Pipra,17,SC,Nand Lal Chaudhary,Indian National Congress,110472,55393,50.1 %,9374,16.9%
18,Kesariya,18,GEN,Rai Hari Shankar Sharma,Indian National Congress,134524,77723,57.8 %,6638,8.5%
19,Harsidhi,19,GEN,Md. Hedaitullah Khan,Indian National Congress,117660,68950,58.6 %,4141,6.0%
20,Gobindganj,20,GEN,Yogendra Pandey,Independent,136119,77429,56.9 %,5128,6.6%
21,Kateya,21,GEN,Bachcha Choubey,Janta Party,138413,90367,65.3 %,15354,17.0%
22,Bhore,22,SC,Anil Kumar,Indian National Congress,140749,76752,54.5 %,8498,11.1%
23,Mirganj,23,GEN,Parbhudayal Singh,Indian National Congress,127309,82696,65.0 %,3566,4.3%
24,Gopalganj,24,GEN,Surendra Singh,Independent,133225,77070,57.8 %,7797,10.1%
25,Barauli,25,GEN,Adnan Khan,Indian National Congress,124668,60348,48.4 %,7387,12.2%
26,Baikunthpur,26,GEN,Braj Kishore Narain Singh,Indian National Congress,129853,88706,68.3 %,14332,16.2%
27,Basantpur,27,GEN,Manik Chandra Roy,Indian National Congress,153464,102249,66.6 %,11182,10.9%
28,Goreakothi,28,GEN,Indra Deo Prasad,Bharatiya Janta Party,136030,77395,56.9 %,2405,3.1%
29,Siwan,29,GEN,Awadh Bihari Choudhary,Janta Party,142499,84686,59.4 %,23032,27.2%
30,Mairwa,30,SC,Gorakh Ram,Indian National Congress,119191,56636,47.5 %,22838,40.3%
31,Darauli,31,GEN,Shiv Shankar Yadav,Lok Dal,130712,73892,56.5 %,3262,4.4%
32,Ziradei,32,GEN,Tribhuan Singh,Indian National Congress,126492,68192,53.9 %,8836,13.0%
33,Maharajganj,33,GEN,Uma Shanker Singh,Janta Party,145500,91541,62.9 %,10114,11.0%
34,Raghunathpur,34,GEN,Vijay Shanker Dubey,Indian National Congress,147474,80457,54.6 %,5365,6.7%
35,Manjhi,35,GEN,Budhan Prasad Yadav,Independent,134695,71619,53.2 %,6431,9.0%
36,Baniapur,36,GEN,Uma Pnadey,Indian National Congress,125898,63832,50.7 %,2750,4.3%
37,Masrakh,37,GEN,Prabhu Nath Singh,Independent,133233,61804,46.4 %,4178,6.8%
38,Taraiya,38,GEN,Ram Das Rai,Bharatiya Janta Party,117540,67127,57.1 %,873,1.3%
39,Marhaura,39,GEN,Bhishma Prasad Yadav,Indian National Congress,131241,80497,61.3 %,30100,37.4%
40,Jalalpur,40,GEN,Sudhir Kumar Singh,Indian National Congress,143962,72448,50.3 %,2504,3.5%
41,Chapra,41,GEN,Janak Yadav,Independent,154418,92038,59.6 %,10285,11.2%
42,Garkha,42,SC,Raghunandan Manjhi,Indian National Congress,122040,59993,49.2 %,1146,1.9%
43,Parsa,43,GEN,Chandrika Rai,Indian National Congress,131913,83324,63.2 %,11574,13.9%
44,Sonepur,44,GEN,Laloo Prasad,Lok Dal,132867,76883,57.9 %,16219,21.1%
45,Hajipur,45,GEN,Moti Lal Sinha Kanan,Lok Dal,146021,87660,60.0 %,18197,20.8%
46,Raghopur,46,GEN,Udai Narain Rai,Lok Dal,143185,96096,67.1 %,4846,5.0%
47,Mahnar,47,GEN,Munshi Lal Rai,Lok Dal,145118,98648,68.0 %,3792,3.8%
48,Jandaha,48,GEN,Tulsi Das Mehta,Lok Dal,145672,105137,72.2 %,3776,3.6%
49,Patepur,49,SC,Baleshwar Singh Paswan,Indian National Congress,127810,69773,54.6 %,403,0.6%
50,Mahua,50,SC,Dasai Chaudhary,Lok Dal,131616,79222,60.2 %,15447,19.5%
51,Lalganj,51,GEN,Bharat Prasad Singh,Indian National Congress,130259,89798,68.9 %,2234,2.5%
52,Vaishali,52,GEN,Brishin Patel,Lok Dal,136155,84731,62.2 %,34293,40.5%
53,Paru,53,GEN,Usha Singh,Lok Dal,141386,115824,81.9 %,30635,26.4%
54,Sahebganj,54,GEN,Shiv Sharan Singh,Indian National Congress,140705,90553,64.4 %,817,0.9%
55,Baruraj,55,GEN,Shashi Kumar Rai,Lok Dal,138861,102609,73.9 %,36084,35.2%
56,Kanti,56,GEN,Nalini Ranjan Singh,Surajya Party,123050,67385,54.8 %,209,0.3%
57,Kurhani,57,GEN,Sheonandan Rai,Indian National Congress,132913,88988,67.0 %,9785,11.0%
58,Sakra,58,SC,Shivnandan Paswan,Lok Dal,124368,71832,57.8 %,4332,6.0%
59,Muzaffarpur,59,GEN,Raghunath Pandey,Indian National Congress,152155,105009,69.0 %,70298,66.9%
60,Bochaha,60,SC,Ramai Ram,Lok Dal,131840,64596,49.0 %,2307,3.6%
61,Gaighatti,61,GEN,Virendra Kumar Singh,Indian National Congress,138200,88487,64.0 %,3538,4.0%
62,Aurai,62,GEN,Ganesh Pd. Yadav,Janta Party,134320,90045,67.0 %,13780,15.3%
63,Minapur,63,GEN,Hind Keshari Yadav,Lok Dal,130548,90956,69.7 %,3820,4.2%
64,Runisaidpur,64,GEN,Nawal Kishore Shahi,Janta Party,164277,90975,55.4 %,2649,2.9%
65,Belsand,65,GEN,Raghubansh Pd. Singh,Lok Dal,126072,65149,51.7 %,1181,1.8%
66,Sheohar,66,GEN,Raghunath Jha,Janta Party,149340,94722,63.4 %,22798,24.1%
67,Sitamarhi,67,GEN,Khalil Ansari,Indian National Congress,161602,77697,48.1 %,4992,6.4%
68,Bathnaha,68,GEN,Ram Niwas,Indian National Congress,154607,94327,61.0 %,17580,18.6%
69,Majorganj,69,SC,Ram Vriksh Ram,Indian National Congress,128119,63599,49.6 %,11527,18.1%
70,Sonbarsa,70,GEN,Kapoori Thakur,Lok Dal,139367,90547,65.0 %,24947,27.6%
71,Sursand,71,GEN,Ravindra Prasad Sahi,Independent,140764,76543,54.4 %,2327,3.0%
72,Pupri,72,GEN,Ram Briksh Chaudhary,Indian National Congress,153124,85900,56.1 %,20376,23.7%
73,Benipatti,73,GEN,Yugeshwar Jha,Indian National Congress,137591,81245,59.0 %,11336,14.0%
74,Bisfi,74,GEN,Sakeel Ahmad,Indian National Congress,150195,89132,59.3 %,23314,26.2%
75,Harlakhi,75,GEN,Mithilesh Kumar Pandey,Indian National Congress,135063,79264,58.7 %,15166,19.1%
76,Khajauli,76,SC,Bilat Paswan Vihangam,Indian National Congress,141505,66060,46.7 %,13099,19.8%
77,Babubarhi,77,GEN,Guna Nand Jha,Indian National Congress,128592,69711,54.2 %,1678,2.4%
78,Madhubani,78,GEN,Padma Chaubey,Indian National Congress,155130,68794,44.3 %,5791,8.4%
79,Pandaul,79,GEN,Kumud Ranjan Jha,Indian National Congress,144989,66262,45.7 %,15280,23.1%
80,Jhanjharpur,80,GEN,Jagannath Mishra,Indian National Congress,127508,78984,61.9 %,55928,70.8%
81,Phulparas,81,GEN,Hemlata Yadav,Indian National Congress,134376,65158,48.5 %,5384,8.3%
82,Laukaha,82,GEN,Abdul Hai Payami,Indian National Congress,125528,70848,56.4 %,7695,10.9%
83,Madhepur,83,GEN,Harkhu Jha,Indian National Congress,124469,75286,60.5 %,12438,16.5%
84,Manigachhi,84,GEN,Madan Mohan Jha,Indian National Congress,122239,86669,70.9 %,42509,49.0%
85,Bahera,85,GEN,Mahendra Jha Azad,Independent,129788,74721,57.6 %,1725,2.3%
86,Ghanshyampur,86,GEN,Mahabir Prasad,Lok Dal,151046,94230,62.4 %,9998,10.6%
87,Baheri,87,GEN,Permanand Thakur,Indian National Congress,145812,98221,67.4 %,19797,20.2%
88,Darbhanga Rural,88,SC,Ramchandra Paswan,Indian National Congress,120315,60148,50.0 %,13226,22.0%
89,Darbhanga,89,GEN,Asfak Ansari,Indian National Congress,136233,70372,51.7 %,8156,11.6%
90,Keoti,90,GEN,Klim Ahmad,Indian National Congress,150516,89478,59.4 %,8526,9.5%
91,Jale,91,GEN,Lokesh Nath Jha,Indian National Congress,134914,87636,65.0 %,21387,24.4%
92,Hayaghat,92,GEN,Umadhar Prasad Singh,Independent,116075,64384,55.5 %,3022,4.7%
93,Kalyanpur,93,GEN,Basistha Narain Singh,Lok Dal,144555,81175,56.2 %,6747,8.3%
94,Warisnagar,94,SC,Ramsevak Hazari,Independent,124774,73848,59.2 %,3692,5.0%
95,Samastipur,95,GEN,Ashok Singh,Lok Dal,154748,88700,57.3 %,8100,9.1%
96,Sarairanjan,96,GEN,Ramashray Ishwar,Indian National Congress,150141,95901,63.9 %,9188,9.6%
97,Mohiuddin Nagar,97,GEN,Anugrah Narain Singh,Indian National Congress,158211,117293,74.1 %,50705,43.2%
98,Dalsinghsarai,98,GEN,Vijay Kumar Choudhary,Indian National Congress,150307,88020,58.6 %,14287,16.2%
99,Bibhutpur,99,GEN,Chandra Vali Thakur,Indian National Congress,159769,112292,70.3 %,1587,1.4%
100,Rosera,100,SC,Bhola Mandar,Lok Dal,137225,95024,69.2 %,10395,10.9%
101,Singhia,101,GEN,Ashok Kumar,Indian National Congress,131079,83073,63.4 %,35339,42.5%
102,Hasanpur,102,GEN,Rajendra Prasad Yadav,Indian National Congress,124026,75510,60.9 %,6684,8.9%
103,Balia,103,GEN,Samsu Zeha,Indian National Congress,140766,58856,41.8 %,3860,6.6%
104,Matihani,104,GEN,Pramod Kumar Sharma,Indian National Congress,130905,70441,53.8 %,2727,3.9%
105,Begusarai,105,GEN,Bhola Singh,Indian National Congress,133056,73133,55.0 %,9385,12.8%
106,Barauni,106,GEN,Shakuntala Sinha,Communist Party Of India,151526,79716,52.6 %,4567,5.7%
107,Bachwara,107,GEN,Ayodhya Prasad Singh,Communist Party Of India,136044,77281,56.8 %,4472,5.8%
108,Cheria Bariarpur,108,GEN,Harihar Mahto,Indian National Congress,129986,72606,55.9 %,13045,18.0%
109,Bakhri,109,SC,Ram Vinod Paswan,Communist Party Of India,118038,60946,51.6 %,3148,5.2%
110,Raghopur,110,GEN,Amarendra Mishra,Indian National Congress,151143,99229,65.7 %,41152,41.5%
111,Kishunpur,111,GEN,Vishwanath Gurmita,Indian National Congress,145429,97703,67.2 %,8897,9.1%
112,Supaul,112,GEN,Pramod Kumar Singh,Indian National Congress,155774,108238,69.5 %,11800,10.9%
113,Tribeniganj,113,GEN,Anup Lal Yadav,Lok Dal,128560,102304,79.6 %,26410,25.8%
114,Chhatapur,114,SC,Kumbh Nr. Sardar,Indian National Congress,125924,82236,65.3 %,7453,9.1%
115,Kumarkhand,115,SC,Nawal Kishore Bharti,Lok Dal,137983,74027,53.6 %,977,1.3%
116,Singheshwar,116,GEN,Ramendra Kumar Yadav Ravi,Lok Dal,141086,89867,63.7 %,851,0.9%
117,Saharsa,117,GEN,Satish Chandra Jha,Indian National Congress,152301,87801,57.6 %,8182,9.3%
118,Mahishi,118,GEN,Lahtan Choudhary,Indian National Congress,155670,111786,71.8 %,55031,49.2%
119,Simri-Bakhtiarpur,119,GEN,Choudhary Mohammad Salahiddin,Indian National Congress,154383,131702,85.3 %,1676,1.3%
120,Madhepura,120,GEN,Bholi Prasad Mandal,Indian National Congress,151213,94053,62.2 %,395,0.4%
121,Sonbarsa,121,GEN,Surya Narayan Yadav,Lok Dal,152663,104781,68.6 %,40352,38.5%
122,Kishanganj,122,GEN,Rajnandan Prasad,Lok Dal,126141,80347,63.7 %,16761,20.9%
123,Alamnagar,123,GEN,Birendra Ku. Singh,Lok Dal,133962,83545,62.4 %,721,0.9%
124,Rupauli,124,GEN,Dinesh Kumar Singh,Indian National Congress,120719,77323,64.1 %,2311,3.0%
125,Dhamdaha,125,GEN,Amar Nath Tiwari,Indian National Congress,135391,89044,65.8 %,28645,32.2%
126,Banmankhi,126,SC,Rasik Lal Rishideo,Indian National Congress,140570,68894,49.0 %,17891,26.0%
127,Raniganj,127,SC,Yamuna Pd. Ram,Indian National Congress,137406,71110,51.8 %,45998,64.7%
128,Narpatganj,128,GEN,Indra Nand Yadav,Indian National Congress,141621,72524,51.2 %,8731,12.0%
129,Forbesganj,129,GEN,Saryu Mishra,Indian National Congress,136974,77372,56.5 %,13441,17.4%
130,Araria,130,GEN,Halimuddin Ahmed,Indian National Congress,122486,75583,61.7 %,1099,1.5%
131,Sikti,131,GEN,Rameshwar Yadav,Indian National Congress,150137,92427,61.6 %,7486,8.1%
132,Jokihat,132,GEN,Taslimuddin,Janta Party,120709,78939,65.4 %,15763,20.0%
133,Bahadurganj,133,GEN,Najmudin,Indian National Congress,121606,59140,48.6 %,22062,37.3%
134,Thakurganj,134,GEN,Mohamad Husen Azad,Indian National Congress,148872,81491,54.7 %,14213,17.4%
135,Kishanganj,135,GEN,Md. Mustaque,Lok Dal,141352,77368,54.7 %,11026,14.3%
136,Amour,136,GEN,Jalil,Independent,120235,79465,66.1 %,2178,2.7%
137,Baisi,137,GEN,Abdus Subhan,Lok Dal,114360,66994,58.6 %,1590,2.4%
138,Kasba,138,GEN,Syed Gulam Hussain,Indian National Congress,139671,83265,59.6 %,2365,2.8%
139,Purnea,139,GEN,Ajit Chandras,Communist Party Of India (MARXIST),127404,73621,57.8 %,9074,12.3%
140,Korha,140,SC,Vishwa Nath Rishi,Indian National Congress,112989,49341,43.7 %,13686,27.7%
141,Barari,141,GEN,Mansoor Alam,Lok Dal,111217,66426,59.7 %,2904,4.4%
142,Katihar,142,GEN,Satya Narayan Prasad,Indian National Congress,139064,69688,50.1 %,15370,22.1%
143,Kadwa,143,GEN,Usman Ghani,Indian National Congress,112540,66386,59.0 %,26288,39.6%
144,Barsoi,144,GEN,Byula Doja,Indian National Congress,118401,69657,58.8 %,17501,25.1%
145,Pranpur,145,GEN,Mangan Insan,Indian National Congress,105468,60454,57.3 %,24841,41.1%
146,Manihari,146,GEN,Md. Mobarak Hussain,Indian National Congress,99707,60648,60.8 %,24989,41.2%
147,Rajmahal,147,GEN,Dhruva Bhagat,Bharatiya Janta Party,132520,72407,54.6 %,397,0.5%
148,Borio,148,ST,Jon Hembrom,Indian National Congress,125059,51260,41.0 %,10473,20.4%
149,Barhait,149,ST,Thomas Hansda,Indian National Congress,109349,64700,59.2 %,18300,28.3%
150,Litipara,150,ST,Simon Marandi,Jharkhand Mukti Morcha,100813,49995,49.6 %,17814,35.6%
151,Pakaur,151,GEN,Hazi Muhammad Ainul Haque,Indian National Congress,118731,69493,58.5 %,12249,17.6%
152,Maheshpur,152,ST,Debidhan Basera,Jharkhand Mukti Morcha,109599,46316,42.3 %,3025,6.5%
153,Sikaripara,153,ST,David Murmu,Jharkhand Mukti Morcha,119382,41010,34.4 %,5214,12.7%
154,Nala,154,GEN,Bisheshwar Khan,Communist Party Of India,124364,63016,50.7 %,6665,10.6%
155,Jamtara,155,GEN,Md. Furkan Ansari,Indian National Congress,113980,62510,54.8 %,3171,5.1%
156,Sarath,156,GEN,Udai Shanker Singh,Independent,123305,75535,61.3 %,13785,18.2%
157,Madhupur,157,GEN,Krishna Nand Jha,Indian National Congress,138507,71638,51.7 %,24656,34.4%
