AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Dimapur-I,1,GEN,Md. Anwar Hussain,Indian National Congress,22511,10928,48.5 %,1212,11.1%
Dimapur-Ii,2,ST,I. Vikheshe,Indian National Congress,30722,13570,44.2 %,2196,16.2%
Dimapur-Iii,3,ST,Lolit Mech,Indian National Congress,6460,5088,78.8 %,2003,39.4%
Ghaspani-I,4,ST,Shikiho Sema,Indian National Congress,22772,13928,61.2 %,984,7.1%
Ghaspani-Ii,5,ST,Rokonicha,Naga National Democratic Party,12422,9146,73.6 %,68,0.7%
Tenning,6,ST,Henlun L. Singsen,Independent,8885,7986,89.9 %,670,8.4%
Peren,7,ST,L. Lungalang,Naga National Democratic Party,10284,7659,74.5 %,1486,19.4%
Western Angami,8,ST,Setu Lietise,Naga National Democratic Party,10984,6640,60.5 %,681,10.3%
Kohima Town,9,ST,J. B. Jasokio,Naga National Democratic Party,13113,6527,49.8 %,798,12.2%
Northern Angami - I,10,ST,Shorhozelic,Naga National Democratic Party,10012,6681,66.7 %,784,11.7%
Northern Angami -Ii,11,ST,Chupfuo,Naga National Democratic Party,10877,8518,78.3 %,144,1.7%
Tseminyu,12,ST,R. S. Ranghma,Naga National Democratic Party,9557,7914,82.8 %,65,0.8%
Pughoboto,13,ST,Huska,Independent,8561,7275,85.0 %,1341,18.4%
Southern Angami-I,14,ST,Puse,Independent,6825,4951,72.5 %,425,8.6%
Southern Angami-Ii,15,ST,Vizadel,Independent,6868,5500,80.1 %,154,2.8%
Pfutsero,16,ST,Thinuco,Naga National Democratic Party,8742,5832,66.7 %,377,6.5%
Chizami,17,ST,Zhevehu,Independent,7640,6692,87.6 %,110,1.6%
Chazouba,18,ST,Vamuzo,Naga National Democratic Party,10269,8564,83.4 %,499,5.8%
Phek,19,ST,Vejayi,Naga National Democratic Party,9455,7082,74.9 %,281,4.0%
Meluri,20,ST,Chiekhutso,Naga National Democratic Party,7603,6350,83.5 %,471,7.4%
Tuli,21,ST,I. Merachiba,Indian National Congress,9570,8069,84.3 %,424,5.3%
Arkakong,22,ST,Marchiba,Independent,10611,8101,76.3 %,119,1.5%
Impur,23,ST,Kariba,Indian National Congress,11409,10093,88.5 %,72,0.7%
Angetyongpang,24,ST,Sentichuba Ao,Naga National Democratic Party,9549,6717,70.3 %,389,5.8%
Monguya,25,ST,N. I. Jamir,Indian National Congress,9158,5986,65.4 %,692,11.6%
Aonglenden,26,ST,S. C. Jamir,Indian National Congress,8509,5580,65.6 %,904,16.2%
