AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Tuipang,1,ST,P. P. Thawla,Maraland Democratic Front,10717,8973,83.7 %,839,9.4%
Saiha,2,ST,S. Hiato,Indian National Congress,16529,12314,74.5 %,341,2.8%
Sangau,3,ST,H. Rammawi,Mizo National Front,10478,8188,78.1 %,246,3.0%
Lawngtlai,4,ST,H. Vanlalthaliana,Mizo National Front,21834,16584,76.0 %,1095,6.6%
Chawngte,5,ST,Rasik Mohan Chakma,Mizo National Front,16933,12955,76.5 %,807,6.2%
Tlabung,6,ST,Nihar Kanti,Indian National Congress,10645,9006,84.6 %,613,6.8%
Buarpui,7,ST,Zodintluanga,Indian National Congress,10145,8825,87.0 %,871,9.9%
Lunglei South,8,GEN,Lalhmingthanga,Mizoram People's Conference,14959,10909,72.9 %,62,0.6%
Lunglei North,9,ST,Dr R. Lalthangliana,Mizo National Front,13639,10815,79.3 %,690,6.4%
Tawipui,10,ST,Z. H. Ropuia,Mizo National Front,11069,9655,87.2 %,606,6.3%
Vanva,11,ST,C. Lalrinsanga,Mizo National Front,7923,7054,89.0 %,341,4.8%
Hnahthial,12,ST,F. Lalthanzuala,Mizoram People's Conference,9450,7728,81.8 %,455,5.9%
North Vanlaiphai,13,ST,D.Thangliana,Mizo National Front,9351,7483,80.0 %,105,1.4%
Khawbung,14,ST,K. Vanlalauva,Mizo National Front,11859,9600,81.0 %,103,1.1%
Champhai,15,ST,Zoramthanga,Mizo National Front,18657,15101,80.9 %,265,1.8%
Khawhai,16,ST,Lalrinliana Sailo,Indian National Congress,7495,6064,80.9 %,836,13.8%
Saitual,17,ST,R. Lalzirliana,Indian National Congress,9858,8456,85.8 %,340,4.0%
Khawzawl,18,ST,Andrew Lalherliana,Zoram Nationalist Party,11490,9418,82.0 %,20,0.2%
Ngopa,19,ST,H. Rohluna,Indian National Congress,12796,10485,81.9 %,703,6.7%
Suangpuilawn,20,ST,H. Lalsangzuala,Hmar Peoples Convention,7816,3015,38.6 %,1843,61.1%
Ratu,21,ST,Lalduhawma,Zoram Nationalist Party,13206,10425,78.9 %,236,2.3%
Kawnpui,22,ST,Sailothanga Sailo,Mizoram People's Conference,12969,10632,82.0 %,558,5.2%
Kolasib,23,ST,Zoramthanga,Mizo National Front,13377,10852,81.1 %,92,0.8%
Bilkhawthlir,24,ST,Lalchamliana,Mizo National Front,10058,8561,85.1 %,260,3.0%
Lokicherra,25,ST,Tawnluia,Mizo National Front,7334,6011,82.0 %,283,4.7%
Kawrthah,26,ST,Saikapthianga,Indian National Congress,7557,5911,78.2 %,230,3.9%
Mamit,27,ST,Lalthlengliana,Mizo National Front,9875,7986,80.9 %,167,2.1%
Phuldungsei,28,ST,Liansuama,Indian National Congress,12862,10281,79.9 %,23,0.2%
Sateek,29,ST,B. Lalthlengliana,Mizo National Front,11857,10190,85.9 %,168,1.6%
Serchhip,30,ST,Lal Thanhawla,Indian National Congress,15568,12494,80.3 %,927,7.4%
Lungpho,31,ST,K. Lianzuala,Indian National Congress,10813,9213,85.2 %,340,3.7%
Tlungvel,32,ST,Sainghaka,Indian National Congress,10466,8808,84.2 %,410,4.7%
Aizawl North-I,33,ST,Dr Lalzama,Mizo National Front,17360,13799,79.5 %,344,2.5%
Aizawl North Ii,34,ST,H. Liansailova,Indian National Congress,22669,16453,72.6 %,195,1.2%
Aizawl East-I,35,ST,K. Sangthuama,Mizo National Front,16577,11805,71.2 %,56,0.5%
Aizawl East-Ii,36,ST,H. Vanlalauva,Mizo National Front,13710,9872,72.0 %,237,2.4%
Aizawl West I,37,ST,Aichhinga,Mizo National Front,21907,16384,74.8 %,241,1.5%
Aizawl West-Ii,38,ST,Lalrinchhana,Mizo National Front,22418,17346,77.4 %,544,3.1%
Aizawl South - I,39,ST,R. Tlanghmingthanga,Mizo National Front,18817,14298,76.0 %,538,3.8%
Aizawl South - Ii,40,ST,R. Khawpuithanga,Mizo National Front,18985,14500,76.4 %,404,2.8%
