AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Bhadra,1,GEN,Lal Chand,Janta Party,78193,54027,69.1 %,5736,10.6%
Nohar,2,GEN,Bahadur Singh,Janta Party,82955,54787,66.0 %,5566,10.2%
Tibi,3,SC,Dungar Ram,Janta Party,83912,48170,57.4 %,3723,7.7%
Hanumangarh,4,GEN,Shopat Singh Makasar,Communist Party Of India (MARXIST),78055,46611,59.7 %,2618,5.6%
Sangaria,5,GEN,Ram Chander,Indian National Congress,90346,55752,61.7 %,4833,8.7%
Ganganagar,6,GEN,Kedar Nath,Janta Party,72495,39398,54.3 %,12708,32.3%
Kesrisinghpur,7,SC,Manphool Ram,Indian National Congress,72876,41895,57.5 %,4671,11.1%
Karanpur,8,GEN,Jagtar Singh,Indian National Congress,75162,49815,66.3 %,3234,6.5%
Raisinghnagar,9,SC,Dula Ram,Indian National Congress,88363,49631,56.2 %,1042,2.1%
Pilibanga,10,GEN,Harchand Singh,Janta Party,78081,50076,64.1 %,1759,3.5%
Suratgarh,11,GEN,Gurusharan Chabbra,Janta Party,97508,51156,52.5 %,4165,8.1%
Lunkaransar,12,GEN,Manik Chand Surana,Janta Party,103229,53423,51.8 %,8147,15.2%
Bikaner,13,GEN,Mehboob Ali,Janta Party,87005,50472,58.0 %,18076,35.8%
Kolayat,14,GEN,Ram Krishan Dass,Janta Party,105341,49925,47.4 %,21432,42.9%
Nokha,15,SC,Uda Ram Hatila,Janta Party,91391,32412,35.5 %,16376,50.5%
Dungargarh,16,GEN,Mohan Lal Sharma,Janta Party,85923,54191,63.1 %,16189,29.9%
Sujangarh,17,SC,Rawat Ram,Janta Party,86925,44477,51.2 %,15182,34.1%
Ratangarh,18,GEN,Jagdish Chandra,Janta Party,73934,41744,56.5 %,14420,34.5%
Sardarshahar,19,GEN,Hajari Mal,Janta Party,88170,55340,62.8 %,17986,32.5%
Churu,20,GEN,Megh Raj,Janta Party,81293,45292,55.7 %,9096,20.1%
Taranagar,21,GEN,Mani Ram,Janta Party,72813,47761,65.6 %,10498,22.0%
