AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Sawantwadi,1,GEN,Shivaram Sawant Bhonsle,Indian National Congress,111887,57408,51.3 %,3518,6.1%
Vengurla,2,GEN,Pushpasen Sawant,Janta Party,104559,62464,59.7 %,3428,5.5%
Malvan,3,GEN,Prabhugaokar Bapusahed,Indian National Congress,100743,54771,54.4 %,3933,7.2%
Devgad,4,GEN,Appa Gogate,Bharatiya Janta Party,90991,56649,62.3 %,7301,12.9%
Rajapur,5,GEN,Hatankar Laxman Rangnath,Indian National Congress,109001,64677,59.3 %,8749,13.5%
Ratnagiri,6,GEN,Shivajirao Jadyar,Indian National Congress,120511,62429,51.8 %,11266,18.0%
Sangameshwar,7,GEN,Musa Alli Modak,Indian National Congress,110413,61335,55.6 %,2163,3.5%
Guhagar,8,GEN,Natu Shridhar Dattatray,Bharatiya Janta Party,111481,66660,59.8 %,9093,13.6%
Chiplun,9,GEN,Joshi Nishikani Madhao,Indian National Congress,95189,58560,61.5 %,18735,32.0%
Khed,10,GEN,T. B. Kadam,Indian National Congress,102020,66156,64.8 %,14923,22.6%
Dapoli,11,GEN,Chandrakant Mokal,Indian National Congress,112398,66351,59.0 %,1683,2.5%
Mahad,12,GEN,Shantaram Philse,Janta Party,107736,74469,69.1 %,649,0.9%
Shriwardhan,13,GEN,A. R. Antulay,Independent,123887,75435,60.9 %,31481,41.7%
Mangaon,14,GEN,Nilkanth Janardhan Sawant,Peasants & Workers Party,116674,70381,60.3 %,5432,7.7%
Pen,15,GEN,Mohan Patil,Peasants & Workers Party,121728,74573,61.3 %,9834,13.2%
Alibag,16,GEN,Datta Patil,Peasants & Workers Party,124173,78359,63.1 %,32252,41.2%
Panvel,17,GEN,Patil Dattatray Narayan,Peasants & Workers Party,129195,70779,54.8 %,23077,32.6%
Khalapur,18,GEN,Raut Sumant Rajaram,Peasants & Workers Party,132920,69549,52.3 %,2639,3.8%
Colaba,19,GEN,Patrawala Mapazban Jal,Indian National Congress,105561,34791,33.0 %,10347,29.7%
Umarkhadi,20,GEN,Chandrika P. Kenia,Indian National Congress,118925,41079,34.5 %,5932,14.4%
Mumbadevi,21,GEN,Kapadia Lalit Jamnadas,Indian National Congress,108136,37314,34.5 %,10234,27.4%
Khetwadi,22,GEN,Sharma Prem Kumar Shankardat,Bharatiya Janta Party,107166,46612,43.5 %,87,0.2%
Opera House,23,GEN,Chandrashekhar Prabhu,Indian National Congress,103368,50315,48.7 %,9084,18.1%
Malbar Hill,24,GEN,B. A. Desai,Indian National Congress,143299,51300,35.8 %,17702,34.5%
Chinchpokli,25,GEN,Annasaheb Alias B. D. Zute,Indian National Congress,108694,49376,45.4 %,9138,18.5%
Nagpada,26,GEN,Syed Ahmed,Indian National Congress,98237,41891,42.6 %,8386,20.0%
Mazgaon,27,GEN,Chhagan Bhujbal,Independent,115965,63284,54.6 %,1203,1.9%
Parel,28,GEN,Sharad Khatu,Independent,131648,77041,58.5 %,4120,5.3%
Shivadi,29,GEN,Dadu Santu Atyalkar,Independent,135039,73661,54.5 %,1105,1.5%
Worli,30,GEN,Vinita Datta Samant,Independent,101469,61586,60.7 %,6520,10.6%
Naigaum,31,GEN,Vilas Vishnu Sawant,Indian National Congress,125128,71315,57.0 %,9956,14.0%
Dadar,32,GEN,Sharayu G. Thakoor,Indian National Congress,120040,66893,55.7 %,3262,4.9%
Matunga,33,GEN,Subramanian V.,Indian National Congress,152674,64434,42.2 %,4495,7.0%
Mahim,34,GEN,Sham Shetty,Indian National Congress,122070,60713,49.7 %,2417,4.0%
Dharavi,35,SC,Eknath M. Gaikwad,Indian National Congress,175252,75056,42.8 %,12173,16.2%
Vandre,36,GEN,Qureshi Shamim Rashid,Indian National Congress,130213,52353,40.2 %,12208,23.3%
Kherwadi,37,GEN,Chandurkar Janardan,Indian National Congress,134397,71094,52.9 %,4928,6.9%
Vileparle,38,GEN,Hans Bhugra,Indian National Congress,148272,55972,37.7 %,2269,4.1%
Amboli,39,GEN,Baldev Khosa,Indian National Congress,192957,80612,41.8 %,21853,27.1%
Santacruz,40,GEN,C. D. Ommachen,Indian National Congress,161009,75945,47.2 %,17171,22.6%
Andheri,41,GEN,Ramesh Dube,Indian National Congress,194623,89823,46.2 %,28333,31.5%
Goregaon,42,GEN,Gore Mirnal Keshav,Janta Party,149661,75077,50.2 %,10429,13.9%
Malad,43,GEN,Datta (D. N.) Chaulkar,Indian National Congress,233550,108554,46.5 %,24345,22.4%
Kandivali,44,GEN,Chandrakant Gosalia,Indian National Congress,186764,77875,41.7 %,15669,20.1%
Borivali,45,GEN,Ram Naik,Bharatiya Janta Party,242930,117717,48.5 %,22527,19.1%
Trombay,46,GEN,Javed Khan,Indian National Congress,219321,103741,47.3 %,16499,15.9%
Chembur,47,GEN,Parihar Parvati Laxmnarain,Indian National Congress,158373,81300,51.3 %,7586,9.3%
Nehrunagar,48,GEN,Kaka Thorat,Indian National Congress,140293,71576,51.0 %,11785,16.5%
Kurla,49,GEN,D'silva Selin,Indian National Congress,231486,107814,46.6 %,23250,21.6%
Ghatkopar,50,GEN,Virendra Bakshi,Indian National Congress,164762,78772,47.8 %,14238,18.1%
Bhandup,51,GEN,Shekerkar Waman Ramchandra,Indian National Congress,201059,101855,50.7 %,21074,20.7%
Mulund,52,GEN,Patil Dinanath Bama,Indian National Congress,199113,100284,50.4 %,17355,17.3%
Thane,53,GEN,Kanti Koli,Indian National Congress,206981,104737,50.6 %,11118,10.6%
Belapur,54,GEN,Gouri Janaradhan Shanta Ram,Indian National Congress,247235,117643,47.6 %,2241,1.9%
Ulhasnagar,55,GEN,Harchandani Sitaldas Khubchand,Bharatiya Janta Party,158311,87118,55.0 %,805,0.9%
Ambernath,56,GEN,Patil Nakul Pundalik,Indian National Congress,191550,97500,50.9 %,9265,9.5%
Kalyan,57,GEN,Kapse Ramchandra Ganesh,Bharatiya Janta Party,213939,103287,48.3 %,5733,5.6%
Murbad,58,GEN,Gotiram Padu Pawar,Indian National Congress,116880,69686,59.6 %,17088,24.5%
Wada,59,ST,Govari Shanker Aba,Indian National Congress,139033,57895,41.6 %,3368,5.8%
Bhiwandi,60,GEN,Taware Parasharam Dhondu,Janta Party,191938,107299,55.9 %,20889,19.5%
Vasai,61,GEN,Gonsalves Dominic John,Janta Party,158461,95239,60.1 %,3937,4.1%
Palghar,62,ST,Valvi Vishnu Gopal,Indian National Congress,124493,61112,49.1 %,2782,4.6%
Dahanu,63,ST,Nam Shankar Sakharam,Indian National Congress,130366,54302,41.7 %,23700,43.6%
Jawhar,64,ST,Kom Lahanu Shidawa,Communist Party Of India (MARXIST),128623,65942,51.3 %,11154,16.9%
Shahapur,65,ST,Barora Mahadu Nago,Indian Congress (SOCIALIST),106200,50617,47.7 %,8797,17.4%
Igatpuri,66,ST,Zole Shivram Shankar,Indian Congress (SOCIALIST),117561,55150,46.9 %,4095,7.4%
Nashik,67,GEN,Aher Daulatrao Sonuji,Bharatiya Janta Party,171195,95357,55.7 %,2309,2.4%
Deolali,68,SC,Donde Bhikchand Haribhau,Bharatiya Janta Party,143560,66731,46.5 %,4249,6.4%
Sinnar,69,GEN,Dighole Tukaram Sakharam,Indian Congress (SOCIALIST),114987,75388,65.6 %,14569,19.3%
Niphad,70,GEN,Mogal Malojirao Sadashiv,Indian Congress (SOCIALIST),123655,82930,67.1 %,5263,6.3%
Yevla,71,GEN,Pawar Marotirao Narayan,Indian Congress (SOCIALIST),126214,77220,61.2 %,31183,40.4%
Nandgaon,72,GEN,Gaikwad Madharao Bayaji,Communist Party Of India,127700,76967,60.3 %,2559,3.3%
Malegaon,73,GEN,Nihal Ahmed Molavi Mo. Usman,Janta Party,148485,105157,70.8 %,3238,3.1%
Dabhadi,74,GEN,Hiray Pushpatai Vyakatarao,Indian Congress (SOCIALIST),117155,81433,69.5 %,3228,4.0%
Chandwad,75,GEN,Kasliwal Jayachand Deepchand,Bharatiya Janta Party,113289,64345,56.8 %,6038,9.4%
Dindori,76,ST,Harishankar Mahale,Janta Party,120242,67438,56.1 %,12559,18.6%
