#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
1,Dhanaha,1,GEN,Hardeo Prasad,Indian National Congress (I),94219,41408,43.9 %,6717,16.2%
2,Bagha,2,SC,Triloki Harijan,Indian National Congress (I),129916,55657,42.8 %,20586,37.0%
3,Ramnagar,3,GEN,Arjun Vikram Shah,Indian National Congress (I),114898,51332,44.7 %,24060,46.9%
4,Shikarpur,4,SC,Sita Ram Prasad,Indian National Congress (I),117497,57622,49.0 %,10195,17.7%
5,Sikta,5,GEN,Dharmesh Prasad Verma,Janata Party (JP),111729,68964,61.7 %,11296,16.4%
6,Lauria,6,GEN,Vishwamohan Sharma,Indian National Congress (I),109907,56241,51.2 %,17483,31.1%
7,Chanpatia,7,GEN,Virbal Sharma,Communist Party Of India,107341,48082,44.8 %,6168,12.8%
8,Bettiah,8,GEN,Gauri Shankar Pandey,Indian National Congress (I),135666,73877,54.5 %,8956,12.1%
9,Nautan,9,GEN,Kamla Devi,Indian National Congress (I),107224,52146,48.6 %,5607,10.8%
10,Raxaul,10,GEN,Sagir Ahmad,Indian National Congress (I),110538,63005,57.0 %,11497,18.2%
11,Sugauli,11,GEN,Ramashray Singh,Communist Party Of India (MARXIST),118467,72208,61.0 %,16744,23.2%
12,Motihari,12,GEN,Prabhawati Gupta,Indian National Congress (I),137112,71439,52.1 %,1533,2.1%
13,Adapur,13,GEN,Sharmim Udin Hasmi,Janata Party (SECULAR) - CH. CHARAN SINGH,128345,66705,52.0 %,3282,4.9%
14,Dhaka,14,GEN,Motiur Rahman,Indian National Congress (I),141759,97652,68.9 %,21953,22.5%
15,Ghorasahan,15,GEN,Rajendra Pratap Singh,Indian National Congress (I),121713,76750,63.1 %,7064,9.2%
16,Madhuban,16,GEN,Vraj Kishore Singh,Indian National Congress (I),126784,83947,66.2 %,28492,33.9%
17,Pipra,17,SC,Nand Lal Chaudhary,Indian National Congress (I),105363,49556,47.0 %,14534,29.3%
18,Kesariya,18,GEN,Rai Harishankar Sharma,Janata Party (JP),121648,77172,63.4 %,1884,2.4%
19,Harsidhi,19,GEN,Md. Hadaytullah Khan,Indian National Congress (I),108765,64652,59.4 %,11085,17.1%
20,Gobindganj,20,GEN,Ramashankar Pandey,Indian National Congress (I),127841,72514,56.7 %,3775,5.2%
21,Kateya,21,GEN,Sihaswar Sahi,Indian National Congress (I),123242,81433,66.1 %,6650,8.2%
22,Bhore,22,SC,Alagu Ram,Indian National Congress (I),128983,61758,47.9 %,15105,24.5%
23,Mirganj,23,GEN,Raj Mangal Mishra,Janata Party (JP),121111,74064,61.2 %,12571,17.0%
24,Gopalganj,24,GEN,Kali Prasad Pandey,Independent,123028,76882,62.5 %,13595,17.7%
25,Barauli,25,GEN,Abdul Ghafoor,Indian National Congress (U),118918,59760,50.3 %,14061,23.5%
26,Baikunthpur,26,GEN,Braj Kishore Narain Singh,Janata Party (JP),120200,69514,57.8 %,6718,9.7%
27,Basantpur,27,GEN,Manik Chand Roy,Janata Party (SECULAR) - CH. CHARAN SINGH,136316,90156,66.1 %,19377,21.5%
28,Goreakothi,28,GEN,Ajit Kumar Singh,Indian National Congress (I),119970,70833,59.0 %,19063,26.9%
29,Siwan,29,GEN,Janardan Tiwary,Bharatiya Janta Party,127095,76458,60.2 %,15139,19.8%
30,Mairwa,30,SC,Ram Narain Ram,Indian National Congress (I),111745,49990,44.7 %,2840,5.7%
31,Darauli,31,GEN,Chandrika Pandey,Indian National Congress (I),116125,64236,55.3 %,5131,8.0%
32,Ziradei,32,GEN,Raghav Prasad,Janata Party (SECULAR) - CH. CHARAN SINGH,111895,65861,58.9 %,2678,4.1%
33,Maharajganj,33,GEN,Umashankar Singh (Sawan Bigrah),Janata Party (JP),124595,74642,59.9 %,5039,6.8%
34,Raghunathpur,34,GEN,Vijay Shankar Dubey,Indian National Congress (I),134030,65418,48.8 %,17813,27.2%
35,Manjhi,35,GEN,Rameshwar Dutta Sharma,Indian National Congress (I),126842,70936,55.9 %,492,0.7%
36,Baniapur,36,GEN,Uma Pandey,Indian National Congress (I),117346,57502,49.0 %,5312,9.2%
37,Masrakh,37,GEN,Ram Deo Singh,Indian National Congress (I),127619,66740,52.3 %,13998,21.0%
