AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Aurad,1,GEN,Gurupadappa Nagamarapalli,Indian National Congress,178807,109593,61.3 %,11321,10.3%
Bhalki,2,GEN,Prakash Khandre,Bharatiya Janta Party,152700,100519,65.8 %,9941,9.9%
Hulsoor,3,SC,Rajendra Varma,Bharatiya Janta Party,162838,86092,52.9 %,1435,1.7%
Bidar,4,GEN,Bandeppa Khasempur,Independent,220278,135551,61.5 %,27235,20.1%
Humnabad,5,GEN,Mirajoddin Patel,Janata Dal (Secular),180737,105302,58.3 %,2169,2.1%
Basavakalyan,6,GEN,Mallikarjun Siddaramappa Khuba,Janata Dal (Secular),178323,108518,60.9 %,7425,6.8%
Chincholi,7,GEN,Vijanath Patil,Janata Dal (Secular),156293,92532,59.2 %,5117,5.5%
Kamalapur,8,SC,Revunayak Belmagi,Bharatiya Janta Party,145502,76683,52.7 %,4867,6.3%
Alland,9,GEN,Patil B R,Janata Dal (Secular),153753,92948,60.5 %,14829,16.0%
Gulbarga,10,GEN,Chandrashekar D Patil Revoor,Bharatiya Janta Party,267245,162060,60.6 %,4200,2.6%
Shahabad,11,SC,Sunil Vallapure,Bharatiya Janta Party,212365,107252,50.5 %,1018,0.9%
Afzalpur,12,GEN,Patil M Y,Janata Dal (Secular),172427,101298,58.7 %,18468,18.2%
Chitapur,13,GEN,Vishwanath Patil Hebbal,Janata Dal (Secular),146590,85209,58.1 %,16950,19.9%
Sedam,14,GEN,Dr Sharanaprakash Rudrappa Patil,Indian National Congress,156105,94807,60.7 %,3011,3.2%
Jewargi,15,GEN,Dharamsingh,Indian National Congress,179026,103713,57.9 %,2731,2.6%
Gurmitkal,16,SC,Mallikarjun Kharge,Indian National Congress,148958,80457,54.0 %,18547,23.1%
Yadgir,17,GEN,Veer Basawanthreddy Mudnal,Independent,164279,91246,55.5 %,11434,12.5%
Shahapur,18,GEN,Sharanabasappa Darshanapur,Janata Dal (Secular),192447,116107,60.3 %,21230,18.3%
Shorapur,19,GEN,Narashima Nayak (RAJA GOUDA),Kannada Nadu Party,188559,112842,59.8 %,2875,2.5%
Deodurg,20,SC,Alkod Hanumanthappa,Janata Dal (Secular),157394,86964,55.3 %,13335,15.3%
Raichur,21,GEN,Ahuja Papareddy,Bharatiya Janta Party,192970,106012,54.9 %,9596,9.1%
Kalmala,22,GEN,Muniyappa Muddappa B,Janata Dal (Secular),185818,108311,58.3 %,3471,3.2%
Manvi,23,GEN,Bosuraju Ns,Indian National Congress,160405,99648,62.1 %,10107,10.1%
Lingsugur,24,GEN,Amaregowda Patil Bayyapur,Janata Dal (Secular),171147,104505,61.1 %,3519,3.4%
Sindhnoor,25,GEN,Badarli Hampanagouda,Indian National Congress,222492,142923,64.2 %,48724,34.1%
Kushtagi,26,GEN,Doddanagoud Hanuamagouda Patil,Bharatiya Janta Party,183314,111063,60.6 %,9966,9.0%
Yelburga,27,GEN,Basavaraj Rayareddy,Indian National Congress,161266,104018,64.5 %,5672,5.5%
Kanakagiri,28,GEN,Veerappa Devappa Kesarahatti G,Bharatiya Janta Party,176618,111293,63.0 %,5576,5.0%
Gangavathi,29,GEN,Ikbal Ansari,Janata Dal (Secular),177311,114094,64.3 %,3442,3.0%
Koppal,30,GEN,Basavaraj Bhimappa Hitnal K,Indian National Congress,166237,109989,66.2 %,5348,4.9%
Siruguppa,31,GEN,Somalingappa M S,Bharatiya Janta Party,214693,141175,65.8 %,6316,4.5%
Kurugodu,32,GEN,Suryanarayana Reddy N,Janata Dal (Secular),194643,133895,68.8 %,19271,14.4%
Bellary,33,GEN,Sreeramula B,Bharatiya Janta Party,214232,112520,52.5 %,6711,6.0%
Hospet,34,GEN,Gaviappa H R,Independent,191021,111627,58.4 %,7703,6.9%
Sandur,35,GEN,Santhosh S Lad,Janata Dal (Secular),158530,116734,73.6 %,35544,30.4%
Kudligi,36,GEN,Anil Lad H,Bharatiya Janta Party,163647,120421,73.6 %,17181,14.3%
Kottur,37,GEN,Bhagirathi T,Indian National Congress,164702,107911,65.5 %,2812,2.6%
Hadagalli,38,GEN,Prakash M P,Janata Dal (Secular),158155,112187,70.9 %,33786,30.1%
Harapanahalli,39,SC,Parameshwara Naik P T,Indian National Congress,154558,104827,67.8 %,7994,7.6%
Harihar,40,GEN,Dr Nagappa Y,Indian National Congress,174733,121208,69.4 %,569,0.5%
Davangere,41,GEN,Shamanur Shivashankarappa,Indian National Congress,202216,111714,55.2 %,22133,19.8%
Mayakonda,42,GEN,Ravindranath S A,Bharatiya Janta Party,192066,128734,67.0 %,9097,7.1%
Bharamasagara,43,SC,Anjaneya H,Janata Dal (United),148642,104822,70.5 %,16569,15.8%
Chitradurga,44,GEN,Thippa Reddy Gh,Indian National Congress,179607,118057,65.7 %,1966,1.7%
