AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Tuipang,1,ST,Hiphei,Indian National Congress,7544,6489,86.0 %,1137,17.5%
Saiha,2,ST,S. Hiato,Indian National Congress,10091,8322,82.5 %,600,7.2%
Sangau,3,ST,H. Rammawi,Mizo National Front,6549,5809,88.7 %,56,1.0%
Lawngtlai,4,ST,F. Manghnuna,Indian National Congress,13993,10778,77.0 %,287,2.7%
Chawngte,5,ST,Nirupam,Indian National Congress,11145,7812,70.1 %,3220,41.2%
Tlabung,6,ST,Hari Kristo Chakma,Indian National Congress,8290,6191,74.7 %,1851,29.9%
Buarpui,7,ST,P. Lalbiaka,Indian National Congress,7774,6075,78.1 %,132,2.2%
Lunglei South,8,GEN,F. Sapa,Indian National Congress,8849,6539,73.9 %,15,0.2%
Lunglei North,9,ST,R. Thangliana,Mizo National Front,9011,6901,76.6 %,183,2.7%
Tawipui,10,ST,P. Siamliana,Independent,8483,7151,84.3 %,539,7.5%
Vanva,11,ST,R. Romawia,Mizo National Front,5336,4625,86.7 %,91,2.0%
Hnahthial,12,ST,Vanlalanghaka,Indian National Congress,7181,6066,84.5 %,181,3.0%
North Vanlaiphai,13,ST,C. L. Ruala,Indian National Congress,6944,5882,84.7 %,190,3.2%
Khawbung,14,ST,K. Vanlalauva,Mizo National Front,8298,6881,82.9 %,177,2.6%
Champhai,15,ST,Zoramthanga,Mizo National Front,11803,9559,81.0 %,304,3.2%
Khawhai,16,ST,J. H. Rothuama,Mizo National Front,5915,4831,81.7 %,36,0.7%
Saitual,17,ST,Andrew Lalherliana,Independent,6457,5419,83.9 %,17,0.3%
Khawzawl,18,ST,Tawnluia,Mizo National Front,7396,6013,81.3 %,1306,21.7%
Ngopa,19,ST,Zosiama Pachuau,Peoples Conference,9052,7712,85.2 %,85,1.1%
Suangpuilawn,20,ST,Vanlalngena,Indian National Congress,6072,5305,87.4 %,195,3.7%
Ratu,21,ST,Lalrinchhana,Mizo National Front,10106,8520,84.3 %,214,2.5%
Kawnpui,22,ST,Vaivenga,Indian National Congress,9029,7756,85.9 %,112,1.4%
Kolasib,23,ST,Aichhinga,Mizo National Front,8974,7148,79.7 %,296,4.1%
Bilkhawthlir,24,ST,Zalawma,Indian National Congress,7115,5817,81.8 %,396,6.8%
Lokicherra,25,ST,Lalthanhawla,Indian National Congress,6815,6100,89.5 %,142,2.3%
Kawrthah,26,ST,Saikapthianga,Indian National Congress,6332,5161,81.5 %,809,15.7%
Mamit,27,ST,Lalhuthanga,Indian National Congress,8097,6906,85.3 %,326,4.7%
Phuldungsei,28,ST,Liansuama,Indian National Congress,9899,8106,81.9 %,788,9.7%
Sateek,29,ST,Lalrawnliana,Mizo National Front,8195,6943,84.7 %,635,9.1%
Serchhip,30,ST,Lalthanhawla,Indian National Congress,9468,7448,78.7 %,843,11.3%
Lungpho,31,ST,P. C. Bawihtluanga,Indian National Congress,7306,6285,86.0 %,161,2.6%
Tlungvel,32,ST,P. C. Zoramsangliana,Indian National Congress,5779,5031,87.1 %,494,9.8%
Aizawl North-I,33,ST,Rosangliana,Indian National Congress,7866,6912,87.9 %,622,9.0%
Aizawl North Ii,34,ST,H. Thansanga,Indian National Congress,9161,7246,79.1 %,119,1.6%
Aizawl East-I,35,ST,John Lalsangzuala,Indian National Congress,8423,6489,77.0 %,496,7.6%
Aizawl East-Ii,36,ST,Rokamlova,Indian National Congress,7291,5510,75.6 %,356,6.5%
Aizawl West I,37,ST,J. Tahnghuama,Mizo National Front,10490,8081,77.0 %,422,5.2%
Aizawl West-Ii,38,ST,Rualchhina,Mizo National Front,9160,7280,79.5 %,881,12.1%
Aizawl South - I,39,ST,R. Tlagghmingthanga,Mizo National Front,8730,6874,78.7 %,53,0.8%
Aizawl South - Ii,40,ST,Laldenga,Mizo National Front,9314,7366,79.1 %,106,1.4%
