AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Fatehgarh,1,GEN,Dr Jodh Singh,Shiromani Akali Dal,74591,51574,69.1 %,648,1.3%
Batala,2,GEN,Panna Lal Nayyar,Janta Party,78028,54763,70.2 %,3192,5.8%
Qadian,3,GEN,Mohinder Singh,Shiromani Akali Dal,84558,55200,65.3 %,9367,17.0%
Srihargobindpur,4,GEN,Natha Singh,Shiromani Akali Dal,66348,42242,63.7 %,5003,11.8%
Kahnuwan,5,GEN,Ujagar Singh,Shiromani Akali Dal,66729,45449,68.1 %,3961,8.7%
Dhariwal,6,GEN,Swaran Singh,Shiromani Akali Dal,69219,47045,68.0 %,1666,3.5%
Gurdaspur,7,GEN,Khushal Behal,Indian National Congress,76676,53659,70.0 %,1053,2.0%
Dina Nagar,8,SC,Gian Chand,Janta Party,73134,47230,64.6 %,2090,4.4%
Narot Mehra,9,SC,Sunder Singh,Indian National Congress,60618,41536,68.5 %,2230,5.4%
Pathankot,10,GEN,Om Parkash Bhardwaj,Janta Party,66569,44104,66.3 %,2486,5.6%
Sujanpur,11,GEN,Chaman Lal,Indian National Congress,59313,42768,72.1 %,4770,11.2%
Beas,12,GEN,Jiwan Singh Umara Nangal,Shiromani Akali Dal,83636,52209,62.4 %,9954,19.1%
Majitha,13,GEN,Parkash Singh,Shiromani Akali Dal,81115,56146,69.2 %,4437,7.9%
Verka,14,SC,Khajan Singh,Shiromani Akali Dal,80757,47199,58.4 %,950,2.0%
Jandiala,15,SC,Dalbir Singh,Shiromani Akali Dal,75682,41525,54.9 %,1535,3.7%
Amritsar North,16,GEN,Harbans Lal Khanna,Janta Party,90040,53444,59.4 %,4770,8.9%
Amritsar West,17,GEN,Satya Pal Dang,Communist Party Of India,95048,54082,56.9 %,18912,35.0%
Amritsar Central,18,GEN,Balramjidass Tandan,Janta Party,74064,52313,70.6 %,2626,5.0%
Amritsar South,19,GEN,Kirpal Singh,Janta Party,87705,54841,62.5 %,11929,21.8%
Ajnala,20,GEN,Shashpal Singh,Shiromani Akali Dal,81446,57816,71.0 %,2036,3.5%
