AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Mekliganj,1,SC,Sada Kant Roy,All India Forward Bloc,92611,47925,51.7 %,8717,18.2%
Sitalkuchi,2,SC,Sudhir Pramanik,Communist Party Of India (MARXIST),78557,42787,54.5 %,13604,31.8%
Mathabhanga,3,SC,Dinesh Chandra Dakua,Communist Party Of India (MARXIST),74259,45164,60.8 %,13735,30.4%
Cooch Behar North,4,GEN,Aparajita Goppi,All India Forward Bloc,89775,52808,58.8 %,24200,45.8%
Cooch Behar West,5,GEN,Bimal Kanti Basu,All India Forward Bloc,90396,51602,57.1 %,22168,43.0%
Sitai,6,GEN,Dipak Sen Gupta,All India Forward Bloc,90913,54498,59.9 %,20861,38.3%
Dinhata,7,GEN,Kamal Kanti Guha,All India Forward Bloc,97426,60926,62.5 %,21217,34.8%
Natabari,8,GEN,Sibendra Narayan Chowdhury,Communist Party Of India (MARXIST),74347,51672,69.5 %,13814,26.7%
Tufanganj,9,SC,Manindra Nath Barma,Communist Party Of India (MARXIST),75527,49228,65.2 %,17211,35.0%
Kumargram,10,ST,John Arther Baxla,Revolutionary Socialist Party,73989,43937,59.4 %,7339,16.7%
Kalchini,11,ST,Manohar Tirkey,Revolutionary Socialist Party,68885,38400,55.7 %,13366,34.8%
Alipurduars,12,GEN,Nani Bhattacharya,Revolutionary Socialist Party,92844,57644,62.1 %,23472,40.7%
Falakata,13,SC,Jogendra Nath Singh Roy,Communist Party Of India (MARXIST),76157,46520,61.1 %,7813,16.8%
Madarihat,14,ST,A. H. Besterwitch,Revolutionary Socialist Party,69252,37395,54.0 %,7738,20.7%
Dhupguri,15,SC,Banamali Roy,Communist Party Of India (MARXIST),69823,36502,52.3 %,1976,5.4%
Nagrakata,16,ST,Punai Oraon,Communist Party Of India (MARXIST),87777,46250,52.7 %,10898,23.6%
Mainaguri,17,SC,Tarak Bandhu Roy,Revolutionary Socialist Party,78233,40915,52.3 %,3359,8.2%
Mal,18,ST,Mohan Lal Oraon,Communist Party Of India (MARXIST),74589,41763,56.0 %,7785,18.6%
Kranti,19,GEN,Parimal Mitra,Communist Party Of India (MARXIST),76095,42339,55.6 %,2075,4.9%
Jalpaiguri,20,GEN,Nirmal Kumar Bose,All India Forward Bloc,84079,44873,53.4 %,6342,14.1%
Rajganj,21,SC,Dhirendra Nath Roy,Communist Party Of India (MARXIST),76242,39360,51.6 %,7329,18.6%
Kalimpong,22,GEN,Subha Renuleena,Independent,70780,33646,47.5 %,4938,14.7%
Darjeeling,23,GEN,Deo Prakash Rai,Independent,91260,40951,44.9 %,4193,10.2%
Kurseong,24,GEN,Dawa Norbula,Indian National Congress,84686,44336,52.4 %,1551,3.5%
Siliguri,25,GEN,Biren Bose,Communist Party Of India (MARXIST),152071,55535,36.5 %,9504,17.1%
Phansidewa,26,ST,Patras Minz,Communist Party Of India (MARXIST),98127,51155,52.1 %,7465,14.6%
Chopra,27,GEN,Moha Bachcha Munsi,Communist Party Of India (MARXIST),73431,39079,53.2 %,8869,22.7%
Islampur,28,GEN,Chowdhary Abdul Karim,Independent,77049,38728,50.3 %,9317,24.1%
Goalpokhar,29,GEN,Ramjan Ali,Independent,83333,38332,46.0 %,10696,27.9%
Karandighi,30,GEN,Haji Sajjad Hussain,Indian National Congress,77138,38540,50.0 %,3639,9.4%
Raiganj,31,SC,Khagendra Nath Sinha,Communist Party Of India (MARXIST),87038,45743,52.6 %,5832,12.7%
Kaliaganj,32,SC,Naba Kumar Roy,Indian National Congress,77744,41045,52.8 %,550,1.3%
