AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Dimapur-I,1,GEN,Shri. Hokishe Sema,Bharatiya Janta Party,21512,14221,66.1 %,3414,24.0%
Dimapur-Ii,2,ST,Hewoto,Nagaland Peoples Front,45950,29065,63.3 %,788,2.7%
Dimapur-Iii,3,ST,Shri: Kihoto Hollon,Nationalist Democratic Movement,16992,14227,83.7 %,286,2.0%
Ghaspani-I,4,ST,Shri: H. Khekiho Zhimomi,Nagaland Peoples Front,54453,44926,82.5 %,13288,29.6%
Ghaspani-Ii,5,ST,Shri: Rokonicha,Indian National Congress,23808,20979,88.1 %,367,1.7%
Tenning,6,ST,Shri: T.R. Zelaing,Indian National Congress,19006,18124,95.4 %,2199,12.1%
Peren,7,ST,Shri: Vatsu Meru,Nagaland Peoples Front,20690,18689,90.3 %,1211,6.5%
Western Angami,8,ST,Shri: Kiyanilie,Nagaland Peoples Front,17721,12914,72.9 %,966,7.5%
Kohima Town,9,ST,Shri: Z. Obed,Nagaland Peoples Front,28807,18662,64.8 %,497,2.7%
Northern Angami - I,10,ST,Shri: Shurhozelie,Nagaland Peoples Front,16596,10205,61.5 %,799,7.8%
Northern Angami -Ii,11,ST,Shri: Neiphi-U Rio,Nagaland Peoples Front,16790,14619,87.1 %,6067,41.5%
Tseminyu,12,ST,Shri: R. Khing,Janata Dal (United),22260,21403,96.2 %,1715,8.0%
Pughoboto,13,ST,Shri: Huska,Janata Dal (United),13650,11664,85.5 %,1152,9.9%
Southern Angami-I,14,ST,Shri: Medokul,Indian National Congress,12280,9410,76.6 %,430,4.6%
Southern Angami-Ii,15,ST,Shri: K. V. Pusa,Indian National Congress,11373,9713,85.4 %,1219,12.6%
Pfutsero,16,ST,Shri: Kewekhape,Nagaland Peoples Front,18488,16198,87.6 %,1503,9.3%
Chizami,17,ST,Shri: Deo Nukhu,Samata Party,14051,13297,94.6 %,847,6.4%
Chazouba,18,ST,Shri: Thenucho,Nagaland Peoples Front,18430,17201,93.3 %,1871,10.9%
Phek,19,ST,Shri: Kuzholuzo,Nagaland Peoples Front,16377,15373,93.9 %,2802,18.2%
Meluri,20,ST,Shri: Yitachu,Nagaland Peoples Front,13797,13432,97.4 %,725,5.4%
Tuli,21,ST,Shri: T. Tali,Indian National Congress,17773,17556,98.8 %,2708,15.4%
Arkakong,22,ST,Shri: Takatiba Masa Ao,Indian National Congress,15483,15431,99.7 %,498,3.2%
Impur,23,ST,Shri: Nungsangyapang,Indian National Congress,13360,13087,98.0 %,2109,16.1%
Angetyongpang,24,ST,Shri: Jonshilemba,Independent,12308,10762,87.4 %,2441,22.7%
Monguya,25,ST,Shri: S. Supongmeren Jamir,Indian National Congress,12065,10502,87.0 %,3936,37.5%
Aonglenden,26,ST,Shri: S.C. Jamir,Indian National Congress,10179,9741,95.7 %,7786,79.9%
Mokokchung Town,27,ST,Shri: Nungshizenba,Indian National Congress,4971,3621,72.8 %,262,7.2%
Koridang,28,ST,Shri: Imkong Imchen,Independent,17560,17131,97.6 %,364,2.1%
Jangpetkong,29,ST,Shri: I. Imkong,Indian National Congress,10844,8552,78.9 %,4832,56.5%
Alungtaki,30,ST,Shri: Tiameren,Bharatiya Janta Party,14459,12411,85.8 %,2435,19.6%
Akuluto,31,ST,Shri: Kheto,Nagaland Peoples Front,7725,6096,78.9 %,540,8.9%
Atoizu,32,ST,Shri: Doshihe Y.Senia,Indian National Congress,10839,9500,87.6 %,18,0.2%
Suruhuto,33,ST,Shri: Khutovi,Independent,10217,9296,91.0 %,1693,18.2%
Aghunato,34,ST,Shri: Tokheho,Indian National Congress,10372,7997,77.1 %,755,9.4%
Zunheboto,35,ST,Shri: Hukavi,Nationalist Democratic Movement,14442,10476,72.5 %,127,1.2%
Satakha,36,ST,Shri: Kaito,Indian National Congress,11691,9275,79.3 %,744,8.0%
Tyui,37,ST,Shri: Yankithung Yanthan,Indian National Congress,18154,16397,90.3 %,2612,15.9%
Wokha,38,ST,Dr. T.M. Lotha,Bharatiya Janta Party,30364,23628,77.8 %,2592,11.0%
Sanis,39,ST,Shri: Nkhao Lotha,Nagaland Peoples Front,20383,19324,94.8 %,37,0.2%
Bhandari,40,ST,Shri: E.T. Ezung,Nationalist Democratic Movement,20093,16927,84.2 %,686,4.1%
Tizit,41,ST,Shri: N. Yeangphong,Nagaland Peoples Front,14211,13740,96.7 %,1331,9.7%
Wakching,42,ST,Shri: M.C. Konyak,Bharatiya Janta Party,12305,11340,92.2 %,451,4.0%
Tapi,43,ST,Shri: Noke,Nagaland Peoples Front,10599,10433,98.4 %,177,1.7%
Phomching,44,ST,Shri: Kongam,Indian National Congress,16323,16033,98.2 %,4558,28.4%
Tehok,45,ST,Shri: W. Wangyuh,Indian National Congress,13421,13174,98.2 %,2019,15.3%
Mon Town,46,ST,Shri: Chingwang,Indian National Congress,15579,13078,83.9 %,1441,11.0%
Aboi,47,ST,Shri: Nyeiwang,Nagaland Peoples Front,8838,8620,97.5 %,766,8.9%
Moka,48,ST,Shri: E.E. Pangteang,Nagaland Peoples Front,12936,12862,99.4 %,1555,12.1%
Tamlu,49,ST,Shri: Nyemli Phom,Indian National Congress,30113,30094,99.9 %,480,1.6%
Longleng,50,ST,Shri: Chenlom Phom,Janata Dal (United),31281,31237,99.9 %,700,2.2%
Noksen,51,ST,Shri: H. Chuba,Indian National Congress,8075,7979,98.8 %,983,12.3%
Longkhim Chare,52,ST,Shri: Imtilemba,Bharatiya Janta Party,15454,14193,91.8 %,243,1.7%
Tuensang Sadar-I,53,ST,Shri: P. Chuba,Independent,16082,15144,94.2 %,91,0.6%
Tuensang Sadar-Ii,54,ST,Shri: A. Lakiumong,Bharatiya Janta Party,12976,12819,98.8 %,491,3.8%
Tobu,55,ST,Shri: K. Naiba Konyak,Nagaland Peoples Front,12288,12053,98.1 %,593,4.9%
Noklak,56,ST,Shri: P. Longon,Nagaland Peoples Front,11290,10769,95.4 %,943,8.8%
Thonoknyu,57,ST,Shri: S. Heno,Nationalist Democratic Movement,12339,12122,98.2 %,2129,17.6%
Shamtorr-Chessore,58,ST,Shri: K. Yamukam,Indian National Congress,15492,15266,98.5 %,223,1.5%
Siyuchong-Sitimi,59,ST,Shri: C. Kipili Sangtam,Nationalist Democratic Movement,16392,16311,99.5 %,5536,33.9%
Pungro-Kiphire,60,ST,Shri: T. Torochu,Bharatiya Janta Party,22534,22198,98.5 %,1175,5.3%
