AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Sawantwadi,1,GEN,Shivram Sawant Bhonsale,Indian National Congress (I),102997,43803,42.5 %,4698.0,10.7%
Vongorla,2,GEN,S. N. Desai,Indian National Congress (I),96937,36146,37.3 %,612.0,1.7%
Malwan,3,GEN,Keshavrao Rane,Indian National Congress (I),95664,36249,37.9 %,2882.0,8.0%
Devagad,4,GEN,Amrit Gangaram Rane,Indian National Congress (I),84130,46692,55.5 %,2258.0,4.8%
Rajapur,5,GEN,Tavade Narayan Sakharam,Janata Party (JP),102351,46501,45.4 %,4010.0,8.6%
Ratnagiri,6,GEN,Abhyankar Kusum Ramchandra,Bharatiya Janta Party,110810,51044,46.1 %,513.0,1.0%
Songaumeshwar,7,GEN,Jagannathrao Jadhav,Janata Party (JP),104352,45560,43.7 %,16829.0,36.9%
Guhagar,8,GEN,Bendal Ramchandra Sadashiv,Indian National Congress (I),100916,55290,54.8 %,226.0,0.4%
Chiplum,9,GEN,Rajaram Shinde,Janata Party (JP),89111,52156,58.5 %,6905.0,13.2%
Khed,10,GEN,Kadam Tukaram Baburao,Indian National Congress (I),96673,43205,44.7 %,9489.0,22.0%
Depoli,11,GEN,Sakpal Gangaram Daulat,Janata Party (JP),102582,55057,53.7 %,1385.0,2.5%
Mahad,12,GEN,Chandrakant Khanderao Deshmukh,Indian National Congress (I),99745,59616,59.8 %,8844.0,14.8%
Shriwardhan,13,GEN,Raut Ravindra Narayan,Indian National Congress (I),111205,60189,54.1 %,15328.0,25.5%
Mangaon,14,GEN,Ashok Sable,Janata Party (JP),102873,56766,55.2 %,1369.0,2.4%
Pen,15,GEN,Patil Mohan Madhav,Peasants & Workers Party,106485,61669,57.9 %,15345.0,24.9%
Alibag,16,GEN,Patil Dattatrey Narayan,Peasants & Workers Party,109367,62593,57.2 %,21568.0,34.5%
Panvel,17,GEN,D. B. Patil,Peasants & Workers Party,112845,60662,53.8 %,2017.0,3.3%
Khalapur,18,GEN,Surve Tukaram Eknath,Indian National Congress (I),117742,58051,49.3 %,7437.0,12.8%
Colaba,19,GEN,O. P. Bahl,Indian National Congress (I),95990,34514,36.0 %,6544.0,19.0%
Umarkhadi,20,GEN,Khandwani Mohammad Amin,Indian National Congress (I),119860,33434,27.9 %,5401.0,16.2%
Mumbadevi,21,GEN,Nanubhai S. Patel (K. S. Patel),Bharatiya Janta Party,108251,35187,32.5 %,778.0,2.2%
Khetwadi,22,GEN,Sharma Premkumar Shankardatt,Bharatiya Janta Party,120099,39718,33.1 %,140.0,0.4%
Opera House,23,GEN,Mehta Jaywantiben Navinchandra,Bharatiya Janta Party,106491,39646,37.2 %,9252.0,23.3%
Malbar Hill,24,GEN,Desai Balvantray Ambelal,Indian National Congress (I),140035,45400,32.4 %,890.0,2.0%
Chinchpokli,25,GEN,Shaikh S. A.,Indian National Congress (I),115834,34346,29.7 %,8149.0,23.7%
Nagpada,26,GEN,Syed Ahmad,Indian National Congress (I),104684,31463,30.1 %,11305.0,35.9%
Nazgaon,27,GEN,Atmaram Tukaram Bhosale Alias Bhai Bhosale,Indian National Congress (I),99349,45276,45.6 %,8788.0,19.4%
Parel,28,GEN,Satish Pednekar,Indian National Congress (I),128981,54983,42.6 %,4820.0,8.8%
Shivadi,29,GEN,Bhaurao Patil,Indian National Congress (I),129114,51919,40.2 %,15525.0,29.9%
Worli,30,GEN,Dighe S. S.,Indian National Congress (I),114828,49946,43.5 %,10038.0,20.1%
Naigaun,31,GEN,Ram Mahadik,Indian National Congress (I),121733,54777,45.0 %,12160.0,22.2%
Dadar,32,GEN,Thakur Sharayu Govind,Indian National Congress (I),125120,55684,44.5 %,3661.0,6.6%
Matunga,33,GEN,V. Subramanyam,Indian National Congress (I),128458,51040,39.7 %,6792.0,13.3%
Mahim,34,GEN,Pinto Frederick Michael,Janata Party (JP),116734,48990,42.0 %,2171.0,4.4%
Dharavi,35,SC,Premanand Awale,Indian National Congress (I),160532,53535,33.3 %,16470.0,30.8%
Bandra,36,GEN,Ahmed B. Zakaria,Indian National Congress (I),124077,47230,38.1 %,7454.0,15.8%
Kherwadi,37,GEN,Chheda Meghaji,Indian National Congress (I),126215,50373,39.9 %,3904.0,7.8%
Vileparle,38,GEN,Pranlal Vora,Janata Party (JP),135013,43200,32.0 %,6148.0,14.2%
Amboli,39,GEN,Hafiz Yusuf,Indian National Congress (I),153712,58978,38.4 %,11306.0,19.2%
Santacruz,40,GEN,Commachen C. D.,Indian National Congress (I),143301,50261,35.1 %,12269.0,24.4%
Andheri,41,GEN,Chandarkant Tripathi,Indian National Congress (I),160980,46364,28.8 %,11790.0,25.4%
Goregaon,42,GEN,C. M. Sharma,Indian National Congress (I),134250,48790,36.3 %,1422.0,2.9%
Malad,43,GEN,Pandarale Ram Jankiram,Indian National Congress (I),160779,52187,32.5 %,7775.0,14.9%
Kandivali,44,GEN,A. K. Shah,Indian National Congress (I),151161,51389,34.0 %,2871.0,5.6%
Borivali,45,GEN,Ram Naik,Bharatiya Janta Party,172255,64601,37.5 %,12694.0,19.6%
Trombay,46,GEN,Lalita Rao,Indian National Congress (I),166967,63411,38.0 %,7537.0,11.9%
Chembur,47,GEN,Advani Hashu Parasram,Bharatiya Janta Party,138941,55576,40.0 %,3522.0,6.3%
Nehrunagar,48,GEN,Babasaheb Anantrao Bhosale,Indian National Congress (I),122989,47844,38.9 %,3111.0,6.5%
Kurla,49,GEN,Datta Samant,Independent,168776,70018,41.5 %,7027.0,10.0%
Ghatkopar,50,GEN,Liladhar Shamji Vyas,Indian National Congress (I),140747,61760,43.9 %,2039.0,3.3%
Bhandup,51,GEN,Sherekar Waman Ramchandra,Indian National Congress (I),167841,57876,34.5 %,6399.0,11.1%
Mulund,52,GEN,G. S. Trivedi,Indian National Congress (I),163259,64195,39.3 %,1405.0,2.2%
Thane,53,GEN,Koli Kanti Kisan,Indian National Congress (I),175380,68443,39.0 %,11496.0,16.8%
Belapur,54,GEN,Bhagat Balaji Kathod,Indian National Congress (I),174014,49951,28.7 %,19264.0,38.6%
Ulhasnagar,55,GEN,Harchndani Shitaldas Khubchand,Bharatiya Janta Party,137228,65979,48.1 %,8894.0,13.5%
Ambernath,56,GEN,Patil Nakul Pundalik,Indian National Congress (I),155017,68180,44.0 %,3207.0,4.7%
Kalyan,57,GEN,Kapse Ramchandra Ganesh,Bharatiya Janta Party,174415,70495,40.4 %,11995.0,17.0%
Murbad,58,GEN,Gholap Shanaram Gopal,Indian National Congress (I),103335,60924,59.0 %,14411.0,23.7%
Wada,59,ST,Gowari Shankar Aba,Indian National Congress (I),127091,42652,33.6 %,1900.0,4.5%
Bhiwandi,60,GEN,Momin Vaqar Ahmed Ghulam Mohmed,Indian National Congress (I),153808,76407,49.7 %,3917.0,5.1%
Vasai,61,GEN,Vartak Tarabai Narsinh,Indian National Congress (I),133588,69710,52.2 %,6295.0,9.0%
Palghar,62,ST,Valvi Vishnu Gopal,Indian National Congress (I),110648,37723,34.1 %,1227.0,3.3%
Dahanu,63,ST,Kadu Mahadeo Gopal,Indian National Congress (I),118878,46064,38.7 %,6769.0,14.7%
Jawahar,64,ST,Kom Lahanu Shidwa,Communist Party Of India (MARXIST),118765,54496,45.9 %,6582.0,12.1%
Shahapur,65,ST,Barora Mahadu Nago,Indian National Congress (U),99219,33245,33.5 %,1778.0,5.3%
Igatpuri,66,ST,Ghare Vithalrao Ganpat,Indian National Congress (I),109841,49993,45.5 %,6591.0,13.2%
Nasik,67,GEN,Wavare Shantaram Kondaji,Independent,148113,72097,48.7 %,2767.0,3.8%
Devlali,68,SC,Ahire Babulal Soma,Indian National Congress (U),124621,56210,45.1 %,10098.0,18.0%
Sinnar,69,GEN,Gadak Suryabhan Sukdeo,Indian National Congress (U),107860,65667,60.9 %,29940.0,45.6%
Niphad,70,GEN,Mogal Malojirao Sadashiv,Indian National Congress (U),115624,71160,61.5 %,9947.0,14.0%
Yeola,71,GEN,Patil Janardan Deoram,Indian National Congress (U),111878,66519,59.5 %,7804.0,11.7%
Nandgaon,72,GEN,Dhatrak Jagannath Murlidhar,Indian National Congress (I),117309,74418,63.4 %,11795.0,15.8%
Malegaon,73,GEN,Nihal Ahmed Mohamed Usman,Janata Party (JP),123911,84866,68.5 %,1848.0,2.2%
Dobhadi,74,GEN,Hiray Baliram Waman,Indian National Congress (I),101900,71285,70.0 %,8121.0,11.4%
Chandwad,75,GEN,Gaikwad Narayan Kashiram,Indian National Congress (I),102980,60670,58.9 %,3337.0,5.5%
Dindori,76,ST,Mahale Hari Shankar,Janata Party (JP),108131,52671,48.7 %,13543.0,25.7%
Surgana,77,ST,Gavit Jiwa Pandu,Communist Party Of India (MARXIST),95857,50982,53.2 %,1734.0,3.4%
Kalwan,78,ST,Pawar Arjun Tulashiram,Indian National Congress (I),104403,42875,41.1 %,20245.0,47.2%
Baglan,79,ST,Pawar Laxman Totaram,Indian National Congress (I),106283,49259,46.3 %,316.0,0.6%
Sakri,80,ST,Malusare Sukram Bhurya,Indian National Congress (I),118569,52224,44.0 %,3039.0,5.8%
Nawapur,81,ST,Gavit Manikrao Hodlya,Indian National Congress (I),115974,56945,49.1 %,38604.0,67.8%
Nandurbar,82,ST,Valvi Ramesh Panya,Indian National Congress (I),119760,55678,46.5 %,20380.0,36.6%
Taloda,83,ST,Abhimannu Nurji Valvi,Indian National Congress (I),91210,46432,50.9 %,12513.0,26.9%
Akrani,84,ST,Pawara Rameshbhai Thikya,Indian National Congress (I),86906,42988,49.5 %,15952.0,37.1%
Shahade,85,GEN,Annasaheb P. K. Patil,Janata Party (JP),112451,77635,69.0 %,6104.0,7.9%
Shirpur,86,GEN,Rajput Indrasing Chandrasing,Indian National Congress (I),107884,77679,72.0 %,14430.0,18.6%
Sindkheda,87,GEN,Patil Rangrao Madhavrao,Indian National Congress (I),103680,62641,60.4 %,2728.0,4.4%
Kasumba,88,GEN,Patil Rohidas Chudaman,Indian National Congress (I),110676,75612,68.3 %,1866.0,2.5%
Dhule,89,GEN,Ajmera Kamalabai Chhaganlal,Indian National Congress (I),114660,60680,52.9 %,1880.0,3.1%
Chalisgaon,90,SC,Dinakar Diwan Chavan,Independent,125145,57966,46.3 %,5878.0,10.1%
Parola,91,GEN,Patil Bhaskarrao Rajaram,Independent,129152,64782,50.2 %,7703.0,11.9%
Amalner,92,GEN,Gulabrao Wamanrao Patil,Janata Party (JP),121756,68156,56.0 %,6539.0,9.6%
Chopda,93,GEN,Sharadchandrika Suresh Patil,Indian National Congress (I),102364,63433,62.0 %,14155.0,22.3%
Erandol,94,GEN,Wagh Paubai Chandrabhan,Indian National Congress (I),120351,53154,44.2 %,6161.0,11.6%
Jalgaon,95,GEN,Jain Suresh Bhikamchand,Indian National Congress (I),131157,75314,57.4 %,24881.0,33.0%
Pachora,96,GEN,Patil Krishnarao Maharu,Indian National Congress (I),120148,71728,59.7 %,11131.0,15.5%
Jamner,97,GEN,Jain Ishwarlal Shankarlal,Indian National Congress (U),110289,66494,60.3 %,3862.0,5.8%
Bhusawal,98,GEN,Bagawan M. Yasin Rajmohamad,Indian National Congress (I),130733,62883,48.1 %,1086.0,1.7%
